"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - September - 2023,,,,,,
"Police Department has implemented 24 SAKALA Services through PoliceIT Application. The district wise details
of received, disposed and overdue status of services for September 2023 as on 30.09.2023 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 30.09.2023",,
1,Bengaluru City,32399,35242,6,,
2,Belagavi City,2749,2475,86,,
3,Hubli-Dharwad City,1286,1054,156,,
4,Mysore City,5012,5010,22,,
5,Mangalore City,3554,7178,0,,
6,Bagalkot,1658,1522,17,,
7,Ballari,1333,1445,11,,
8,Belagavi,1398,1498,24,,
9,Bengaluru Rural,3397,3277,72,,
10,Bidar,1329,1149,0,,
11,Chamarajanagar,1618,1709,1,,
12,Chikkaballapura,2088,2228,5,,
13,Chikkamagaluru,2385,2215,2,,
14,Chitradurga,1888,1958,3,,
15,Dakshina Kannada,925,884,41,EEExxxppitoo,rrtt ttoo PExDcFel
16,Davanagere,2206,2340,3,,
17,Dharwad,1131,1069,113,,
18,Gadag,670,647,2,,
19,Hassan,2857,2791,0,,
20,Haveri,1457,1518,5,,
21,Kalaburagi,1178,1143,11,,
22,Kodagu,1086,1096,0,,
23,Kolar,1857,1767,5,,
24,KGF,980,890,8,,
25,Koppal,672,681,0,,
26,Mandya,3144,3609,4,,
27,Mysuru,2337,2141,4,,
28,Raichur,813,811,36,,
29,Ramanagara,2616,2644,0,,
30,Shivamogga,2700,2296,47,,
31,Tumakuru,3324,3310,29,,
32,Udupi,2639,2508,0,,
33,Uttara Kannada,3154,3050,1,,
34,VijayaNagara,1192,1211,57,EEExxxppitoo,rrtt ttoo PExDcFel
35,Vijayapura,2884,2085,27,,
36,Yadgir,477,452,74,,
,Total,102393,106903,872,,
