Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
35,"CYBER CRIME (INFORMATION TECHNOLOGY
ACT)",,,,
,Advertising Frauds,48,0,6,12
,AEPS ( Aadhaar),1,0,0,0
,ATM Fraud,14,0,0,1
,Business Fraud,118,0,7,17
,Card Skimming,6,0,0,1
,Credit Card Fraud,557,8,63,62
,"Crypto Currency, Bitcoin, etc.",57,0,3,2
,"CSAM ( Child Pornography), Cyber Tip Line",22,0,1,5
,Data Theft,51,0,4,9
,Deep Fake/ Deep Nudes,23,0,1,4
,Digital Arrest,251,5,24,19
,Email Spoofing / Fraud,35,0,1,6
,Fake Customer Care,235,1,24,24
,Fedex,29,2,1,0
,"Gifts, iPhone & Lottery Fraud",98,2,7,10
,Hacking of Accounts & IDs,158,0,26,29
,"Information Technology Act 2000, 2009",113,1622,25,10
,"Investment Fraud ( Part Time Job, Task, Review)",2143,10,186,218
,Investment Fraud( Trading & Share Trading),2640,11,311,320
,Job Fraud,504,5,52,39
,Loan App,151,1,13,22
,Matrimony Fraud,89,1,9,11
,OLX Fraud,143,0,14,14
,Online Money Transfer,1081,6,140,165
,Others,1467,54,211,143
,"OTP Frauds(KYC Update, Apk Link)",601,8,73,89
,Phishing (Taking Password & Information),30,0,3,0
,"Ransomware Attack, Installing Spyware & Trojan,",Using Ot8her Malw,are & Vir0uses to i,nfect digit2al serv,3
,Remote Access Fraud( Any Desk/ Team Viewer),9,0,2,1
,Sextortion and Revenge Porn,78,0,6,10
,SIM card Swapping / SIM Jacking/ SIM Cloning,14,0,2,2
,Social Media Cases ( Instagram/Facebook/Whats,app/X /4T2e3legram e,tc.) 2,48,48
,Sub Total,11197,1738,1265,1296
36,NATIONAL SECURITY ACT,0,0,0,0
37,POCSO,,,,
,Gang Rape,2,0,0,0
,Custodial Rape,11,0,1,0
,Rape with Murder,1,0,0,0
,Rape,2412,256,290,245
,Others,906,83,88,93
,Sub Total,3332,339,379,338
38,Aadhar Act,,,,
,Impersonation,0,0,0,0
,Offence by Individual,0,0,0,0
,Offence by Company,1,0,0,1
,Sub Total,1,0,0,1
,Total (Item 1 to 36),47611,4525,4872,4991
