Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO
460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2)
BNS)",,,,
,At Residential Premises,637,100,82,77
,On Highways,0,0,0,0
,In Trains,0,0,0,0
,At Banks,1,0,1,0
,At Commercial Places / Establishments,25,2,5,5
,In Other Places,29,8,6,6
,Temple Theft,9,0,1,3
,Sub Total,701,110,95,91
,Total Burglary (Burglary Day + Burglary Night),3290,432,444,438
12,"THEFT (Sec.379 to 389 IPC/303(2) TO 308(7)
BNS)",,,,
,Attempt to commit,33,5,2,2
,Of Automobiles - Of Tractors,60,6,7,6
,In Running Bus,68,11,7,6
,Of Snatching,378,36,36,47
,At ATM,17,1,1,2
,Of Sand,870,70,66,84
,Government Office,22,0,5,3
,Of Mines,53,1,1,13
,Communication And Elec. Wire,177,20,26,26
,Of Cattle,358,59,57,48
,Of Cycle,21,6,0,1
,Of Automobiles - Of Lorries/Trucks,83,10,15,9
,Of Automobiles - Of Buses,1,0,0,0
,Of Automobiles - Of Cars / Jeeps,165,23,21,20
,Of Automobiles - Of Two Wheelers,5951,874,756,647
,Of Automobies - of Three Wheelers,162,27,24,17
,Of Accessories of Motor Vehicle,167,23,14,23
,Govt. Vehicle,2,0,1,0
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",656,107,91,76
,Of Fire Arms,7,2,2,1
,Of Explosives,1,0,0,1
,Of Cultural - Idols,8,0,2,0
,Of Cultural - Painting,0,0,0,0
,Of Cultrual - Others,156,21,23,27
,Cash,334,44,46,36
,Jewellery,1016,108,89,117
,Other Items Not Included Above,1141,149,152,150
,In Running Train,33,4,4,3
,Extortion,181,17,24,21
,House Theft,1229,146,159,142
,Servant Theft,327,32,42,41
,Sub Total,13677,1802,1673,1569
13,"RIOTS (Sec.141 to 153 IPC/189(1) TO
189(6),191(1)TO 191(3), 190,192,195 BNS))",,,,
,Land Dispute,719,67,90,86
,Employee - Govt.,2,0,1,1
,Labour - Private Sector,1,0,1,0
,Labour - Public Sector,1,0,0,0
,Linguistic,2,0,1,0
,Political,4,1,0,1
,Regional,3,1,0,1
,Sectarian,0,0,0,0
,Students,2,0,0,0
,Tribal,0,0,0,0
,Due to Village Disputes,10,2,0,1
,Communal,5,0,1,1
,Industrial,3,0,0,1
,Caste,3,0,0,1
,Agrarian,0,0,0,0
,Others,1585,151,173,194
,Sub Total,2340,222,267,287
