"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 31/08/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1290,60,30,1200,1,29,94,0,962,14,52,2,47,1203,56,22,1125,0,3,30,2,1007,34,19,0,30,822,8,11,803,0,1,0,0,436,354,0,1,
Attempt to murder,2774,168,12,2594,0,21,222,10,2242,35,20,17,27,2753,139,13,2601,0,5,51,7,2283,214,13,16,12,2186,36,6,2144,0,0,3,0,762,1374,0,5,
C.H.Not Amounting to murder,82,8,1,73,0,2,6,0,55,3,1,1,5,136,9,0,127,0,5,1,0,88,17,0,2,14,86,1,1,84,0,0,0,0,34,44,0,2,
Dacoity,177,15,3,159,0,0,3,2,143,2,8,1,0,150,11,4,135,0,1,0,0,113,14,7,0,0,87,1,0,86,0,0,0,0,38,47,0,1,
Preparation And Assembly For Dacoity,137,0,0,137,0,1,5,0,130,1,0,0,0,120,0,0,120,0,0,0,0,116,4,0,0,0,43,0,0,43,0,0,0,0,31,12,0,0,
Robbery,1236,45,20,1171,0,9,27,4,858,7,262,1,3,985,35,10,940,0,3,6,4,661,112,150,4,0,379,8,3,368,0,0,0,0,102,263,3,0,
Chain Snatching,641,7,4,630,0,3,8,0,413,3,198,0,5,621,9,7,605,0,0,2,1,409,71,121,1,0,319,5,0,314,0,0,0,0,119,193,2,0,
H.B.T by day,1173,40,0,1133,0,13,27,1,482,10,597,1,2,1132,31,0,1101,0,5,9,1,460,148,475,2,1,701,8,0,693,0,0,0,0,121,513,58,1,
H.B.T by night,4866,46,2,4818,0,25,60,6,1667,22,3022,10,6,4329,37,2,4290,0,7,20,2,1550,480,2226,5,0,2589,7,0,2582,0,0,0,0,333,1931,318,0,
House theft,2155,126,1,2028,0,7,23,7,578,15,1392,3,3,1926,92,9,1825,0,9,6,6,563,112,1126,3,0,1229,29,0,1200,0,0,1,1,137,853,208,0,
Snatching (Sec 304 BNS),0,0,0,0,0,0,0,0,0,0,0,0,0,234,3,5,226,0,0,1,0,83,30,112,0,0,377,2,1,374,0,0,0,0,75,265,34,0,
Ordinary Theft,22597,917,271,21409,2,700,321,2476,4159,66,13520,138,29,20166,830,324,19012,0,372,189,1406,4797,871,11271,90,16,11712,242,103,11367,0,50,16,163,1873,6979,2272,12,
Cattle thefts,423,13,2,408,0,8,10,39,136,1,212,1,1,505,6,2,497,0,6,3,29,228,34,194,3,0,358,6,0,352,0,0,0,3,66,223,59,1,
Receiving stolen Property,3,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,
Cheating,6929,2276,129,4524,0,13,37,103,2478,1009,750,119,15,6561,1585,119,4857,0,2,11,41,1623,2535,547,94,4,3724,190,47,3487,0,0,1,5,223,3180,63,15,
Cr.Br.Trust,505,161,5,339,0,0,1,3,194,106,27,8,0,563,124,14,425,0,0,0,0,178,227,12,7,1,477,20,3,454,0,0,0,0,25,425,4,0,
C.C.Notes,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,17,4,9,0,0,25,0,0,25,0,0,0,0,8,15,2,0,
Sub Total - PART-I,45015,3882,481,40652,3,831,844,2651,14507,1294,20080,302,143,41416,2967,531,37918,0,418,329,1499,14178,4907,16282,227,78,25116,563,175,24378,0,51,21,172,4383,16673,3023,38,
PART-II (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC/ 106 BNS (Including Deaths
due to Rashness/Negligence (Sec
304(A)IPC/106 BNS)",12047,101,34,11913,0,526,767,15,7976,24,1074,30,1501,12025,114,16,11895,0,316,217,8,9008,220,887,12,1227,7815,23,13,7779,0,42,3,1,3559,3677,132,3,
"279,337,338IPC/281,125(a),125(b)BNS",31759,231,13,31515,0,21272,419,467,7807,16,1324,101,109,31413,216,14,31183,0,15713,339,283,13164,327,1247,56,54,20902,61,10,20831,0,2979,25,25,9371,8101,315,6,
Rioting,3906,390,7,3509,0,22,486,43,2866,36,34,20,2,3463,334,4,3125,0,12,125,19,2728,207,30,3,1,2340,84,2,2254,0,0,3,2,781,1461,4,3,
Hurts,17483,1166,31,16286,0,200,2741,594,12229,60,343,64,55,17114,1262,30,15822,0,114,834,246,13610,670,283,46,19,11080,327,16,10737,0,5,22,22,5102,5538,38,8,
AcidAttack (326(a)IPC/124(1) BNS),2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,0,4,3,0,0,
Kidnapping,3638,3285,33,320,0,2,36,2,190,47,34,9,0,3962,3487,35,440,0,0,14,1,205,203,11,6,0,2811,1690,23,1098,0,0,0,0,62,1027,3,5,
304(B) IPC/80 BNS,158,8,1,149,0,0,14,0,131,2,0,1,1,112,0,2,110,0,0,3,0,105,2,0,0,0,79,0,1,78,0,0,0,0,45,33,0,0,
498 (A) IPC/85 BNS,2955,327,61,2567,0,11,393,12,2044,51,1,39,16,2901,252,56,2593,0,6,158,5,2253,142,1,19,9,1897,68,20,1809,0,0,5,1,786,1016,0,1,
Molestation (354 IPC/74 BNS),6487,650,31,5806,0,35,757,56,4764,71,71,34,18,6334,678,33,5623,1,16,193,25,4916,370,67,28,8,3903,194,12,3697,0,1,1,3,1495,2184,6,6,
Rape,600,44,37,519,0,0,65,2,415,17,2,17,1,740,54,53,633,0,1,29,0,545,44,1,12,1,629,31,34,564,0,0,0,1,261,294,0,8,
"Sexual Intercourse by employing
deceitful means",0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,11,0,0,0,0,6,5,0,0,0,127,5,2,120,0,0,0,0,31,88,0,1,
