Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
6,CONSUMER,,,,
,"Liquified Petroleum Gas Supply & Control Order
2000",56,2,7,4
,Consumer (Protection) Act 1986,4,0,1,0
,Essential Commodities Act 1955,386,34,64,84
,Prevention of Food Adulternation Act 1954,2,0,0,0
,Packaged Commodities (Regulation) order 1975,0,0,0,0
,Sub Total,448,36,72,88
7,COPY RIGHT ACT 1957,,,,
,By Company,84,11,8,13
,By Individual,51,3,11,5
,Sub Total,135,14,19,18
8,CIVIL RIGHTS,,,,
,Protection of Civil Rights Act 1955,4,0,0,1
,Sub Total,4,0,0,1
9,"SCHEDULED CASTE AND THE SCHEDULED
TRIBES",,,,
,Scheduled Caste,793,94,108,125
,Scheduled Tribes,171,13,31,23
,Scheduled Caste Women,303,43,46,53
,Scheduled Tribes Women,74,11,7,17
,Sub Total,1341,161,192,218
10,CHILDREN ACT,,,,
,Child Labour (Prohibition & Regulation) Act1986,53,7,12,17
,Child Marriage (Restraint) Act - 1929,123,15,26,18
,Juvenile Justice Act 1986,97,7,6,12
,Probation of offenders Act 1958,0,0,0,0
,"Protection of Children from Sexual Offences Act
2012 (POCSO)",0,0,0,0
,Sub Total,273,29,44,47
11,PREVENTION OF CORRUPTION ACT 1988,,,,
,Public Servant - Elected,0,0,0,0
,Public Servant - Gazetted - Central,1,0,1,0
,Public Servant - Gazetted - Defence,0,0,0,0
,"Public Servant - Gazetted - Public Sector
Undertaking",0,0,0,0
,Public Servant - Gazetted - State,1,0,0,0
,Public Servant - Non-Gazetted - Central,0,0,0,0
,Public Servant - Non-Gazetted - Defence,0,0,0,0
,Public Servant - Non-Gazetted - State,0,0,0,0
,Sub Total,2,0,1,0
12,CUSTOMS,,,,
,Customs Act 1962,0,0,0,0
,Import/Export (Control) Act 1947,0,0,0,0
,Sub Total,0,0,0,0
13,Explosives,,,,
,Explosives Substances Act 1908,31,1,2,9
,Explosives Act 1884,27,5,3,5
,Inflammable Substance Act 1952,0,0,0,0
,Sub Total,58,6,5,14
14,FOREIGN EXCHANGE,,,,
,"Smugglers and Foreign Exchange Manipulator Act
1976",0,0,0,0
,Foreign Exchange Regulation Act 1973,0,0,0,0
,Foreign Exchange Regulation Act 1952,0,0,0,0
,Sub Total,0,0,0,0
15,FOREIGNER,,,,
,Foreigners Act 1946,60,4,9,15
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,60,4,9,15
16,FOREST,,,,
,Indian Forest Act 1927,1,0,0,1
,Forest (Conservation) Act 1980,5,0,1,0
,Sub Total,6,0,1,1
