"Comparitive Crime Statement 17 for the Years 2024, 2025, and 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2024,,,,,,,,,,,,,2025,,,,,,,,,,,,,2026 As on 30/04/2026,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-III (SLL Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyber Crime,22438,335,76,22027,0,27,98,2424,1149,3343,14949,32,5,14870,210,47,14613,0,10,17,837,857,7509,5360,22,1,4232,9,4,4219,0,0,0,16,53,3958,190,2,
Arms Act,280,10,2,268,0,5,10,0,232,12,4,3,2,406,7,4,395,0,1,0,0,284,99,11,0,0,150,1,0,149,0,0,0,0,38,111,0,0,
Cow Slaughter,240,8,3,229,0,12,4,1,189,3,19,1,0,214,2,2,210,0,6,0,0,172,27,5,0,0,53,0,0,53,0,0,0,0,14,39,0,0,
Animal Sacrifice Act,327,14,2,311,0,51,4,0,226,5,23,1,1,422,12,2,408,0,35,1,2,295,50,25,0,0,200,3,1,196,0,1,0,0,41,154,0,0,
P.I.T Act,298,1,1,296,0,3,6,0,281,5,1,0,0,316,7,0,309,0,1,0,0,236,68,0,3,1,87,0,0,87,0,0,0,0,17,70,0,0,
POCSO,4088,66,205,3817,0,92,1366,4,2265,6,19,37,28,4683,78,154,4451,0,31,490,3,3817,65,11,11,23,1596,13,31,1552,0,0,0,0,598,954,0,0,
K.P Act,517,48,0,469,0,228,13,4,211,1,4,7,1,518,10,0,508,0,171,7,2,284,25,13,4,2,174,0,0,174,0,9,0,0,99,66,0,0,
E.C Act,432,10,0,422,0,6,8,0,374,15,1,18,0,777,13,0,764,0,7,0,0,497,240,15,5,0,314,2,0,312,0,0,0,0,37,274,1,0,
SC/ST/Act,2114,344,43,1727,0,13,193,2,1408,57,2,44,8,2412,217,20,2175,1,6,48,0,1527,576,0,18,0,909,1,5,903,0,1,0,0,77,825,0,0,
