Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
36,"CYBER CRIME (INFORMATION TECHNOLOGY
ACT)",,,,
,"Information Technology Act 2000, 2009",64,2181,17,11
,CSAM (Child Pornography). Cyber Tip Line,11,0,0,0
,Online Money Transfer,527,22,101,104
,Credit Card Fraud,303,5,48,57
,Loan App,89,2,11,19
,"Ransomeware Attack, Installing Spyware &
Troman, Using Other Malware & Viruses to infect
degital serv",3,0,1,0
,"Gifts, iPhone & Lottery Fraud",60,0,11,7
,Deep Fake/Deep Nudes,15,1,2,3
,"Investment Fraud (Part Time Job, Task, Review)",1285,14,232,262
,Card Skimming,5,0,1,0
,Job Fraud,272,5,64,53
,Business Fraud,58,1,15,7
,Hacking of Accounts & Ids,69,6,9,19
,Phishing (Taking Password & Information),21,0,6,1
,Email Spoofing / Fraud,20,1,3,1
,SIM card Swapping / SIM Jacking / SIM Cloning,4,0,0,3
,"Social Media Cases
(Instagram/Facebook/Whatsapp/X /Telegram etc)",218,5,42,68
,"Crypto Currency, Bitcoin, etc.",46,0,5,6
,Remote Access Fraud (Any Desk/ Team Viewer),3,0,0,1
,OLX Fraud,84,0,13,16
,Data Theft,27,1,7,3
,Fedex,24,5,2,3
,"OTP Frauds (KYC Update, Apk Link)",277,7,46,43
,Matrimony Fraud,44,0,7,10
,Sextortion and Revenge Porn,46,0,12,7
,Advertising Frauds,20,0,6,3
,Investment Fraud (Trading & Share Trading),1447,20,204,265
,Fake Customer Care,128,1,15,27
,ATM Fraud,9,0,1,0
,Digital Arrest,147,2,11,27
,AEPS (Aadhaar),0,0,0,0
,Others,719,62,115,167
,Sub Total,6045,2341,1007,1193
37,NATIONAL SECURITY ACT,0,0,0,0
38,POCSO,,,,
,Custodial Rape,8,1,0,4
,Gang Rape,2,0,0,1
,Rape with Murder,1,0,1,0
,Rape,1270,295,246,250
,Others,491,108,102,89
,Sub Total,1772,404,349,344
39,Aadhar Act,,,,
,Offence by Company,0,0,0,0
,Impersonation,0,0,0,0
,Offence by Individual,0,0,0,0
,Sub Total,0,0,0,0
,Total (Item 1 to 36),25428,4921,5130,5350
