"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/05/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1370,85,33,1252,0,17,62,0,1057,27,39,2,48,1295,40,30,1225,1,3,14,0,1058,112,4,0,34,542,1,11,530,0,0,0,0,145,383,0,1,
Attempt to murder,2830,174,8,2648,0,14,185,14,2328,52,20,21,14,2821,126,12,2683,0,3,35,3,1995,618,13,8,8,1307,8,4,1295,0,0,0,0,166,1128,0,1,
C.H.Not Amounting to murder,95,12,2,81,0,1,3,0,67,5,1,2,2,80,7,1,72,0,0,1,0,54,13,0,0,4,53,0,0,53,0,0,0,0,11,41,0,0,
Dacoity,217,19,4,194,0,0,4,0,168,5,17,0,0,180,11,3,166,0,0,0,0,117,48,0,1,0,79,0,2,77,0,0,0,0,9,68,0,0,
Preparation And Assembly For Dacoity,294,0,0,294,0,1,7,0,285,1,0,0,0,135,0,0,135,0,0,0,0,122,13,0,0,0,48,0,0,48,0,0,0,0,18,30,0,0,
Robbery,1069,51,11,1007,0,2,33,7,759,20,179,6,1,1248,34,20,1194,0,1,9,1,711,360,112,0,0,571,3,4,564,0,0,0,0,77,487,0,0,
Chain Snatching,669,3,8,658,0,1,14,1,442,18,181,1,0,636,5,4,627,0,1,2,0,305,243,76,0,0,292,3,2,287,0,0,0,0,28,259,0,0,
H.B.T by day,990,33,0,957,0,7,13,1,436,15,482,2,1,1172,31,0,1141,0,3,8,1,379,356,394,0,0,459,4,0,455,0,0,0,0,35,401,19,0,
H.B.T by night,4436,49,3,4384,0,36,52,2,1624,71,2591,2,6,4866,34,2,4830,0,7,8,3,1301,1382,2124,5,0,1795,3,0,1792,0,0,0,0,100,1604,88,0,
House theft,1297,68,1,1228,0,7,19,7,417,8,769,1,0,2152,107,1,2044,0,4,5,1,486,304,1240,3,1,791,10,2,779,0,1,0,0,50,671,57,0,
Ordinary Theft,19447,554,305,18588,0,524,263,2095,4667,94,10758,167,20,22608,806,270,21532,2,355,85,1079,4821,3298,11824,59,11,8989,155,99,8735,0,11,1,49,727,7208,729,10,
Cattle thefts,478,8,1,469,0,5,12,31,181,10,224,3,3,424,11,2,411,0,6,2,17,116,88,181,1,0,189,0,0,189,0,0,0,0,26,151,12,0,
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,6411,2014,156,4241,1,10,32,79,2175,1207,645,71,22,6927,1336,120,5471,0,4,6,31,1236,3766,370,56,2,2793,106,33,2654,0,0,1,1,60,2574,16,2,
Cr.Br.Trust,461,126,8,327,0,0,1,4,163,131,17,8,3,508,78,7,423,0,0,1,0,77,329,14,2,0,224,8,2,214,0,0,0,0,4,210,0,0,
C.C.Notes,29,0,0,29,0,0,0,0,13,1,15,0,0,27,0,0,27,0,0,0,0,7,5,15,0,0,16,0,0,16,0,0,0,0,2,14,0,0,
Sub Total - PART-I,40095,3196,540,36359,1,626,700,2241,14782,1665,15938,287,120,45081,2626,472,41983,3,387,176,1136,12786,10935,16368,135,60,18149,301,159,17689,0,12,2,50,1458,15230,921,14,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11323,89,19,11215,0,432,638,19,7776,34,1020,13,1283,12028,78,33,11917,0,210,113,1,8646,1064,819,11,1053,5180,4,4,5172,0,8,2,0,1083,3967,11,2,
"279,337,338 IPC",28899,232,20,28647,0,17389,360,408,9165,57,1074,104,90,31776,197,13,31566,0,13793,109,229,14861,1325,1149,66,34,13928,29,1,13898,0,787,6,27,4056,8946,72,4,
Rioting,3929,411,9,3509,0,22,380,68,2910,74,45,8,2,3904,294,7,3603,0,3,72,14,2799,685,26,4,0,1663,23,1,1639,0,0,0,0,215,1422,2,0,
Hurts,15373,866,21,14486,0,108,2014,507,11452,101,213,46,45,17442,956,31,16455,0,66,622,240,13506,1745,240,22,14,7899,107,6,7786,0,1,4,7,1834,5932,7,1,
Acid Attack (326(a)),7,1,0,6,0,0,1,0,5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,5,0,0,0,0,2,3,0,0,
Kidnapping,3244,2836,42,366,0,0,42,1,200,85,30,4,2,3682,3040,27,615,0,0,10,1,160,426,13,5,0,1857,697,8,1152,0,0,0,0,17,1133,2,0,
304(B) IPC,162,17,1,144,0,0,14,0,127,3,0,0,0,159,7,2,150,0,0,3,0,131,16,0,0,0,46,0,0,46,0,0,0,0,16,30,0,0,
498 (A) IPC,2783,252,58,2473,0,8,312,21,2036,58,0,28,10,2973,250,60,2663,0,3,93,3,2061,487,0,10,6,1378,17,11,1350,0,0,1,0,228,1118,0,2,
354 IPC Molestation,5861,547,24,5290,1,15,565,42,4516,88,38,13,13,6484,511,31,5942,0,9,117,18,4773,959,45,15,6,3010,54,8,2948,0,0,3,1,459,2484,0,1,
Rape,537,48,30,459,0,2,43,1,386,18,1,8,0,609,35,37,537,0,0,7,1,445,78,0,5,1,279,2,21,256,0,0,0,0,67,189,0,0,
353 IPC,993,50,0,943,0,23,31,3,839,29,11,3,4,1004,30,4,970,0,11,5,0,755,183,9,6,1,432,1,1,430,0,0,0,0,75,355,0,0,
Other IPC,14137,1483,79,12576,0,4771,360,402,5723,544,652,81,43,21478,1422,78,19978,0,9321,109,227,7022,2657,572,51,19,6877,111,26,6740,0,910,2,8,1730,4055,29,5,
Sub Total - PART-II,87248,6832,303,80114,1,22770,4760,1472,45135,1091,3084,308,1492,101541,6820,323,94398,0,23416,1260,734,55161,9625,2873,195,1134,42554,1045,87,41422,0,1706,18,43,9782,29634,123,15,
