"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - November - 2023,,,,,,
"Police Department has implemented 24 SAKALA Services through PoliceIT Application. The district wise details
of received, disposed and overdue status of services for November 2023 as on 30.11.2023 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 30.11.2023",,
1,Bengaluru City,31005,27255,11,,
2,Belagavi City,2758,2591,90,,
3,Hubli-Dharwad City,1701,1432,211,,
4,Mysore City,4530,4405,65,,
5,Mangalore City,3119,2883,75,,
6,Bagalkot,1630,1454,59,,
7,Ballari,1497,1359,25,,
8,Belagavi,1578,1585,9,,
9,Bengaluru Rural,3255,2595,245,,
10,Bidar,1365,1193,0,,
11,Chamarajanagar,1443,1305,3,,
12,Chikkaballapura,1850,1822,4,,
13,Chikkamagaluru,2253,1784,4,,
14,Chitradurga,1784,1616,6,,
15,Dakshina Kannada,858,850,8,EEExxxppitoo,rrtt ttoo PExDcFel
16,Davanagere,2040,2124,0,,
17,Dharwad,1359,1198,75,,
18,Gadag,776,749,4,,
19,Hassan,2524,2196,31,,
20,Haveri,1331,1262,13,,
21,Kalaburagi,1054,1004,2,,
22,Kodagu,1006,882,12,,
23,Kolar,859,835,5,,
24,KGF,859,907,3,,
25,Koppal,798,858,0,,
26,Mandya,2743,2437,16,,
27,Mysuru,2251,2061,15,,
28,Raichur,910,854,9,,
29,Ramanagara,2350,2328,4,,
30,Shivamogga,2794,2711,15,,
31,Tumakuru,3294,2794,5,,
32,Udupi,1837,1705,0,,
33,Uttara Kannada,2756,2465,0,,
34,VijayaNagara,1143,1005,26,EEExxxppitoo,rrtt ttoo PExDcFel
35,Vijayapura,2280,2281,16,,
36,Yadgir,483,458,15,,
,Total,96073,87243,1081,,
