Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
68,Concealment of birth by secret disposal of Child,,,,
,Girl,11,2,1,1
,Boy,16,4,3,2
,Sub Total,27,6,4,3
69,"ASSAULT OR USE OF CRIMINAL FORCE TO
DISROBE WOMEN",2,1,0,1
70,"Disobedience to Order Promulgated by
Public/Servant",,,,
,By Others,6,3,0,1
,By Private Institution,0,0,0,0
,By Govt. Institution,6,0,1,1
,Sub Total,12,3,1,2
71,Human Trafficking,,,,
,Eunuch,0,0,0,0
,Men,1,1,0,0
,Boy,4,1,1,0
,Women,0,0,0,0
,Girl,3,0,1,0
,Sub Total,8,2,2,0
72,"Giving false information respecting an offence
committed",,,,
,"Giving false information respecting an offence
committed",19,0,3,12
,Sub Total,19,0,3,12
,Total Cognizable Crime Under IPC/BNS,68907,11874,12031,11339
,,,,,
,B - SPECIAL & LOCAL LAWS,,,,
1,Petty Organised Crimes,,,,
2,ANTIQUES (CULTURAL PROPERTY),,,,
,Antiques & Art Treasures Act 1972,0,0,0,0
,"Ancient Monument & Archaelogical Sites And
Remains Act 1958",5,2,0,1
,Sub Total,5,2,0,1
3,ARMS ACT 1959,,,,
,"Country Made - Non Prohibited Bore - In Disturbed
Area",6,3,2,1
,"Country Made - Non Prohibited Bore - In Other
Area",75,12,10,10
,"Country Made - Prohibited Bore - In Disturbed
Area",5,2,2,1
,Country Made - Prohibited Bore - In Other Area,63,6,6,18
,"Factory Made - Non Prohibited Bore - In Disturbed
Area",3,0,0,0
,Factory Made - Non Prohibited Bore - In Other Area,16,1,2,3
,Factory Made - Prohibited Bore - In Disturbed Area,6,0,0,2
,Factory Made - Prohibited Bore - In Other Area,26,4,5,5
,Sub Total,200,28,27,40
4,ANIMAL,,,,
,"The Karnataka Prevention of Slaughter and
Preservation of Cattle Ordinance 2020",71,20,16,22
,Wild Life Preservation Act 1972,0,0,0,0
,Wild Life Protection Act 1972,3,0,0,0
,Prevention of Cruelty to Animals Act 1960,149,30,27,49
,Elephant (Preservation) Act 1879,0,0,0,0
,Cattle Tresspass Act 1871,3,2,0,1
,Sub Total,226,52,43,72
5,CINEMATOGRAPHY ACT 1952,,,,
,Films,0,0,0,0
,Video,0,0,0,0
,Sub Total,0,0,0,0
