Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO
460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2)
BNS)",,,,
,At Residential Premises,559,74,79,83
,On Highways,0,0,0,0
,In Trains,0,0,0,0
,At Banks,1,0,0,1
,At Commercial Places / Establishments,20,1,2,5
,In Other Places,24,2,5,6
,Temple Theft,6,0,2,1
,Sub Total,610,77,88,96
,Total Burglary (Burglary Day + Burglary Night),2850,509,407,442
12,"THEFT (Sec.379 to 389 IPC/303(2) TO 308(7)
BNS)",,,,
,Attempt to commit,31,4,5,2
,Of Automobiles - Of Tractors,54,4,5,7
,In Running Bus,62,11,4,7
,Of Snatching,334,36,53,36
,At ATM,16,4,0,1
,Of Sand,786,92,83,66
,Government Office,19,0,2,5
,Of Mines,42,4,4,2
,Communication And Elec. Wire,150,29,19,25
,Of Cattle,308,45,31,54
,Of Cycle,20,4,0,0
,Of Automobiles - Of Lorries/Trucks,76,10,5,17
,Of Automobiles - Of Buses,1,2,0,0
,Of Automobiles - Of Cars / Jeeps,144,23,19,20
,Of Automobiles - Of Two Wheelers,5303,993,787,756
,Of Automobies - of Three Wheelers,145,36,20,24
,Of Accessories of Motor Vehicle,144,31,21,12
,Govt. Vehicle,2,1,0,1
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",582,122,65,93
,Of Fire Arms,6,0,0,2
,Of Explosives,0,0,0,0
,Of Cultural - Idols,8,0,1,2
,Of Cultural - Painting,0,0,0,0
,Of Cultrual - Others,132,16,17,26
,Cash,300,56,39,46
,Jewellery,901,98,108,92
,Other Items Not Included Above,994,131,119,155
,In Running Train,30,5,1,4
,Extortion,161,23,24,25
,House Theft,1084,168,181,157
,Servant Theft,286,46,51,42
,Sub Total,12121,1994,1664,1679
13,"RIOTS (Sec.141 to 153 IPC/189(1) TO
189(6),191(1)TO 191(3), 190,192,195 BNS))",,,,
,Land Dispute,630,81,126,90
,Employee - Govt.,1,0,0,1
,Labour - Private Sector,1,0,0,1
,Labour - Public Sector,1,0,1,0
,Linguistic,2,0,1,1
,Political,3,0,0,0
,Regional,2,0,0,0
,Sectarian,0,0,0,0
,Students,2,0,0,0
,Tribal,0,0,0,0
,Due to Village Disputes,9,0,0,0
,Communal,4,0,1,1
,Industrial,2,0,0,0
,Caste,3,0,1,0
,Agrarian,0,0,0,0
,Others,1389,159,228,169
,Sub Total,2049,240,358,263
