"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 28/02/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1294,60,30,1204,1,9,49,0,1033,32,42,0,39,1208,40,22,1146,0,0,7,1,933,182,3,0,20,202,0,1,201,0,0,0,0,2,199,0,0,
Attempt to murder,2777,167,12,2598,0,12,121,6,2318,91,18,14,18,2806,94,13,2699,0,3,12,5,1715,947,4,9,4,548,2,2,544,0,0,0,0,4,539,0,1,
C.H.Not Amounting to murder,82,8,1,73,0,1,3,0,57,5,1,1,5,135,4,0,131,0,3,0,0,69,48,0,1,10,19,0,0,19,0,0,0,0,0,19,0,0,
Dacoity,176,15,3,158,0,0,0,0,139,13,5,1,0,154,9,4,141,0,0,0,0,90,50,1,0,0,24,0,1,23,0,0,0,0,0,23,0,0,
Preparation And Assembly For Dacoity,137,0,0,137,0,0,3,0,131,3,0,0,0,119,0,0,119,0,0,0,0,106,13,0,0,0,14,0,0,14,0,0,0,0,2,12,0,0,
Robbery,1242,43,20,1179,0,3,17,4,857,49,248,0,1,991,24,10,957,0,0,1,2,522,363,66,3,0,100,0,0,100,0,0,0,0,1,99,0,0,
Chain Snatching,639,7,4,628,0,2,5,0,404,39,178,0,0,617,7,6,604,0,0,0,1,309,256,37,1,0,76,0,0,76,0,0,0,0,2,74,0,0,
H.B.T by day,1174,40,0,1134,0,11,19,1,467,55,580,1,0,1132,25,0,1107,0,2,4,0,315,525,260,0,1,167,1,0,166,0,0,0,0,2,164,0,0,
H.B.T by night,4865,45,2,4818,0,17,33,5,1625,223,2905,8,2,4325,28,2,4295,0,0,7,0,996,2000,1288,4,0,627,0,0,627,0,0,0,0,5,622,0,0,
House theft,2157,125,1,2031,0,7,18,7,569,38,1387,3,2,1928,70,7,1851,0,5,1,3,417,674,750,1,0,273,2,0,271,0,0,0,0,4,267,0,0,
Ordinary Theft,22596,907,272,21417,2,571,259,2062,4573,344,13480,110,18,20411,663,319,19429,0,165,123,716,4156,6253,7958,50,8,3118,19,19,3080,0,0,0,0,91,2986,2,1,
Cattle thefts,424,13,2,409,0,6,5,33,146,7,211,1,0,506,3,2,501,0,2,0,10,169,206,112,2,0,90,1,0,89,0,0,0,0,1,88,0,0,
Receiving stolen Property,3,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,6927,2085,131,4711,0,10,23,73,2169,1647,698,84,7,6579,978,101,5500,0,0,2,17,825,4328,292,35,1,972,4,5,963,0,0,0,0,2,961,0,0,
Cr.Br.Trust,508,143,5,360,0,0,1,3,158,168,28,2,0,570,81,9,480,0,0,0,0,88,382,8,1,1,112,0,0,112,0,0,0,0,1,111,0,0,
C.C.Notes,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,13,10,7,0,0,4,0,0,4,0,0,0,0,0,4,0,0,
Sub Total - PART-I,45028,3658,484,40886,3,649,556,2194,14656,2714,19800,225,92,41512,2026,495,38991,0,180,157,755,10724,16237,10786,107,45,6347,29,28,6290,0,0,0,0,117,6169,2,2,
PART-II (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC/ 106 BNS (Including Deaths
due to Rashness/Negligence (Sec
304(A)IPC/106 BNS)",12044,97,34,11913,0,404,419,7,8611,87,1053,25,1307,11973,81,13,11879,0,134,62,3,7597,2770,498,5,810,1982,0,0,1982,0,0,0,0,65,1913,0,0,
"279,337,338IPC/281,125(a),125(b)BNS",31760,224,13,31523,0,18956,268,388,10336,96,1309,86,84,31453,166,13,31274,0,9350,159,129,16196,4539,857,20,24,5479,4,1,5474,0,29,1,1,465,4977,0,1,
Rioting,3906,378,7,3521,0,12,259,34,3078,97,32,8,1,3449,220,4,3225,0,4,31,7,2001,1157,22,2,1,534,0,0,534,0,0,0,0,5,528,0,1,
Hurts,17476,1147,31,16298,0,140,1760,466,13312,205,330,48,37,17073,917,31,16125,0,64,273,128,11468,3992,173,24,3,2505,9,1,2495,0,0,0,0,176,2319,0,0,
AcidAttack (326(a)IPC/124(1) BNS),2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,7,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,
Kidnapping,3644,3249,31,364,0,1,24,2,189,118,22,8,0,4012,3108,30,874,0,0,4,0,167,691,7,5,0,719,122,3,594,0,0,0,0,1,592,0,1,
304(B) IPC/80 BNS,158,8,1,149,0,0,6,0,140,3,0,0,0,113,0,2,111,0,0,1,0,98,12,0,0,0,20,0,0,20,0,0,0,0,0,20,0,0,
498 (A) IPC/85 BNS,2960,318,61,2581,0,8,252,10,2206,73,1,25,6,2916,193,55,2668,0,4,55,3,1852,743,1,7,3,455,0,3,452,0,0,0,0,13,439,0,0,
Molestation (354 IPC/74 BNS),6491,637,31,5823,0,22,432,46,5055,169,67,21,11,6319,484,31,5804,1,9,69,20,3908,1734,45,15,4,901,3,0,898,0,0,0,0,36,862,0,0,
Rape,601,44,37,520,0,0,36,1,445,26,0,11,1,749,39,52,658,0,0,9,0,519,122,0,7,1,143,1,8,134,0,0,0,0,2,131,0,1,
353 IPC/132 BNS,1004,43,4,957,0,18,22,2,854,35,15,8,3,977,23,3,951,0,3,0,0,595,343,5,3,2,206,0,0,206,0,0,0,0,7,199,0,0,
Other IPC/BNS,21469,1912,84,19473,0,10191,357,369,6819,798,802,102,35,16385,995,88,15302,0,3780,59,118,6576,4283,431,34,21,2873,5,5,2863,0,60,0,0,492,2311,0,0,
Sub Total - PART-II,101515,8057,334,93124,0,29752,3835,1325,51047,1707,3631,342,1485,95307,6224,319,88764,1,13348,720,408,50883,20377,2039,120,869,15803,144,18,15641,0,89,1,1,1262,14280,0,4,
