"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - October - 2023,,,,,,
"Police Department has implemented 24 SAKALA Services through PoliceIT Application. The district wise details
of received, disposed and overdue status of services for October 2023 as on 31.10.2023 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 31.10.2023",,
1,Bengaluru City,25061,29073,16,,
2,Belagavi City,2111,2545,69,,
3,Hubli-Dharwad City,1079,1290,207,,
4,Mysore City,3774,4499,55,,
5,Mangalore City,2505,3111,59,,
6,Bagalkot,1307,1508,14,,
7,Ballari,996,1062,16,,
8,Belagavi,1101,1235,27,,
9,Bengaluru Rural,2548,3262,327,,
10,Bidar,972,957,78,,
11,Chamarajanagar,1040,1158,0,,
12,Chikkaballapura,1596,1673,1,,
13,Chikkamagaluru,1763,2174,18,,
14,Chitradurga,1256,1332,2,,
15,Dakshina Kannada,767,944,0,EEExxxppitoo,rrtt ttoo PExDcFel
16,Davanagere,1638,1998,5,,
17,Dharwad,835,945,84,,
18,Gadag,586,608,0,,
19,Hassan,1993,2293,11,,
20,Haveri,1055,1272,11,,
21,Kalaburagi,975,1129,5,,
22,Kodagu,785,874,0,,
23,Kolar,623,709,5,,
24,KGF,885,996,12,,
25,Koppal,754,595,0,,
26,Mandya,2120,2537,15,,
27,Mysuru,1654,2090,8,,
28,Raichur,683,793,11,,
29,Ramanagara,1878,2373,8,,
30,Shivamogga,2336,2802,37,,
31,Tumakuru,2418,2924,2,,
32,Udupi,1595,1870,0,,
33,Uttara Kannada,2192,2692,0,,
34,VijayaNagara,666,810,11,EEExxxppitoo,rrtt ttoo PExDcFel
35,Vijayapura,2353,2845,14,,
36,Yadgir,390,408,72,,
,Total,76290,89386,1200,,
