"Comparitive Crime Statement 17 for the Years 2021, 2022, and 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2021,,,,,,,,,,,,,2022,,,,,,,,,,,,,2023 As on 30/11/2023,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1345,68,28,1250,0,25,111,0,979,22,62,2,49,1373,79,33,1261,0,2,34,0,1102,46,32,2,43,1176,26,25,1125,0,1,3,0,709,388,1,0,
Attempt to murder,2445,152,9,2284,0,20,188,13,1971,23,38,10,21,2841,160,8,2673,0,8,80,10,2316,216,18,15,10,2670,70,10,2590,0,1,5,0,1105,1468,2,6,
C.H.Not Amounting to murder,88,9,0,79,0,0,11,0,65,1,0,0,2,94,11,2,81,0,1,3,0,62,12,0,1,2,67,5,0,62,0,0,1,0,22,38,0,0,
Dacoity,179,21,3,155,0,0,6,0,129,6,14,0,0,217,19,4,194,0,0,3,0,161,19,11,0,0,165,3,3,159,0,0,0,0,57,102,0,0,
Preparation And Assembly For Dacoity,389,0,0,389,0,1,6,0,380,1,1,0,0,294,0,0,294,0,0,3,0,287,4,0,0,0,124,0,0,124,0,0,0,0,89,35,0,0,
Robbery,978,34,22,922,0,4,26,2,703,12,173,0,2,1069,48,11,1010,0,2,20,5,758,67,154,4,0,1146,23,19,1104,0,0,0,0,412,671,21,0,
Chain Snatching,664,13,5,646,0,3,14,0,453,5,171,0,0,669,3,8,658,0,1,5,1,444,47,159,1,0,567,3,3,561,0,0,0,0,169,378,14,0,
H.B.T by day,805,27,2,776,0,9,19,1,378,5,360,1,3,990,32,0,958,0,6,6,0,426,53,465,2,0,1072,17,0,1055,0,0,1,0,230,677,147,0,
H.B.T by night,4015,40,3,3972,0,42,69,7,1534,29,2283,3,5,4437,45,3,4389,0,24,19,2,1580,286,2473,2,3,4396,17,1,4378,0,1,4,0,630,2919,821,3,
House theft,915,52,2,861,0,5,13,6,371,4,458,3,1,1294,65,1,1228,0,5,11,5,411,29,766,1,0,1976,60,1,1915,0,0,0,0,319,995,599,2,
Ordinary Theft,15906,385,198,15323,1,482,306,1856,3921,35,8572,126,25,19452,535,303,18614,0,346,150,1662,5175,412,10713,143,13,20616,511,223,19882,0,133,15,316,3206,10380,5802,27,
Cattle thefts,412,6,3,403,0,9,7,25,172,2,186,2,0,478,8,1,469,0,3,8,24,183,24,222,2,3,386,7,2,377,0,1,0,2,69,229,76,0,
Receiving stolen Property,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,
Cheating,5425,1697,156,3572,0,14,22,83,2111,713,524,91,14,6407,1795,150,4462,1,9,19,54,1844,1883,587,50,16,6281,666,85,5530,0,1,1,10,531,4816,144,27,
Cr.Br.Trust,477,139,7,331,0,0,2,5,187,111,15,11,0,462,108,8,346,0,0,1,3,137,184,13,7,1,455,46,2,407,0,0,0,0,26,379,1,1,
C.C.Notes,33,0,0,33,0,0,1,0,15,1,15,1,0,29,0,0,29,0,0,0,0,13,2,14,0,0,23,0,0,23,0,0,0,0,3,8,12,0,
Sub Total - PART-I,34077,2643,438,30997,1,614,801,1998,13370,970,12872,250,122,40108,2908,532,36668,1,408,362,1766,14899,3284,15627,231,91,41121,1454,374,39293,0,138,30,328,7577,23483,7641,66,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",9870,98,18,9754,2,430,803,15,6441,7,859,17,1182,11319,84,19,11216,2,324,294,14,8310,170,976,10,1118,10743,44,25,10674,0,61,22,0,5435,4288,341,8,
"279,337,338 IPC",25196,200,18,24978,0,15769,376,280,7542,19,837,63,92,28900,226,20,28654,0,14907,247,295,11766,261,1044,68,66,29008,106,12,28890,0,5826,28,86,13412,8959,550,12,
Rioting,3972,365,5,3602,2,15,540,81,2901,22,25,15,3,3924,377,9,3538,0,12,196,50,2965,268,39,6,2,3554,152,5,3397,0,1,13,6,1578,1789,10,0,
Hurts,13336,684,16,12637,1,121,2239,479,9491,30,190,45,42,15367,834,21,14512,0,70,1160,369,12333,308,202,37,33,15977,529,24,15424,0,25,106,81,9028,6061,110,7,
