Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
6,"KIDNAPPING AND ABDUCTION (Sec.360, 361,
363 to 369 IPC/137(1)(A),137(1)(B),137(2),140
TO 142,97 BNS)",,,,
,Missing - Boy,243,201,199,243
,Missing - Girl,72,104,79,72
,For Ransom - of Children,3,0,1,3
,For Ransom - of Cildren for Begging,0,0,0,0
,For Ransom - of Women,1,0,0,1
,For Ransom - of Girls for Immoral Purpose,0,0,0,0
,For Ransom - of Others,6,9,4,6
,Procuration of Minor Girls - For Prostitution,0,0,0,
,Procuration of Minor Girls - Importring of Girl,0,0,0,0
,Procuration of Minor Girls - For other Purpose,3,1,2,3
,Espionage,0,0,0,0
,Intent to Steal From Child,0,0,0,0
,Murder (Homicide),0,0,0,0
,Obtain Signature Forcibly,0,0,0,0
,Recovering Loan,0,1,1,0
,Settling any Disputes,0,1,0,0
,Unnatural Lust / Illicit Intercourse,0,0,0,0
,Wrongful Confinement,0,2,3,0
,For Exporting,0,0,0,0
,From Lawful Guardianship,0,0,0,0
,For Camel Racing Etc.,0,0,0,0
,To Compel For Marriage,1,0,1,1
,For Slavery,0,0,0,0
,For Stealing From its Person,0,0,0,0
,Others,47,34,43,47
,Sub Total,376,353,333,376
7,"DACOITY (Sec. 395 to 398
IPC/310(2),310(4),311,312 BNS)",,,,
,At ATM,0,0,0,0
,At Residential Premises,3,1,2,3
,On Highways,3,3,5,3
,In Trains,0,0,0,0
,At Banks,1,0,0,1
,At Commercial Places / Establishments,1,1,0,1
,On Other Roads,4,4,4,4
,In Other Places,1,8,1,1
,River & Sea,0,0,0,0
,Sub Total,13,17,12,13
7a,Preparation And Assembly for Dacoity,7,11,6,7
8,"Robbery (Sec.392 to 394
IPC/309(4),309(5),309(6) BNS)",,,,
,At ATM,0,0,0,0
,At Residential Premises,16,17,4,16
,On Highways,5,10,5,5
,In Trains,0,1,2,0
,At Banks,0,0,0,0
,At Commercial Places / Establishments,3,9,6,3
,In Other Places,28,78,31,28
,Chain Snatching,42,54,39,42
,Attempt to Commit,4,5,5,4
,Sub Total,98,174,92,98
9,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO
460, 462 IPC/305,R/W 331(1) TO 331(8),334(2)
BNS)",,,,
,At Residential Premises,202,237,207,202
,On Highways,0,0,0,0
,In Trains,0,0,0,0
,At Banks,2,6,2,2
,At Commercial Places / Establishments,61,76,58,61
,In Other Places,37,60,43,37
,Temple Theft,14,36,26,14
,Sub Total,316,415,336,316
