Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO
460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2)
BNS)",,,,
,At Residential Premises,300,92,70,69
,On Highways,0,0,0,0
,In Trains,0,0,0,0
,At Banks,0,0,0,0
,At Commercial Places / Establishments,12,1,2,0
,In Other Places,11,3,4,2
,Temple Theft,7,0,3,3
,Sub Total,330,96,79,74
,Total Burglary (Burglary Day + Burglary Night),1573,416,345,397
12,"THEFT (Sec.379 to 389 IPC/303(2) TO 308(7)
BNS)",,,,
,Attempt to commit,27,1,7,6
,Of Automobiles - Of Tractors,19,4,7,4
,In Running Bus,51,13,11,22
,Of Snatching,148,58,41,26
,At ATM,10,3,3,1
,Of Sand,654,147,168,139
,Government Office,11,1,2,4
,Of Mines,26,16,3,8
,Communication And Elec. Wire,133,21,37,38
,Of Cattle,193,52,61,36
,Of Cycle,9,4,4,2
,Of Automobiles - Of Lorries/Trucks,27,11,6,11
,Of Automobiles - Of Buses,3,0,0,2
,Of Automobiles - Of Cars / Jeeps,61,16,11,16
,Of Automobiles - Of Two Wheelers,2832,760,704,751
,Of Automobies - of Three Wheelers,65,22,27,20
,Of Accessories of Motor Vehicle,43,21,9,8
,Govt. Vehicle,0,0,0,0
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",284,89,65,67
,Of Fire Arms,1,0,1,0
,Of Explosives,0,0,0,0
,Of Cultural - Idols,2,2,0,1
,Of Cultural - Painting,0,0,0,0
,Of Cultrual - Others,64,19,14,17
,Cash,135,44,37,30
,Jewellery,478,138,122,139
,Other Items Not Included Above,559,127,123,135
,In Running Train,8,6,3,3
,Extortion,71,15,23,13
,House Theft,654,142,176,139
,Servant Theft,213,37,46,56
,Sub Total,6781,1769,1711,1694
13,"RIOTS (Sec.141 to 153 IPC/189(1) TO
189(6),191(1)TO 191(3), 190,192,195 BNS))",,,,
,Land Dispute,323,103,87,84
,Employee - Govt.,0,0,0,0
,Labour - Private Sector,1,0,0,0
,Labour - Public Sector,0,0,0,0
,Linguistic,0,0,0,0
,Political,3,1,0,2
,Regional,3,2,2,0
,Sectarian,0,0,0,0
,Students,2,0,0,1
,Tribal,0,0,0,0
,Due to Village Disputes,7,1,4,3
,Communal,4,1,1,0
,Industrial,4,2,1,2
,Caste,1,0,0,1
,Agrarian,0,0,0,0
,Others,909,192,234,249
,Sub Total,1257,302,329,342
