"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 31/10/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1290,60,30,1200,1,32,111,0,942,12,54,2,47,1203,56,22,1125,0,5,37,2,1000,29,21,0,31,1030,12,17,1001,0,1,0,0,618,365,0,1,
Attempt to murder,2774,168,12,2594,0,24,272,10,2190,33,20,17,28,2745,142,13,2590,0,9,65,7,2329,134,17,16,13,2800,65,7,2728,0,1,4,0,1195,1519,0,7,
C.H.Not Amounting to murder,82,8,1,73,0,2,6,0,55,3,1,1,5,135,9,0,126,0,5,2,0,89,12,1,2,15,101,1,1,99,0,0,0,0,46,47,0,2,
Dacoity,177,15,3,159,0,0,3,2,143,2,8,1,0,148,11,4,133,0,1,0,0,115,9,8,0,0,115,1,1,113,0,0,0,0,55,57,0,1,
Preparation And Assembly For Dacoity,137,0,0,137,0,1,7,0,128,1,0,0,0,120,0,0,120,0,0,0,0,118,2,0,0,0,53,0,0,53,0,0,0,0,38,15,0,0,
Robbery,1234,45,20,1169,0,9,29,4,854,7,262,1,3,986,36,10,940,0,5,9,4,674,72,172,4,0,493,13,5,475,0,0,1,0,163,302,9,0,
Chain Snatching,642,7,4,631,0,3,9,0,414,1,199,0,5,621,9,7,605,0,0,4,1,413,51,135,1,0,390,7,0,383,0,0,0,0,167,211,5,0,
H.B.T by day,1173,40,0,1133,0,16,30,1,481,5,596,1,3,1132,37,0,1095,0,7,11,1,477,93,503,2,1,876,11,0,865,0,0,2,0,183,575,104,1,
H.B.T by night,4866,46,2,4818,0,25,68,9,1665,18,3016,10,7,4329,39,2,4288,0,10,27,2,1608,316,2320,5,0,3271,10,0,3261,0,1,1,0,519,2223,517,0,
House theft,2155,126,1,2028,0,9,25,7,577,13,1391,3,3,1926,95,8,1823,0,9,8,7,578,74,1144,3,0,1590,50,0,1540,0,0,1,2,209,989,338,1,
Snatching (Sec 304 BNS),0,0,0,0,0,0,0,0,0,0,0,0,0,234,3,5,226,0,0,1,0,87,19,119,0,0,454,2,2,450,0,0,0,0,104,265,81,0,
Ordinary Theft,22596,917,271,21408,2,738,357,2577,3991,54,13514,144,33,20167,840,324,19003,0,444,227,1637,4651,486,11437,104,17,14573,356,108,14109,0,81,24,343,2589,7466,3575,29,
Cattle thefts,423,13,2,408,0,8,10,43,133,0,212,1,1,505,6,2,497,0,8,3,34,227,18,203,4,0,459,8,0,451,0,1,0,9,97,249,92,3,
Receiving stolen Property,3,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,
Cheating,6927,2302,129,4496,0,14,47,115,2511,914,756,124,15,6560,1738,120,4702,0,4,11,51,1824,2106,598,104,4,4730,319,53,4358,0,0,2,8,365,3850,112,20,
Cr.Br.Trust,505,165,5,335,0,0,1,4,200,93,27,10,0,564,131,14,419,0,0,1,2,202,190,15,8,1,611,39,4,568,0,0,0,0,45,509,8,6,
C.C.Notes,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,17,4,9,0,0,27,0,1,26,0,0,0,0,10,14,2,0,
Sub Total - PART-I,45011,3912,481,40618,3,881,975,2772,14294,1156,20075,315,150,41407,3152,531,37724,0,507,406,1748,14411,3615,16702,253,82,31575,895,199,30481,0,85,35,362,6403,18657,4843,71,
PART-II (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC/ 106 BNS (Including Deaths
due to Rashness/Negligence (Sec
304(A)IPC/106 BNS)",12047,102,34,11912,0,566,919,17,7765,20,1074,32,1519,12027,119,16,11892,0,382,302,8,8860,113,911,12,1304,9642,40,15,9587,0,80,12,1,4978,3746,241,7,
"279,337,338IPC/281,125(a),125(b)BNS",31759,231,13,31515,0,21583,471,478,7421,13,1324,107,118,31412,218,14,31180,0,16884,381,298,12061,162,1267,65,62,26096,95,13,25988,0,5203,36,48,11493,8684,495,12,
Rioting,3906,391,7,3508,0,24,563,51,2777,34,34,23,2,3470,340,4,3126,0,16,167,30,2731,146,31,4,1,2858,128,2,2728,0,2,14,2,1172,1526,7,5,
Hurts,17483,1171,31,16281,0,215,3100,631,11814,51,343,70,57,17114,1293,30,15791,0,133,1093,294,13473,423,298,54,23,13844,470,18,13356,0,13,88,48,7189,5924,77,14,
AcidAttack (326(a)IPC/124(1) BNS),2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,7,0,0,0,0,6,0,0,6,0,0,0,0,6,0,0,0,
Kidnapping,3636,3290,33,313,0,2,38,2,188,39,35,9,0,3958,3512,36,410,0,1,16,1,210,158,17,7,0,3480,2237,23,1220,0,0,2,0,85,1124,3,5,
304(B) IPC/80 BNS,158,8,1,149,0,0,19,0,127,1,0,1,1,112,0,2,110,0,0,4,0,105,1,0,0,0,98,0,1,97,0,0,0,0,64,33,0,0,
498 (A) IPC/85 BNS,2955,328,61,2566,0,11,429,13,2005,48,1,42,17,2901,256,57,2588,0,6,211,7,2209,112,1,26,16,2389,107,19,2263,0,0,15,2,1173,1071,0,2,
Molestation (354 IPC/74 BNS),6487,650,31,5806,0,38,877,60,4636,68,71,35,21,6334,693,33,5608,1,17,266,28,4935,252,71,30,9,4868,279,14,4575,0,2,8,3,2225,2316,12,8,
Rape,600,44,37,519,0,0,72,2,407,16,2,19,1,716,53,53,610,0,2,37,0,518,35,1,16,1,561,28,29,504,0,0,0,1,296,199,1,7,
"Sexual Intercourse by employing deceitful
means",0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,11,0,0,0,0,6,4,0,1,0,178,6,5,167,0,0,0,0,57,105,0,5,
353 IPC/132 BNS,1004,47,4,953,0,30,44,3,824,17,15,14,6,976,35,3,938,0,9,14,1,806,81,15,9,3,992,16,2,974,0,5,0,1,446,513,4,4,
Other IPC/BNS,21474,2034,85,19355,0,10580,653,451,6257,378,832,153,51,16464,1639,109,14716,0,4839,248,235,7344,1184,730,92,44,18828,639,61,18128,0,4202,31,63,6682,6893,202,44,
Sub Total - PART-II,101511,8296,337,92879,0,33049,7185,1708,44223,685,3731,505,1793,95410,8157,355,86898,1,22288,2733,902,53188,2668,3342,314,1463,83756,4044,200,79512,0,9507,206,169,35818,32101,1042,113,
