Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,5,1,1,1
,1.3 other Cases of Rape,132,58,40,47
,Sub Total,137,59,41,48
2,Outraging modesty (Molestation) (sec.354 IPC),1608,547,544,581
3,Kidnapping & Abduction of Women: (Sec.366 IPC),17,13,4,6
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",115,27,37,41
5,Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",1,2,0,0
7,Murder for other reasons,101,26,29,35
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",6,2,4,1
10,Attempt to Commit murder for other reasons,271,79,74,125
11,"Dowry Death-by burning
(Sec.304-B IPC)",1,0,0,1
12,Dowry Death-by other Means (Sec.304(B) IPC),35,7,5,17
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",676,231,208,227
14,Abetment of Suicide (Sec.306 IPC),49,12,16,16
15,Immoral Traffic (prevention) Act.,58,31,13,28
16,"Indecent Representation of Women(Prohibition) Act-
1986",0,0,0,0
17,Pornography,0,1,0,0
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",35,12,13,11
19,Offences related to Marriage,5,4,2,1
20,Cyber Crimes,766,375,219,257
,Total (Item 1 to 20),3881,1428,1209,1395
