Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
4,CINEMATOGRAPHY ACT 1952,,,,
,Films,2,0,0,1
,Video,0,0,0,0
,Sub Total,2,0,0,1
5,CONSUMER,,,,
,"Liquified Petroleum Gas Supply & Control Order
2000",36,0,6,5
,Consumer (Protection) Act 1986,4,0,1,1
,Essential Commodities Act 1955,219,20,46,46
,Prevention of Food Adulternation Act 1954,0,0,0,0
,Packaged Commodities (Regulation) order 1975,0,0,0,0
,Sub Total,259,20,53,52
6,COPY RIGHT ACT 1957,,,,
,By Company,60,7,6,13
,By Individual,36,2,5,7
,Sub Total,96,9,11,20
7,CIVIL RIGHTS,,,,
,Protection of Civil Rights Act 1955,0,0,0,0
,Sub Total,0,0,0,0
8,"SCHEDULED CASTE AND THE SCHEDULED
TRIBES",,,,
,Scheduled Caste,575,90,112,98
,Scheduled Tribes,136,25,28,22
,Scheduled Caste Women,221,29,40,42
,Scheduled Tribes Women,55,7,10,8
,Sub Total,987,151,190,170
9,CHILDREN ACT,,,,
,Child Labour (Prohibition & Regulation) Act1986,30,19,7,4
,Child Marriage (Restraint) Act - 1929,67,10,19,20
,Juvenile Justice Act 1986,73,12,25,18
,Probation of offenders Act 1958,0,0,0,0
,"Protection of Children from Sexual Offences Act
2012 (POCSO)",0,0,0,0
,Sub Total,170,41,51,42
10,PREVENTION OF CORRUPTION ACT 1988,,,,
,Public Servant - Elected,0,0,0,0
,Public Servant - Gazetted - Central,0,0,0,0
,Public Servant - Gazetted - Defence,0,0,0,0
,"Public Servant - Gazetted - Public Sector
Undertaking",0,0,0,0
,Public Servant - Gazetted - State,0,0,0,0
,Public Servant - Non-Gazetted - Central,0,0,0,0
,Public Servant - Non-Gazetted - Defence,0,0,0,0
,Public Servant - Non-Gazetted - State,0,0,0,0
,Sub Total,0,0,0,0
11,CUSTOMS,,,,
,Customs Act 1962,0,0,0,0
,Import/Export (Control) Act 1947,0,0,0,0
,Sub Total,0,0,0,0
12,Explosives,,,,
,Explosives Substances Act 1908,14,3,1,2
,Explosives Act 1884,22,0,4,2
,Inflammable Substance Act 1952,0,0,0,0
,Sub Total,36,3,5,4
13,FOREIGN EXCHANGE,,,,
,"Smugglers and Foreign Exchange Manipulator
Act 1976",0,0,0,0
,Foreign Exchange Regulation Act 1973,0,0,0,0
,Foreign Exchange Regulation Act 1952,0,0,0,0
,Sub Total,0,0,0,0
14,FOREIGNER,,,,
,Foreigners Act 1946,7,0,0,6
