Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,2,1,1,1
,1.3 other Cases of Rape,140,57,54,76
,Sub Total,142,58,55,77
2,Outraging modesty (Molestation) (sec.354 IPC),900,546,454,446
3,Kidnapping & Abduction of Women: (Sec.366 IPC),12,9,6,6
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",78,9,32,46
5,Murder for Dowry - by burning (Sec.302 IPC),1,0,1,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",0,0,0,0
7,Murder for other reasons,67,33,36,30
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",5,2,0,5
10,Attempt to Commit murder for other reasons,178,53,102,76
11,"Dowry Death-by burning
(Sec.304-B IPC)",0,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),20,14,11,9
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",455,286,238,217
14,Abetment of Suicide (Sec.306 IPC),29,12,14,15
15,Immoral Traffic (prevention) Act.,50,28,29,21
16,"Indecent Representation of Women(Prohibition)
Act-1986",0,0,0,0
17,Pornography,0,0,0,0
18,"Offences against Public Servants (Sec.182-188-
333-353 IPC)",21,9,6,15
19,Offences related to Marriage,5,4,4,1
20,Cyber Crimes,754,566,398,356
,Total (Item 1 to 20),2717,1629,1386,1320
