"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 30/09/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1290,60,30,1200,1,30,101,0,954,12,54,2,47,1203,56,22,1125,0,3,32,2,1008,30,20,0,30,923,9,14,900,0,1,0,0,539,346,0,1,
Attempt to murder,2774,168,12,2594,0,22,243,10,2221,33,20,17,28,2751,141,13,2597,0,6,57,7,2311,172,15,16,13,2486,47,6,2433,0,0,4,0,987,1434,0,7,
C.H.Not Amounting to murder,82,8,1,73,0,2,6,0,55,3,1,1,5,136,9,0,127,0,5,2,0,87,16,1,2,14,93,1,1,91,0,0,0,0,42,43,0,2,
Dacoity,177,15,3,159,0,0,3,2,143,2,8,1,0,149,11,4,134,0,1,0,0,113,12,8,0,0,98,1,1,96,0,0,0,0,48,47,0,1,
Preparation And Assembly For Dacoity,137,0,0,137,0,1,6,0,129,1,0,0,0,120,0,0,120,0,0,0,0,116,4,0,0,0,47,0,0,47,0,0,0,0,34,13,0,0,
Robbery,1235,45,20,1170,0,9,28,4,856,7,262,1,3,985,36,10,939,0,4,7,4,670,87,163,4,0,437,10,3,424,0,0,0,0,132,287,5,0,
Chain Snatching,641,7,4,630,0,3,8,0,414,1,199,0,5,621,9,7,605,0,0,2,1,413,59,129,1,0,350,7,0,343,0,0,0,0,145,195,3,0,
H.B.T by day,1173,40,0,1133,0,14,29,1,483,6,597,1,2,1132,34,0,1098,0,6,10,1,471,114,493,2,1,798,9,0,789,0,0,0,0,146,560,82,1,
H.B.T by night,4866,46,2,4818,0,25,62,8,1670,18,3018,10,7,4329,39,2,4288,0,8,20,2,1595,371,2287,5,0,2893,9,0,2884,0,1,0,0,418,2058,407,0,
House theft,2155,126,1,2028,0,9,24,7,577,13,1392,3,3,1926,92,9,1825,0,9,6,7,575,87,1138,3,0,1387,38,0,1349,0,0,1,1,174,920,253,0,
Snatching (Sec 304 BNS),0,0,0,0,0,0,0,0,0,0,0,0,0,234,3,5,226,0,0,1,0,85,26,114,0,0,413,2,2,409,0,0,0,0,87,269,53,0,
Ordinary Theft,22596,917,271,21408,2,727,331,2522,4082,59,13515,139,33,20166,833,324,19009,0,416,205,1513,4748,638,11376,96,17,13069,297,106,12666,0,64,18,261,2313,7178,2818,12,
Cattle thefts,423,13,2,408,0,8,10,40,136,0,212,1,1,505,6,2,497,0,6,3,33,226,30,195,4,0,413,7,0,406,0,0,0,5,95,231,74,1,
Receiving stolen Property,3,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,
Cheating,6929,2293,129,4507,0,14,41,110,2495,958,752,122,15,6562,1677,119,4766,0,4,11,47,1732,2295,576,97,4,4221,257,49,3915,0,0,2,8,301,3495,90,18,
Cr.Br.Trust,505,164,5,336,0,0,1,3,199,97,27,9,0,564,127,14,423,0,0,1,1,184,215,13,8,1,553,26,3,524,0,0,0,0,34,479,5,6,
C.C.Notes,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,17,4,9,0,0,25,0,0,25,0,0,0,0,8,15,2,0,
Sub Total - PART-I,45013,3902,481,40630,3,864,893,2707,14424,1210,20076,307,149,41415,3073,531,37811,0,468,357,1618,14353,4160,16537,238,80,28208,720,185,27303,0,66,25,275,5503,17572,3792,49,
PART-II (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC/ 106 BNS (Including Deaths
due to Rashness/Negligence (Sec
304(A)IPC/106 BNS)",12047,101,34,11913,0,542,817,15,7901,22,1074,30,1512,12024,117,16,11891,0,348,248,8,8947,165,902,12,1261,8647,34,14,8599,0,62,8,1,4362,3549,184,3,
"279,337,338IPC/281,125(a),125(b)BNS",31759,231,13,31515,0,21460,431,471,7600,13,1324,103,113,31414,217,14,31183,0,16330,356,290,12610,225,1255,58,59,23330,79,10,23241,0,4252,27,26,10301,8211,402,10,
Rioting,3906,391,7,3508,0,22,523,47,2824,34,34,22,2,3464,338,4,3122,0,13,146,28,2727,173,31,3,1,2592,106,2,2484,0,2,9,2,990,1471,7,3,
Hurts,17483,1170,31,16282,0,205,2891,612,12055,52,343,68,56,17113,1276,30,15807,0,123,959,273,13553,539,291,48,21,12404,385,17,12002,0,9,45,38,6243,5602,53,10,
AcidAttack (326(a)IPC/124(1) BNS),2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,0,5,2,0,0,
Kidnapping,3637,3288,33,316,0,2,36,2,190,42,35,9,0,3960,3496,36,428,0,0,14,1,211,180,15,7,0,3131,1966,24,1141,0,0,1,0,71,1059,4,5,
304(B) IPC/80 BNS,158,8,1,149,0,0,16,0,130,1,0,1,1,112,0,2,110,0,0,4,0,104,2,0,0,0,85,0,1,84,0,0,0,0,54,30,0,0,
498 (A) IPC/85 BNS,2955,328,61,2566,0,11,412,12,2023,49,1,41,17,2901,255,57,2589,0,6,181,5,2240,124,1,21,11,2142,89,19,2034,0,0,11,1,1011,1010,0,1,
Molestation (354 IPC/74 BNS),6487,649,31,5807,0,36,815,58,4703,71,71,34,19,6334,685,33,5616,1,18,220,27,4933,313,69,28,8,4374,232,14,4128,0,1,4,3,1871,2234,8,6,
Rape,600,44,37,519,0,0,67,2,414,16,2,17,1,740,54,53,633,0,1,32,0,545,40,1,13,1,700,35,35,630,0,0,0,1,314,304,1,10,
"Sexual Intercourse by employing deceitful
means",0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,11,0,0,0,0,6,5,0,0,0,148,5,3,140,0,0,0,0,42,96,0,2,
353 IPC/132 BNS,1004,47,4,953,0,27,40,3,832,17,15,13,6,976,32,3,941,0,9,11,0,798,97,14,9,3,902,13,2,887,0,2,0,1,370,508,2,4,
Other IPC/BNS,21473,2026,85,19362,0,10552,608,443,6326,400,831,152,50,16464,1592,109,14763,0,4734,218,230,7386,1357,713,84,41,16711,537,56,16118,0,3381,13,56,5801,6666,172,23,
Sub Total - PART-II,101511,8283,337,92892,0,32857,6656,1665,45000,717,3730,490,1777,95404,8059,355,86990,1,21581,2382,862,53973,3213,3292,281,1406,74909,3472,188,71249,0,7709,118,129,31334,30601,833,73,
