Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
10,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO
460, 462 IPC/305,R/W 331(1) TO 331(8),
334(2) BNS)",,,,
,At Residential Premises,398,84,87,79
,On Highways,0,0,0,0
,In Trains,0,0,0,0
,At Banks,0,2,0,0
,At Commercial Places / Establishments,13,7,1,4
,In Other Places,13,7,3,4
,Temple Theft,3,4,0,0
,Sub Total,427,104,91,87
,Total Burglary (Burglary Day + Burglary Night),1995,503,408,418
11,"THEFT (Sec.379 to 389 IPC/303(2) TO 308(7)
BNS)",,,,
,Attempt to commit,23,4,1,7
,Of Automobiles - Of Tractors,45,4,5,10
,In Running Bus,51,0,13,7
,Of Snatching,247,0,61,43
,At ATM,15,1,3,5
,Of Sand,637,135,147,105
,Government Office,13,0,1,3
,Of Mines,35,2,17,4
,Communication And Elec. Wire,106,29,21,15
,Of Cattle,225,40,51,37
,Of Cycle,20,11,4,2
,Of Automobiles - Of Lorries/Trucks,55,12,11,13
,Of Automobiles - Of Buses,1,0,0,0
,Of Automobiles - Of Cars / Jeeps,104,12,16,31
,Of Automobiles - Of Two Wheelers,3762,1063,761,707
,Of Automobies - of Three Wheelers,101,32,22,20
,Of Accessories of Motor Vehicle,111,22,21,22
,Govt. Vehicle,1,1,0,0
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",425,135,88,90
,Of Fire Arms,4,0,0,1
,Of Explosives,1,0,0,1
,Of Cultural - Idols,5,0,2,3
,Of Cultural - Painting,0,0,0,0
,Of Cultrual - Others,94,17,19,17
,Cash,219,59,46,46
,Jewellery,720,144,142,166
,Other Items Not Included Above,711,153,128,135
,In Running Train,26,1,6,5
,Extortion,110,17,16,21
,House Theft,745,175,145,166
,Servant Theft,191,50,37,47
,Sub Total,8803,2119,1784,1729
12,"RIOTS (Sec.141 to 153 IPC/189(1) TO
189(6),191(1)TO 191(3), 190,192,195 BNS))",,,,
,Land Dispute,409,124,98,84
,Employee - Govt.,0,0,0,0
,Labour - Private Sector,0,0,0,0
,Labour - Public Sector,0,0,0,0
,Linguistic,0,1,0,0
,Political,3,6,1,0
,Regional,2,0,2,0
,Sectarian,0,0,0,0
,Students,2,0,0,1
,Tribal,0,0,0,0
,Due to Village Disputes,9,2,1,3
,Communal,2,1,1,0
,Industrial,2,0,2,0
,Caste,2,3,0,0
,Agrarian,0,0,0,0
,Others,985,261,190,205
,Sub Total,1416,398,295,293
