DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF APRIL - 2023 (AS ON 06/05/2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
1,MURDER,1,1,0,3,22,4,6,4,2,0,4,1,2,1,2,4,0,2,1,7,2,0,2,3,0,2,1,1,3,1,5,2,3,1,1,1,4,3,102
2,DACOITY,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,10
3,ROBBERY,0,0,0,1,36,1,0,1,0,0,1,2,5,0,1,3,0,1,0,1,5,1,0,0,0,1,2,2,2,0,1,1,5,1,0,0,0,1,75
3a,CHAIN SNATCHING,0,0,2,1,9,2,1,1,2,0,0,0,1,0,1,1,0,1,0,2,1,4,0,0,0,4,0,0,0,0,3,1,1,0,1,0,0,0,39
4a,BURGLARY - DAY,0,0,3,0,16,3,5,1,3,2,1,0,2,0,1,3,0,1,0,1,4,0,0,0,2,4,0,0,2,1,3,0,5,0,2,2,2,0,69
4b,BURGLARY - NIGHT,1,4,7,6,48,14,12,5,4,4,6,5,13,3,2,7,9,9,3,4,5,0,1,1,1,8,3,7,13,1,13,11,11,10,4,2,7,2,266
5,THEFT,15,23,19,30,635,103,9,4,9,18,27,2,44,8,13,31,32,14,9,19,37,71,4,30,10,41,15,30,23,28,33,37,52,13,10,23,25,14,1560
6,RIOTS,8,4,8,22,12,11,10,7,12,5,20,5,9,1,8,5,12,5,1,8,6,0,0,10,8,6,2,0,21,19,0,13,2,5,3,8,7,10,293
7,CASES OF HURT,14,20,13,37,257,51,31,26,41,57,43,17,34,12,14,56,29,17,11,18,28,0,23,34,12,75,17,20,65,22,40,71,46,16,30,12,31,15,1355
8,Spl & Local laws,103,123,48,261,2056,196,158,61,100,84,123,33,89,41,90,135,120,128,70,94,36,22,74,73,90,61,80,63,67,128,106,131,199,105,74,134,94,95,5745
9a,RAPE,2,0,0,6,13,1,2,1,1,1,0,2,0,1,0,0,1,0,0,1,0,0,1,0,1,0,3,1,1,3,0,1,2,1,0,0,0,0,46
9b,DOWRY DEATHS,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,1,0,11
10,POCSO,9,4,2,9,49,8,2,11,9,4,4,6,6,4,2,12,9,6,4,1,0,1,4,0,4,4,3,9,12,5,8,15,12,1,7,2,5,3,256
11,SC ST & POA Act,5,3,0,4,10,9,4,1,1,6,5,7,6,2,4,6,2,4,4,2,0,0,2,7,1,7,2,1,5,3,7,3,5,2,1,3,4,2,140
12a,107 Cr.P.C.,53,36,66,100,48,85,107,117,20,64,41,20,40,42,83,71,17,43,44,43,111,0,25,50,33,32,96,12,129,56,12,66,15,69,52,161,99,188,2346
12b,109 Cr.P.C.,8,4,1,11,19,11,4,2,3,2,3,2,3,2,106,0,3,1,0,4,5,14,2,2,0,2,3,3,1,4,1,5,6,0,4,5,8,5,259
