DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF MAY - 2023 (AS ON 06/06/2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
1,MURDER,2,3,3,2,11,5,3,2,4,2,0,1,4,2,1,1,1,2,0,3,6,0,2,5,4,5,1,3,3,5,3,1,4,1,3,2,2,2,104
2,DACOITY,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,11
3,ROBBERY,1,0,2,1,38,3,1,0,4,1,3,0,4,0,0,6,0,2,0,1,5,2,0,0,0,2,2,9,1,0,1,5,2,1,1,0,0,0,98
3a,CHAIN SNATCHING,1,2,0,0,17,5,2,2,0,1,0,1,1,0,0,3,1,2,0,1,3,1,0,0,0,0,0,0,1,0,1,0,8,0,2,0,0,0,55
4a,BURGLARY - DAY,2,0,2,3,27,5,1,3,2,3,1,4,2,0,0,2,0,0,0,1,0,0,1,0,1,4,2,3,2,2,3,1,2,0,2,0,0,0,81
4b,BURGLARY - NIGHT,15,7,25,15,63,23,16,4,6,11,8,2,16,7,2,11,13,6,2,9,23,0,5,4,7,8,0,8,13,4,9,8,20,1,5,3,11,1,391
5,THEFT,14,23,18,43,754,85,17,4,12,13,34,5,75,6,18,33,31,18,5,19,39,65,4,29,13,40,16,40,24,30,33,28,48,7,15,17,29,19,1723
6,RIOTS,12,5,6,33,7,12,20,7,10,12,14,4,8,0,13,9,18,3,2,22,8,0,0,16,3,6,3,0,19,25,10,25,5,3,6,6,13,14,379
7,CASES OF HURT,16,16,19,45,266,53,48,28,39,52,45,14,37,8,8,85,26,9,18,31,21,1,36,36,13,78,10,37,85,15,52,58,80,30,28,20,27,16,1506
8,Spl & Local laws,39,106,31,97,1930,122,51,49,62,92,91,31,57,34,55,88,61,100,46,86,35,13,31,29,40,64,78,54,51,95,78,102,115,71,45,98,122,60,4409
9a,RAPE,0,1,0,2,11,3,0,0,1,0,2,0,2,0,0,0,3,0,1,1,0,0,1,1,1,0,0,3,1,0,1,0,2,0,2,5,2,1,47
9b,DOWRY DEATHS,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,0,13
10,POCSO,4,2,3,9,30,5,4,9,14,8,9,5,12,5,3,8,3,3,0,6,0,1,3,2,1,12,4,4,12,4,4,14,18,8,3,7,5,5,249
11,SC ST & POA Act,2,2,4,13,21,8,3,3,1,11,5,6,8,3,2,0,0,2,0,0,4,0,4,2,2,1,3,0,6,7,3,4,3,0,2,0,6,4,145
12a,107 Cr.P.C.,25,19,15,58,56,16,51,23,9,33,7,66,16,31,29,68,17,9,3,23,13,0,9,19,34,14,93,40,106,17,13,25,29,11,23,114,82,58,1274
12b,109 Cr.P.C.,8,1,2,7,11,4,5,2,1,4,3,1,0,4,2,4,1,2,0,2,8,18,0,0,3,0,0,2,3,2,1,3,5,1,4,6,4,2,126
12c,110 Cr.P.C.,14,0,1,10,50,1,9,0,0,1,0,0,0,6,5,1,0,6,4,1,4,1,0,5,2,0,11,4,2,2,0,0,0,0,2,9,9,5,165
13,CYBER CRIME,1,7,5,3,1240,64,0,0,16,3,2,9,6,4,3,6,10,49,5,0,1,0,7,1,2,4,41,24,0,4,14,2,5,19,2,4,7,0,1570
14a,Cr. Br. of Trust,0,0,0,0,13,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,22
14b,CHEATING,1,4,3,4,184,17,7,1,7,3,3,4,2,1,2,12,1,3,4,1,5,0,4,0,1,7,5,7,8,1,9,10,10,6,1,3,1,2,344
14c,COUNTERFEITING,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15a,MMDR,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7
16,"Motor vehicles
Theft Cases",7,11,13,24,426,60,11,2,5,6,21,4,41,1,5,15,20,9,3,4,23,1,0,15,6,26,9,29,17,10,20,15,35,3,7,6,15,10,935
17,NDPS Cases,0,1,0,2,346,4,2,0,0,9,0,0,0,0,0,7,0,3,1,0,1,8,4,2,0,3,20,4,0,0,5,6,4,10,0,0,0,0,442
