"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 30/06/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1291,60,30,1201,1,24,77,0,988,15,52,1,44,1204,52,22,1130,0,2,26,1,1008,53,12,0,28,635,5,7,623,0,0,0,0,263,356,0,1,3
Attempt to murder,2776,168,12,2596,0,19,194,10,2263,50,20,16,24,2763,124,13,2626,0,5,41,7,2156,383,10,15,9,1715,13,5,1697,0,0,0,0,369,1326,0,2,0
C.H.Not Amounting to murder,82,8,1,73,0,1,6,0,56,3,1,1,5,136,8,0,128,0,5,0,0,86,23,0,1,13,70,0,0,70,0,0,0,0,19,47,0,2,2
Dacoity,177,15,3,159,0,0,3,0,143,4,8,1,0,151,11,4,136,0,1,0,0,109,23,3,0,0,64,1,0,63,0,0,0,0,26,37,0,0,0
Preparation And Assembly For Dacoity,137,0,0,137,0,1,3,0,132,1,0,0,0,119,0,0,119,0,0,0,0,111,8,0,0,0,34,0,0,34,0,0,0,0,23,11,0,0,0
Robbery,1236,43,20,1173,0,8,25,4,855,16,261,1,3,988,34,10,944,0,2,3,4,623,177,132,3,0,273,5,3,265,0,0,0,0,64,198,3,0,0
Chain Snatching,641,7,4,630,0,3,8,0,411,6,197,0,5,620,9,7,604,0,0,2,1,387,126,87,1,0,250,2,0,248,0,0,0,0,65,183,0,0,0
H.B.T by day,1173,40,0,1133,0,11,24,1,485,15,595,1,1,1133,30,0,1103,0,4,9,1,419,265,402,2,1,516,4,0,512,0,0,0,0,56,435,21,0,0
H.B.T by night,4865,46,2,4817,0,23,56,6,1654,53,3010,9,6,4329,36,2,4291,0,7,19,0,1413,874,1974,4,0,1886,4,0,1882,0,0,0,0,175,1607,100,0,0
House theft,2157,126,1,2030,0,7,22,7,573,22,1394,3,2,1925,85,7,1833,0,6,4,6,539,231,1045,2,0,926,13,0,913,0,0,0,0,78,735,100,0,0
Snatching (Sec 304 BNS),0,0,0,0,0,0,0,0,0,0,0,0,0,236,3,5,228,0,0,0,0,79,58,91,0,0,299,1,1,297,0,0,0,0,42,244,11,0,0
Ordinary Theft,22596,916,271,21409,2,660,308,2353,4280,122,13530,133,23,20168,787,321,19060,0,299,163,1083,4815,1959,10658,70,13,8970,149,92,8729,0,12,1,41,1129,6557,980,9,0
Cattle thefts,424,13,2,409,0,7,9,38,139,2,212,1,1,506,5,2,499,0,3,1,18,231,68,177,1,0,262,3,0,259,0,0,0,0,43,192,24,0,0
Receiving stolen Property,3,0,1,2,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Cheating,6927,2230,130,4567,0,12,33,91,2397,1163,741,115,15,6566,1383,115,5068,0,2,7,33,1345,3132,460,88,1,2846,90,31,2725,0,0,0,0,85,2615,24,1,0
Cr.Br.Trust,507,154,5,348,0,0,1,3,179,130,27,8,0,563,112,13,438,0,0,0,0,153,267,10,7,1,349,10,2,337,0,0,0,0,10,324,3,0,0
C.C.Notes,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,15,7,8,0,0,19,0,0,19,0,0,0,0,3,16,0,0,0
Sub Total - PART-I,45019,3826,482,40711,3,776,769,2513,14565,1602,20067,290,129,41439,2679,521,38239,0,336,275,1154,13491,7654,15069,194,66,19115,300,141,18674,0,12,1,41,2450,14884,1266,15,5
PART-II (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC/ 106 BNS (Including Deaths due
to Rashness/Negligence (Sec 304(A)IPC/106
BNS)",12047,99,34,11914,0,499,667,15,8163,27,1070,28,1445,12018,109,15,11894,0,257,162,7,8933,598,799,11,1127,6054,9,10,6035,0,17,0,0,1950,3828,50,2,188
"279,337,338IPC/281,125(a),125(b)BNS",31759,231,13,31515,0,20613,373,455,8533,21,1324,95,101,31421,204,14,31203,0,13620,261,254,14842,990,1157,37,42,16047,27,6,16014,0,1048,8,13,6164,8643,130,5,3
Rioting,3907,388,7,3512,0,22,398,39,2947,52,33,19,2,3462,302,4,3156,0,11,97,16,2532,470,27,2,1,1775,33,1,1741,0,0,1,0,316,1420,2,2,0
