"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 31/03/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
Ordinary Theft,19449,549,303,18597,0,501,232,1992,4798,144,10755,156,19,22616,754,270,21592,2,327,61,912,4642,4826,10766,49,9,5513,65,64,5384,0,6,1,27,301,4982,64,3,
Cattle thefts,478,8,1,469,0,5,10,28,185,11,224,3,3,424,10,2,412,0,6,2,13,117,113,160,1,0,117,0,0,117,0,0,0,0,5,112,0,0,
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,6409,1984,153,4272,1,10,29,73,2116,1324,634,67,19,6920,1201,118,5601,0,4,4,25,1085,4123,309,49,2,1822,38,11,1773,0,0,0,1,21,1749,2,0,
Cr.Br.Trust,461,125,8,328,0,0,1,3,158,140,15,8,3,508,69,7,432,0,0,1,0,66,351,12,2,0,156,4,2,150,0,0,0,0,2,148,0,0,
C.C.Notes,29,0,0,29,0,0,0,0,13,2,14,0,0,27,0,0,27,0,0,0,0,6,8,13,0,0,10,0,0,10,0,0,0,0,0,10,0,0,
Sub Total - PART-I,40096,3153,535,36408,1,594,610,2124,14900,1907,15894,268,111,45086,2404,471,42211,2,354,131,956,11994,13885,14723,117,51,11098,122,94,10882,0,6,1,28,503,10259,82,3,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11322,89,19,11214,0,401,538,18,7951,42,1019,12,1233,12024,70,33,11921,0,184,78,0,8333,1655,718,11,942,3089,1,2,3086,0,2,0,0,382,2677,0,0,
"279,337,338 IPC",28900,232,20,28648,0,16839,318,322,9845,68,1069,101,86,31784,175,13,31596,0,12091,84,141,15856,2305,1027,63,29,8295,12,0,8283,0,352,4,5,1899,6006,16,1,
Rioting,3928,408,9,3511,0,19,341,64,2942,91,44,8,2,3911,269,7,3635,0,3,52,11,2604,938,24,3,0,922,10,1,911,0,0,0,0,70,841,0,0,
Hurts,15371,863,21,14487,0,92,1773,479,11719,126,212,44,42,17424,904,27,16493,0,52,473,213,13024,2483,218,19,11,4462,46,5,4411,0,0,0,5,795,3610,1,0,
Acid Attack (326(a)),7,1,0,6,0,0,1,0,5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,5,0,0,0,0,1,4,0,0,
Kidnapping,3245,2832,42,371,0,0,38,1,204,91,29,4,2,3696,2960,26,710,0,0,7,1,150,535,12,5,0,1114,377,4,733,0,0,0,0,3,729,1,0,
304(B) IPC,162,17,1,144,0,0,8,0,133,3,0,0,0,158,6,2,150,0,0,2,0,129,19,0,0,0,27,0,0,27,0,0,0,0,0,27,0,0,
498 (A) IPC,2783,252,58,2473,0,7,273,19,2076,61,0,27,10,2973,227,60,2686,0,3,70,2,1933,664,0,9,5,841,8,3,830,0,0,0,0,88,740,0,1,
354 IPC Molestation,5864,546,24,5294,1,15,485,39,4595,97,38,13,12,6486,477,31,5978,0,5,87,18,4475,1334,40,14,5,1712,17,5,1690,0,0,2,0,157,1531,0,0,
Rape,538,48,30,460,0,2,36,1,394,18,1,8,0,610,33,36,541,0,0,4,1,430,100,0,5,1,147,2,8,137,0,0,0,0,27,110,0,0,
353 IPC,993,50,0,943,0,21,23,3,843,36,10,3,4,1004,25,4,975,0,11,4,0,708,237,8,6,1,261,0,1,260,0,0,0,0,33,227,0,0,
Other IPC,14137,1467,79,12592,0,4700,311,383,5836,600,646,75,41,21482,1294,77,20111,0,9030,80,205,7001,3222,515,45,13,4347,43,18,4286,0,503,1,4,1038,2732,4,3,
Sub Total - PART-II,87250,6805,303,80143,1,22096,4145,1329,46543,1233,3068,295,1432,101554,6440,316,94798,0,21379,941,592,54645,13492,2562,180,1007,25222,516,47,24659,0,857,7,14,4493,19234,22,5,
