Sl. No.,Heads of Crime,"During the
current year upto
the end of month
under review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,12,4,0,0
15,FOREST,,,,
,Indian Forest Act 1927,4,0,1,0
,Forest (Conservation) Act 1980,8,0,1,1
,Sub Total,12,0,2,1
16,HIJACKING,,,,
,Foreign Aircraft - In India,0,0,0,0
,Foreign Aircraft - Outside India,0,0,0,0
,Indian Aircraft - In India,0,0,0,0
,Indian Aircraft - Outside India,0,0,0,0
,Sub Total,0,0,0,0
17,IMMORAL TRAFFIC,,,,
,Organised,164,9,16,23
,Un-Organised,117,8,7,17
,Sub Total,281,17,23,40
18,BONDED LABOUR SYSTEM,30,0,0,0
19,INDIAN MOTOR VEHICLE,39,2,6,27
20,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,,,
,Cultivated/Processed,3383,181,79,97
,Synthetic,2867,205,145,214
,Sub Total,6250,386,224,311
21,PASSPORT ACT,,,,
,Foreigner,1,4,0,1
,Indian,8,1,0,0
,Sub Total,9,5,0,1
22,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,,,
,Assembly,316,0,1,0
,Parliament,0,0,0,0
,Other Elected Bodies,17,0,0,0
,Sub Total,333,0,1,0
23,KARNATAKA POLICE ACT 1963,,,,
,Gambling - Matka (78 Class C),5404,435,557,429
,Street Gambling (87),6433,348,519,1081
,House Gambling (79 & 80),263,26,18,24
,Betting,550,43,109,76
,Others,1252,28,40,251
,Sub Total,13902,880,1243,1861
24,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY
ACT 1984",143,9,13,9
25,"POST & TELEGRAPH, TELEGRAPH WIRES
(UNLAWFUL POSSESSION) ACT 1980",12,0,0,0
26,OFFICIAL SECURITY RELATED ACTS,,,,
,Official Secrets Act 1923,1,0,0,0
,Essential Services Maintenance Act 1981,0,0,0,0
,Sub Total,1,0,0,0
27,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
28,RAILWAYS ACT,,,,
,Indian Railways Act 1989,3,1,0,1
,Railway Property (Unlawful Possession) Act 1966,1,0,0,0
,Sub Total,4,1,0,1
29,UNLAWFUL ACTIVITIES (Prevention) Act 1967,1,1,0,0
30,CRIMES RELATED TO WOMEN,,,,
,Dowry Prohibition,2029,176,186,152
,Commission of SATI (Prevention) Act 1987,1,0,0,0
,"Indecent Representation of Women (Prohibition) Act
1986",2,0,0,0
,Sub Total,2032,176,186,152
31,INDIAN LUNACY ACT,0,0,0,0
