"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 30/06/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1370,86,33,1251,0,18,66,0,1052,24,41,2,48,1295,43,30,1222,1,4,16,0,1060,101,7,0,34,632,4,12,616,0,0,0,0,246,368,0,0,
Attempt to murder,2830,174,8,2648,0,14,195,14,2325,45,20,21,14,2809,137,12,2660,0,3,39,4,2066,519,13,8,8,1520,9,4,1507,0,0,0,0,287,1219,0,1,
C.H.Not Amounting to murder,95,12,2,81,0,1,3,0,68,4,1,2,2,80,7,1,72,0,1,1,0,54,12,0,0,4,62,0,0,62,0,0,0,0,14,46,0,0,
Dacoity,217,19,4,194,0,0,4,0,168,5,17,0,0,180,12,3,165,0,0,0,0,119,44,1,1,0,86,0,2,84,0,0,0,0,18,66,0,0,
Preparation And Assembly For Dacoity,294,0,0,294,0,1,7,0,285,1,0,0,0,135,0,0,135,0,0,0,0,126,9,0,0,0,70,0,0,70,0,0,0,0,26,44,0,0,
Robbery,1069,52,11,1006,0,2,33,7,761,16,180,6,1,1246,35,20,1191,0,1,9,1,741,307,132,0,0,667,6,5,656,0,0,0,0,118,537,1,0,
Chain Snatching,669,3,8,658,0,1,16,1,440,14,185,1,0,637,6,4,627,0,1,2,0,332,202,90,0,0,351,3,4,344,0,0,0,0,43,301,0,0,
H.B.T by day,990,33,0,957,0,7,15,1,434,13,483,2,2,1174,32,0,1142,0,4,9,1,396,298,433,1,0,567,6,0,561,0,0,0,0,56,471,34,0,
H.B.T by night,4436,49,3,4384,0,37,55,3,1624,62,2595,2,6,4865,35,2,4828,0,7,8,3,1355,1188,2261,6,0,2207,5,0,2202,0,0,0,0,160,1877,165,0,
House theft,1297,68,1,1228,0,7,19,7,420,7,767,1,0,2152,112,1,2039,0,4,5,1,514,245,1266,3,1,974,16,2,956,0,1,0,0,72,772,111,0,
Ordinary Theft,19447,553,305,18589,0,532,268,2149,4610,89,10753,168,20,22608,824,270,21514,2,370,90,1124,4984,2683,12192,60,11,10764,192,131,10441,0,12,2,53,1098,7958,1305,13,
Cattle thefts,478,8,1,469,0,5,12,31,183,8,224,3,3,424,11,2,411,0,6,2,17,130,68,187,1,0,246,0,1,245,0,0,0,0,37,193,15,0,
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,
Cheating,6412,2031,156,4225,1,10,33,83,2209,1147,648,73,22,6932,1422,121,5389,0,4,6,32,1348,3524,414,59,2,3439,184,43,3212,0,0,1,1,105,3072,30,3,
Cr.Br.Trust,460,128,8,324,0,0,1,4,164,126,18,8,3,506,85,6,415,0,0,1,0,82,315,15,2,0,274,14,3,257,0,0,0,0,6,250,1,0,
C.C.Notes,29,0,0,29,0,0,0,0,13,1,15,0,0,27,0,0,27,0,0,0,0,8,3,16,0,0,19,0,0,19,0,0,0,0,4,15,0,0,
Sub Total - PART-I,40095,3216,540,36339,1,636,727,2300,14756,1562,15947,290,121,45072,2761,472,41839,3,405,188,1183,13316,9518,17028,141,60,21879,439,207,21233,0,13,3,54,2291,17189,1662,17,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11323,89,19,11215,0,442,677,19,7716,30,1021,13,1297,12032,82,33,11917,0,228,135,1,8768,813,875,11,1086,6107,9,5,6093,0,9,2,0,1696,4199,38,0,
"279,337,338 IPC",28899,232,20,28647,0,17583,373,411,8956,52,1074,105,93,31773,203,13,31557,0,14318,119,239,14611,974,1192,66,38,16453,40,2,16411,0,1157,7,27,6038,9043,136,2,
Rioting,3929,412,9,3508,0,22,398,69,2895,69,45,8,2,3905,303,7,3595,0,4,83,14,2893,571,26,4,0,2029,33,2,1994,0,0,0,0,343,1647,4,0,
Hurts,15373,871,21,14481,0,110,2097,516,11361,91,213,47,46,17447,993,31,16423,0,72,676,243,13732,1406,255,23,16,9375,156,8,9211,0,2,7,8,2855,6320,17,1,
Acid Attack (326(a)),7,1,0,6,0,0,1,0,5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,6,0,0,6,0,0,0,0,3,3,0,0,
Kidnapping,3243,2844,42,357,0,0,43,1,199,76,30,4,2,3679,3074,28,577,0,0,10,1,163,384,13,6,0,2174,919,10,1245,0,0,0,0,28,1215,2,0,
304(B) IPC,162,17,1,144,0,0,16,0,125,3,0,0,0,159,7,2,150,0,0,3,0,135,12,0,0,0,55,0,2,53,0,0,0,0,26,27,0,0,
498 (A) IPC,2783,252,58,2473,0,8,325,22,2023,56,0,28,11,2973,262,60,2651,0,3,100,3,2128,399,1,11,6,1669,31,19,1619,0,0,1,0,378,1238,0,1,
354 IPC Molestation,5861,549,24,5288,1,16,595,44,4489,80,38,13,13,6491,534,31,5926,0,10,135,18,4909,782,48,16,8,3638,88,9,3541,0,0,3,1,729,2802,4,2,
Rape,537,48,30,459,0,2,45,1,385,16,1,9,0,608,35,37,536,0,0,8,1,450,71,0,5,1,334,6,23,305,0,0,0,0,98,207,0,0,
353 IPC,993,50,0,943,0,23,33,3,841,25,11,3,4,1005,33,4,968,0,11,5,0,780,156,9,6,1,495,4,2,489,0,0,0,0,122,367,0,0,
Other IPC,14137,1488,78,12572,0,4782,371,408,5715,510,654,86,46,21475,1495,79,19901,0,9426,119,230,7088,2357,607,55,19,8327,167,36,8124,0,1202,2,8,2319,4544,42,6,
Sub Total - PART-II,87247,6853,302,80093,1,22988,4974,1494,44710,1008,3087,316,1514,101549,7021,325,94203,0,24072,1393,750,55659,7925,3026,203,1175,50662,1453,118,49091,0,2370,22,44,14635,31612,243,12,
