Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,1,0,0
,1.2 Gang Rape,2,2,1,2
,1.3 other Cases of Rape,63,50,57,63
,Sub Total,65,53,58,65
2,Outraging modesty (Molestation) (sec.354 IPC),457,533,423,457
3,Kidnapping & Abduction of Women: (Sec.366 IPC),7,9,7,7
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",33,6,20,33
5,Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",0,0,1,0
7,Murder for other reasons,34,28,32,34
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",1,7,1,1
10,Attempt to Commit murder for other reasons,101,51,61,101
11,"Dowry Death-by burning
(Sec.304-B IPC)",0,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),11,5,6,11
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",252,224,212,252
14,Abetment of Suicide (Sec.306 IPC),15,12,10,15
15,Immoral Traffic (prevention) Act.,30,32,19,30
16,"Indecent Representation of Women(Prohibition)
Act-1986",0,0,0,0
17,Pornography,0,0,0,0
18,"Offences against Public Servants (Sec.182-188-
333-353 IPC)",6,8,8,6
19,Offences related to Marriage,4,4,4,4
20,Cyber Crimes,397,619,530,397
,Total (Item 1 to 20),1413,1591,1392,1413
