Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
6,"KIDNAPPING AND ABDUCTION (Sec.360, 361,
363 to 369 IPC)",,,,
,Missing - Boy,2543,174,214,234
,Missing - Girl,968,75,109,77
,For Ransom - of Children,11,1,0,1
,For Ransom - of Cildren for Begging,1,0,1,0
,For Ransom - of Women,10,0,4,0
,For Ransom - of Girls for Immoral Purpose,0,0,0,0
,For Ransom - of Others,69,3,9,5
,Procuration of Minor Girls - For Prostitution,0,0,0,0
,Procuration of Minor Girls - Importring of Girl,0,0,0,0
,Procuration of Minor Girls - For other Purpose,16,0,2,2
,Espionage,0,0,0,0
,Intent to Steal From Child,0,0,0,0
,Murder (Homicide),1,0,1,0
,Obtain Signature Forcibly,0,0,0,0
,Recovering Loan,4,0,0,1
,Settling any Disputes,5,2,0,0
,Unnatural Lust / Illicit Intercourse,0,0,0,0
,Wrongful Confinement,17,2,3,3
,For Exporting,0,0,0,0
,From Lawful Guardianship,5,0,1,0
,For Camel Racing Etc.,0,0,0,0
,To Compel For Marriage,12,1,2,2
,For Slavery,0,0,0,0
,For Stealing From its Person,0,0,0,0
,Others,435,20,38,50
,Sub Total,4097,278,384,375
7,DACOITY (Sec. 395 to 398 IPC ),,,,
,At ATM,0,0,0,0
,At Residential Premises,26,2,1,2
,On Highways,33,3,3,5
,In Trains,0,0,0,0
,At Banks,0,0,0,0
,At Commercial Places / Establishments,18,0,2,0
,On Other Roads,32,5,2,4
,In Other Places,45,7,1,1
,River & Sea,1,0,0,0
,Sub Total,155,17,9,12
7a,Preparation And Assembly for Dacoity,116,9,4,5
8,Robbery (Sec.392 to 394 IPC),,,,
,At ATM,0,0,0,0
,At Residential Premises,134,15,6,5
,On Highways,88,9,6,6
,In Trains,8,0,0,2
,At Banks,2,0,1,0
,At Commercial Places / Establishments,65,13,1,6
,In Other Places,650,72,27,32
,Chain Snatching,615,71,40,40
,Attempt to Commit,49,10,1,5
,Sub Total,1611,190,82,96
9,"BURGLARY - NIGHT (Sec. 380 IPC R/W 453 TO
460, 462 IPC)",,,,
,At Residential Premises,2645,261,227,206
,On Highways,2,0,0,0
,In Trains,0,0,0,0
,At Banks,37,6,4,1
,At Commercial Places / Establishments,747,78,41,58
,In Other Places,549,67,39,42
,Temple Theft,342,31,23,26
,Sub Total,4322,443,334,333
