Sl. No.,Heads of Crime,"During the
current year upto
the end of month
under review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
35,CYBER CRIME,,,,
,"Information Technology Act 2000, 2009",7588,914,1709,1570
,Sub Total,7588,914,1709,1570
36,NATIONAL SECURITY ACT,0,0,0,0
37,POCSO,,,,
,Custodial Rape,0,0,0,0
,Gang Rape,4,0,1,0
,Rape with Murder,1,0,1,0
,Rape,910,190,204,167
,Others,380,76,77,82
,Sub Total,1295,266,283,249
,Total (Item 1 to 36),25447,5699,5783,4409
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,2,0,0,0
,1.3 other Cases of Rape,223,44,46,47
,Sub Total,225,44,46,47
2,Outraging modesty (Molestation) (sec.354 IPC),2415,533,458,516
3,Kidnapping & Abduction of Women: (Sec.366 IPC),55,19,11,12
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC
if victim is a woman)",46,4,8,11
5,Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",5,2,1,2
7,Murder for other reasons,167,45,33,29
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",22,5,2,7
10,Attempt to Commit murder for other reasons,313,87,51,61
11,"Dowry Death-by burning
(Sec.304-B IPC)",1,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),56,14,11,13
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",1082,257,232,201
14,Abetment of Suicide (Sec.306 IPC),60,9,13,8
15,Immoral Traffic (prevention) Act.,91,24,19,22
16,"Indecent Representation of Women(Prohibition) Act-
1986",0,0,0,0
17,Pornography,2,0,0,0
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",45,7,13,7
19,Offences related to Marriage,15,2,1,3
20,Cyber Crimes,2749,308,637,584
,Total (Item 1 to 20),7349,1360,1536,1523
