"Comparitive Crime Statement 17 for the Years 2024, 2025, and 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2024,,,,,,,,,,,,,2025,,,,,,,,,,,,,2026 As on 31/01/2026,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1201,57,22,1122,0,11,46,4,978,24,23,1,35,1210,26,20,1164,0,3,2,0,867,264,3,1,24,98,0,1,97,0,0,0,0,0,97,0,0,
Attempt to murder,2717,149,13,2555,0,16,125,8,2277,79,19,16,15,3234,93,7,3134,0,3,16,0,1855,1241,4,13,2,281,0,1,280,0,0,0,0,0,280,0,0,
C.H.Not Amounting to murder,134,9,0,125,0,5,3,0,92,7,1,2,15,128,3,1,124,0,0,1,0,70,42,0,2,9,3,0,0,3,0,0,0,0,0,3,0,0,
Dacoity,150,12,4,134,0,1,0,0,118,6,8,1,0,141,2,1,138,0,0,0,0,85,51,1,1,0,6,0,0,6,0,0,0,0,0,6,0,0,
Preparation And Assembly For Dacoity,120,0,0,120,0,0,1,0,117,2,0,0,0,65,0,0,65,0,0,0,0,55,10,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,
Robbery,985,37,10,938,0,6,14,4,692,30,188,4,0,623,22,6,595,0,0,1,0,256,316,21,1,0,63,0,0,63,0,0,0,0,0,63,0,0,
Chain Snatching,619,9,7,603,0,5,8,1,406,29,152,2,0,461,8,0,453,0,2,2,0,224,207,18,0,0,29,0,0,29,0,0,0,0,0,29,0,0,
H.B.T by day,1132,39,0,1093,0,7,12,1,495,56,518,2,2,1104,17,0,1087,0,1,3,0,319,562,201,1,0,85,0,0,85,0,0,0,0,0,85,0,0,
H.B.T by night,4330,40,2,4288,0,15,38,2,1663,159,2404,5,2,3910,22,1,3887,0,2,3,1,832,2058,990,0,1,356,0,0,356,0,0,0,0,1,355,0,0,
House theft,1927,100,8,1819,0,9,13,7,584,43,1160,3,0,1929,72,2,1855,0,0,6,4,359,849,636,1,0,170,0,0,170,0,0,0,0,1,169,0,0,
Snatching (Sec 304 BNS),236,3,5,228,0,0,1,0,98,7,122,0,0,545,3,2,540,0,0,1,1,172,225,141,0,0,39,0,0,39,0,0,0,0,0,39,0,0,
Ordinary Theft,20166,857,324,18985,0,527,261,1947,4394,245,11482,108,21,17506,517,125,16864,0,191,51,737,3594,6222,6033,33,3,1477,1,1,1475,0,0,0,0,10,1465,0,0,
Cattle thefts,505,6,2,497,0,12,8,38,221,9,205,4,0,544,11,0,533,0,4,2,15,132,222,155,3,0,56,0,0,56,0,0,0,0,1,55,0,0,
Receiving stolen Property,2,0,0,2,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cheating,6557,1867,120,4570,0,11,20,65,2050,1657,649,113,5,5840,546,68,5226,0,3,2,14,835,4143,196,31,2,411,0,2,409,0,0,0,0,0,409,0,0,
Cr.Br.Trust,564,138,14,412,0,0,1,2,218,163,16,10,2,762,70,6,686,0,0,0,1,87,578,12,7,1,57,0,0,57,0,0,0,0,0,57,0,0,
