Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
5,CONSUMER,,,,
,"Liquified Petroleum Gas Supply & Control Order
2000",13,11,4,13
,Consumer (Protection) Act 1986,0,0,0,0
,Essential Commodities Act 1955,25,35,17,25
,Prevention of Food Adulternation Act 1954,1,0,0,1
,Packaged Commodities (Regulation) order 1975,0,0,0,0
,Sub Total,39,46,21,39
6,COPY RIGHT ACT 1957,,,,
,By Company,20,13,9,20
,By Individual,9,12,5,9
,Sub Total,29,25,14,29
7,CIVIL RIGHTS,,,,
,Protection of Civil Rights Act 1955,0,0,1,0
,Sub Total,0,0,1,0
8,"SCHEDULED CASTE AND THE SCHEDULED
TRIBES",,,,
,Scheduled Caste,109,121,107,109
,Scheduled Tribes,14,25,14,14
,Scheduled Caste Women,42,43,40,42
,Scheduled Tribes Women,7,11,11,7
,Sub Total,172,200,172,172
9,CHILDREN ACT,,,,
,Child Labour (Prohibition & Regulation) Act1986,10,13,3,10
,Child Marriage (Restraint) Act - 1929,11,8,10,11
,Juvenile Justice Act 1986,12,9,13,12
,Probation of offenders Act 1958,0,0,0,0
,"Protection of Children from Sexual Offences Act
2012 (POCSO)",0,0,0,0
,Sub Total,33,30,26,33
10,PREVENTION OF CORRUPTION ACT 1988,,,,
,Public Servant - Elected,0,0,0,0
,Public Servant - Gazetted - Central,0,0,0,0
,Public Servant - Gazetted - Defence,0,0,0,0
,"Public Servant - Gazetted - Public Sector
Undertaking",0,0,0,0
,Public Servant - Gazetted - State,0,0,0,0
,Public Servant - Non-Gazetted - Central,0,0,0,0
,Public Servant - Non-Gazetted - Defence,0,0,0,0
,Public Servant - Non-Gazetted - State,0,0,0,0
,Sub Total,0,0,0,0
11,CUSTOMS,,,,
,Customs Act 1962,0,0,0,0
,Import/Export (Control) Act 1947,0,0,0,0
,Sub Total,0,0,0,0
12,Explosives,,,,
,Explosives Substances Act 1908,7,2,4,7
,Explosives Act 1884,4,8,2,4
,Inflammable Substance Act 1952,0,0,0,0
,Sub Total,11,10,6,11
13,FOREIGN EXCHANGE,,,,
,"Smugglers and Foreign Exchange Manipulator Act
1976",0,0,0,0
,Foreign Exchange Regulation Act 1973,0,0,0,0
,Foreign Exchange Regulation Act 1952,0,0,0,0
,Sub Total,0,0,0,0
14,FOREIGNER,,,,
,Foreigners Act 1946,3,0,3,3
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,3,0,3,3
15,FOREST,,,,
,Indian Forest Act 1927,0,0,0,0
,Forest (Conservation) Act 1980,2,0,0,2
,Sub Total,2,0,0,2
