Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
35,CYBER CRIME,,,,
,"Information Technology Act 2000, 2009",13799,2079,2021,2060
,Sub Total,13799,2079,2021,2060
36,NATIONAL SECURITY ACT,0,0,0,0
37,POCSO,,,,
,Custodial Rape,0,0,0,0
,Gang Rape,6,2,1,2
,Rape with Murder,0,0,0,0
,Rape,1753,232,243,218
,Others,583,105,74,65
,Sub Total,2342,339,318,285
,Total (Item 1 to 36),35466,6105,5062,4927
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,1,0,0,0
,1.2 Gang Rape,9,1,0,1
,1.3 other Cases of Rape,379,46,55,57
,Sub Total,389,47,55,58
2,Outraging modesty (Molestation) (sec.354 IPC),4076,596,615,440
3,Kidnapping & Abduction of Women: (Sec.366 IPC),79,13,16,14
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",88,17,11,30
5,Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",5,0,1,2
7,Murder for other reasons,237,33,29,26
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",1,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",23,3,5,2
10,Attempt to Commit murder for other reasons,477,72,62,55
11,"Dowry Death-by burning
(Sec.304-B IPC)",0,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),64,16,10,9
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",1883,303,303,232
14,Abetment of Suicide (Sec.306 IPC),91,17,14,13
15,Immoral Traffic (prevention) Act.,187,35,21,24
16,"Indecent Representation of Women(Prohibition) Act-
1986",1,0,1,0
17,Pornography,0,0,0,0
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",72,10,9,4
19,Offences related to Marriage,20,3,2,3
20,Cyber Crimes,4062,766,589,616
,Total (Item 1 to 20),11755,1931,1743,1528
