Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
35,CYBER CRIME,,,,
,"Information Technology Act 2000, 2009",11729,1762,2284,2019
,Sub Total,11729,1762,2284,2019
36,NATIONAL SECURITY ACT,0,0,0,0
37,POCSO,,,,
,Custodial Rape,0,0,0,0
,Gang Rape,4,0,1,1
,Rape with Murder,0,0,0,0
,Rape,1461,259,255,212
,Others,511,77,107,67
,Sub Total,1976,336,363,280
,Total (Item 1 to 36),30425,6857,4862,5013
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,1,0,0,0
,1.2 Gang Rape,8,2,2,0
,1.3 other Cases of Rape,325,65,79,55
,Sub Total,334,67,81,55
2,Outraging modesty (Molestation) (sec.354 IPC),3638,635,687,614
3,Kidnapping & Abduction of Women: (Sec.366 IPC),64,23,10,14
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",59,8,12,11
5,Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",4,0,0,1
7,Murder for other reasons,209,36,45,28
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",1,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",21,5,5,5
10,Attempt to Commit murder for other reasons,422,89,98,61
11,"Dowry Death-by burning
(Sec.304-B IPC)",0,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),54,9,10,10
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",1672,332,315,310
14,Abetment of Suicide (Sec.306 IPC),79,12,9,14
15,Immoral Traffic (prevention) Act.,164,34,30,22
16,"Indecent Representation of Women(Prohibition) Act-
1986",1,0,0,1
17,Pornography,1,0,0,1
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",67,0,11,9
19,Offences related to Marriage,17,4,4,2
20,Cyber Crimes,3443,661,621,589
,Total (Item 1 to 20),10250,1915,1938,1747
