Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,32,0,21,4
15,FOREST,,,,
,Indian Forest Act 1927,2,0,0,0
,Forest (Conservation) Act 1980,5,1,0,0
,Sub Total,7,1,0,0
16,HIJACKING,,,,
,Foreign Aircraft - In India,0,0,0,0
,Foreign Aircraft - Outside India,0,0,0,0
,Indian Aircraft - In India,0,0,0,0
,Indian Aircraft - Outside India,0,0,0,0
,Sub Total,0,0,0,0
17,IMMORAL TRAFFIC,,,,
,Organised,141,19,17,21
,Un-Organised,46,16,4,3
,Sub Total,187,35,21,24
18,BONDED LABOUR SYSTEM,1,0,0,1
19,INDIAN MOTOR VEHICLE,53,2,14,4
20,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,,,
,Cultivated/Processed,811,413,132,159
,Synthetic,1251,406,189,195
,Sub Total,2062,819,321,354
21,PASSPORT ACT,,,,
,Foreigner,1,0,0,0
,Indian,1,1,0,0
,Sub Total,2,1,0,0
22,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,,,
,Assembly,5,5,1,1
,Parliament,101,0,1,0
,Other Elected Bodies,10,0,0,0
,Sub Total,116,5,2,1
23,KARNATAKA POLICE ACT 1963,,,,
,Gambling - Matka (78 Class C),2835,543,409,360
,Street Gambling (87),3541,673,477,451
,House Gambling (79 & 80),152,38,31,26
,Betting,387,13,21,8
,Others,366,41,34,48
,Sub Total,7281,1308,972,893
24,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY
ACT 1984",108,16,18,17
25,"POST & TELEGRAPH, TELEGRAPH WIRES
(UNLAWFUL POSSESSION) ACT 1980",1,3,1,0
26,OFFICIAL SECURITY RELATED ACTS,,,,
,Official Secrets Act 1923,0,0,0,0
,Essential Services Maintenance Act 1981,0,0,0,0
,Sub Total,0,0,0,0
27,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
28,RAILWAYS ACT,,,,
,Indian Railways Act 1989,1,0,0,0
,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
,Sub Total,1,0,0,0
29,UNLAWFUL ACTIVITIES (Prevention) Act 1967,4,1,0,0
30,CRIMES RELATED TO WOMEN,,,,
,Dowry Prohibition,1193,240,161,136
,Commission of SATI (Prevention) Act 1987,0,0,0,0
,"Indecent Representation of Women (Prohibition)
Act 1986",1,0,1,0
,Sub Total,1194,240,162,136
31,INDIAN LUNACY ACT,0,0,0,0
