Sl. No.,Heads of Crime,"During the
current year upto
the end of month
under review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
35,CYBER CRIME,,,,
,"Information Technology Act 2000, 2009",6019,998,1615,1710
,Sub Total,6019,998,1615,1710
36,NATIONAL SECURITY ACT,0,0,0,0
37,POCSO,,,,
,Custodial Rape,0,0,0,0
,Gang Rape,4,3,2,1
,Rape with Murder,2,0,1,1
,Rape,698,200,193,180
,Others,287,74,74,74
,Sub Total,991,277,270,256
,Total (Item 1 to 36),20960,4429,7369,5745
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,2,0,1,0
,1.3 other Cases of Rape,174,48,45,46
,Sub Total,176,48,46,46
2,Outraging modesty (Molestation) (sec.354 IPC),1902,542,542,457
3,Kidnapping & Abduction of Women: (Sec.366 IPC),43,14,11,11
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC
if victim is a woman)",35,2,13,8
5,Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",3,2,1,1
7,Murder for other reasons,135,35,39,33
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",16,0,5,2
10,Attempt to Commit murder for other reasons,255,67,79,51
11,"Dowry Death-by burning
(Sec.304-B IPC)",1,0,1,0
12,Dowry Death-by other Means (Sec.304(B) IPC),43,9,16,11
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",655,278,215,236
14,Abetment of Suicide (Sec.306 IPC),13,9,14,13
15,Immoral Traffic (prevention) Act.,69,15,12,19
16,"Indecent Representation of Women(Prohibition) Act-
1986",0,0,0,0
17,Pornography,2,0,0,0
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",38,8,14,13
19,Offences related to Marriage,12,4,0,1
20,Cyber Crimes,2166,318,610,638
,Total (Item 1 to 20),5564,1351,1618,1540
