Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,4,1,3,1
,1.3 other Cases of Rape,82,59,42,40
,Sub Total,86,60,45,41
2,Outraging modesty (Molestation) (sec.354 IPC),1029,452,485,544
3,Kidnapping & Abduction of Women: (Sec.366 IPC),11,6,7,4
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",74,35,37,37
5,Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",2,0,1,1
7,Murder for other reasons,62,33,36,26
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",6,5,1,5
10,Attempt to Commit murder for other reasons,146,65,72,74
11,"Dowry Death-by burning
(Sec.304-B IPC)",0,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),17,9,12,5
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",451,199,242,209
14,Abetment of Suicide (Sec.306 IPC),,,,
15,Immoral Traffic (prevention) Act.,30,22,17,13
16,"Indecent Representation of Women(Prohibition) Act-
1986",0,0,0,0
17,Pornography,0,0,0,0
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",23,15,10,13
19,Offences related to Marriage,3,1,2,1
20,Cyber Crimes,508,361,290,218
,Total (Item 1 to 20),2448,1263,1257,1191
