DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF FEBRUARY - 2023 (AS ON 7/03/2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
9a,RAPE,0,1,2,1,16,3,0,0,1,1,3,1,0,0,1,1,3,0,1,0,2,0,2,1,1,0,1,2,0,1,3,0,1,2,1,1,1,2,56
9b,DOWRY DEATHS,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
10,POCSO,5,2,0,9,26,6,2,2,6,6,8,4,6,1,2,15,9,1,1,3,2,0,3,5,6,6,2,5,6,3,9,9,5,3,2,6,3,1,190
11,SC ST & POA Act,4,2,0,6,18,8,3,0,3,4,1,2,5,4,2,7,5,3,0,1,3,0,2,4,7,5,1,3,4,9,5,6,5,3,2,3,4,1,145
12a,107 Cr.P.C.,107,186,47,156,16,325,194,76,43,265,136,89,430,88,61,59,94,32,4,473,184,0,140,24,436,30,262,19,53,389,297,258,26,25,265,87,104,28,5508
12b,109 Cr.P.C.,8,1,3,17,9,2,9,8,1,2,3,8,6,3,4,4,9,8,0,4,2,15,0,3,2,6,0,6,8,1,2,3,9,3,2,7,3,9,190
12c,110 Cr.P.C.,8,4,5,7,289,282,147,37,54,1,246,16,1,7,2,194,61,374,283,2,4,0,0,153,8,46,78,185,2,3,706,0,33,157,409,16,155,17,3992
13,CYBER CRIME,3,4,4,0,1173,43,1,3,9,7,5,3,2,4,3,2,9,20,3,0,3,0,9,2,0,8,2,6,2,1,14,1,11,6,1,0,5,1,1370
14a,Cr. Br. of Trust,0,0,0,1,9,6,0,0,0,1,1,0,3,1,0,1,0,0,0,2,0,0,0,0,1,4,0,3,0,1,2,2,0,1,0,1,1,0,41
14b,CHEATING,4,8,7,6,259,40,0,1,7,4,8,0,7,0,3,12,4,12,3,1,4,0,6,9,3,8,8,9,5,5,12,15,17,5,2,4,9,5,512
14c,COUNTERFEITING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4
15a,MMDR,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,6
16,"Motor vehicles
Theft Cases",8,15,17,28,370,60,21,1,8,14,13,3,32,7,3,14,12,5,3,8,26,3,0,8,12,19,8,22,16,4,21,10,33,4,9,3,12,5,857
17,NDPS Cases,0,1,4,7,174,11,2,3,5,21,3,5,7,1,0,0,1,1,9,0,2,3,6,0,1,0,8,5,0,0,13,5,8,30,4,0,2,2,344
