"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - July - 2025,,,,,,
"Police Department has implemented 23 SAKALA Services through PoliceIT Application. The district wise details
of received, disposed and overdue status of services for July 2025 as on 31.07.2025 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 31.07.2025",,
1,Bengaluru City,43439,42049,74,,
2,Belagavi City,3624,3164,13,,
3,Hubli-Dharwad City,1489,1551,39,,
4,Mysore City,2878,2526,15,,
5,Mangalore City,4494,4056,11,,
6,Bagalkot,1764,1600,12,,
7,Ballari,1742,1775,4,,
8,Belagavi,1382,1414,17,,
9,Bengaluru Rural,3203,3499,23,,
10,Bidar,1344,1259,9,,
11,Chamarajanagar,1624,1581,11,,
12,Chikkaballapura,2034,1985,10,,
13,Chikkamagaluru,2127,2016,15,,
14,Chitradurga,2037,2302,18,,
15,Dakshina Kannada,928,841,12,EEExxxppitoo,rrtt ttoo PExDcFel
16,Davanagere,2338,2378,10,,
17,Dharwad,1157,1151,14,,
18,Gadag,842,815,13,,
19,Hassan,2852,2988,18,,
20,Haveri,1836,1744,1,,
21,Kalaburagi,1843,1606,6,,
22,Kodagu,995,993,6,,
23,Kolar,1457,1551,7,,
24,KGF,390,293,1,,
25,Koppal,1014,959,0,,
26,Mandya,2959,2556,15,,
27,Mysuru,2422,2519,10,,
28,Raichur,1636,3357,13,,
29,Ramanagara,2616,2676,11,,
30,Shivamogga,2983,2801,9,,
31,Tumakuru,3556,3198,3,,
32,Udupi,1929,1841,0,,
33,Uttara Kannada,2666,2943,16,,
34,VijayaNagara,977,1114,10,EEExxxppitoo,rrtt ttoo PExDcFel
35,Vijayapura,2214,2109,14,,
36,Yadgir,698,667,11,,
,Total,113489,111877,471,,
