Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,1,0,0,0
,1.2 Gang Rape,15,0,2,3
,1.3 other Cases of Rape,565,52,48,43
,Sub Total,581,52,50,46
2,Outraging modesty (Molestation) (sec.354 IPC),5900,486,452,430
3,Kidnapping & Abduction of Women: (Sec.366 IPC),122,10,16,10
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",161,9,21,15
5,Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",10,2,1,0
7,Murder for other reasons,350,31,23,30
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",0,1,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",34,2,3,2
10,Attempt to Commit murder for other reasons,704,65,66,77
11,"Dowry Death-by burning
(Sec.304-B IPC)",1,1,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),104,14,9,5
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",2768,227,230,220
14,Abetment of Suicide (Sec.306 IPC),143,13,21,15
15,Immoral Traffic (prevention) Act.,281,39,27,30
16,"Indecent Representation of Women(Prohibition)
Act-1986",1,0,0,0
17,Pornography,0,0,0,0
18,"Offences against Public Servants (Sec.182-188-
333-353 IPC)",122,11,5,14
19,Offences related to Marriage,28,1,3,3
20,Cyber Crimes,6200,667,517,474
,Total (Item 1 to 20),17510,1631,1444,1371
