Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,28,0,6,21
15,FOREST,,,,
,Indian Forest Act 1927,2,0,0,0
,Forest (Conservation) Act 1980,5,0,0,0
,Sub Total,7,0,0,0
16,HIJACKING,,,,
,Foreign Aircraft - In India,0,0,0,0
,Foreign Aircraft - Outside India,0,0,0,0
,Indian Aircraft - In India,0,0,0,0
,Indian Aircraft - Outside India,0,0,0,0
,Sub Total,0,0,0,0
17,IMMORAL TRAFFIC,,,,
,Organised,121,24,24,18
,Un-Organised,43,10,6,4
,Sub Total,164,34,30,22
18,BONDED LABOUR SYSTEM,0,1,0,0
19,INDIAN MOTOR VEHICLE,51,0,3,16
20,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,,,
,Cultivated/Processed,642,828,74,133
,Synthetic,1067,462,169,189
,Sub Total,1709,1290,243,322
21,PASSPORT ACT,,,,
,Foreigner,1,0,0,0
,Indian,1,0,0,0
,Sub Total,2,0,0,0
22,REPRESENTATIVE OF PEOPLE ACT 1951 & 1988,,,,
,Assembly,4,0,0,1
,Parliament,101,0,24,1
,Other Elected Bodies,10,0,4,0
,Sub Total,115,0,28,2
23,KARNATAKA POLICE ACT 1963,,,,
,Gambling - Matka (78 Class C),2479,701,305,410
,Street Gambling (87),3082,583,413,476
,House Gambling (79 & 80),125,46,20,30
,Betting,377,11,115,19
,Others,324,41,30,36
,Sub Total,6387,1382,883,971
24,"PREVENTION OF DAMAGE TO PUBLIC PROPERTY
ACT 1984",91,13,20,18
25,"POST & TELEGRAPH, TELEGRAPH WIRES
(UNLAWFUL POSSESSION) ACT 1980",1,0,0,1
26,OFFICIAL SECURITY RELATED ACTS,,,,
,Official Secrets Act 1923,0,0,0,0
,Essential Services Maintenance Act 1981,0,0,0,0
,Sub Total,0,0,0,0
27,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
28,RAILWAYS ACT,,,,
,Indian Railways Act 1989,1,0,1,0
,Railway Property (Unlawful Possession) Act 1966,0,1,0,0
,Sub Total,1,1,1,0
29,UNLAWFUL ACTIVITIES (Prevention) Act 1967,4,0,0,0
30,CRIMES RELATED TO WOMEN,,,,
,Dowry Prohibition,1035,234,198,154
,Commission of SATI (Prevention) Act 1987,0,0,0,0
,"Indecent Representation of Women (Prohibition)
Act 1986",1,0,0,1
,Sub Total,1036,234,198,155
31,INDIAN LUNACY ACT,0,0,0,0
