"Comparitive Crime Statement 17 for the Years 2021, 2022, and 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2021,,,,,,,,,,,,,2022,,,,,,,,,,,,,2023 As on 31/10/2023,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
"279,337,338 IPC",25196,200,18,24978,0,15531,340,279,7823,23,835,60,87,28903,222,20,28661,0,14374,227,295,12204,414,1018,65,64,26399,79,11,26309,0,4949,25,93,11298,9525,397,10,
Rioting,3972,364,5,3603,2,14,489,76,2954,29,25,13,3,3925,360,9,3556,0,12,167,47,2933,358,32,5,2,3268,110,4,3154,0,0,7,6,1269,1868,4,0,
Hurts,13335,684,16,12636,1,115,2077,469,9671,33,190,42,39,15366,819,21,14526,0,67,1009,358,12384,459,192,31,26,14602,442,23,14137,0,15,72,75,7558,6322,84,7,
Acid Attack (326(a)),2,1,0,1,0,0,0,0,0,0,1,0,0,7,1,0,6,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,
Kidnapping,2763,2410,39,314,1,3,31,1,177,65,34,2,1,3250,2792,42,416,0,0,17,1,202,168,21,3,2,3154,1835,21,1298,0,0,2,0,86,1206,3,1,
304(B) IPC,157,5,0,152,0,0,18,0,133,0,0,0,1,161,15,1,145,0,0,2,0,137,6,0,0,0,132,4,1,127,0,0,0,0,71,56,0,0,
498 (A) IPC,2279,216,61,2002,0,5,333,20,1592,22,0,18,12,2782,228,58,2496,0,6,147,12,2155,155,0,15,6,2558,106,40,2412,0,0,7,0,1034,1368,0,3,
354 IPC Molestation,4914,414,26,4475,0,19,521,44,3814,32,22,12,11,5868,522,24,5322,1,11,252,20,4690,296,35,11,7,5407,204,23,5180,0,0,7,8,2299,2847,14,4,
Rape,557,27,29,501,0,2,56,0,418,3,4,15,3,538,42,30,466,0,0,20,0,410,30,1,5,0,497,14,29,454,0,0,0,0,240,210,0,4,
353 IPC,1111,51,3,1057,0,25,54,1,916,23,32,5,1,992,41,0,951,0,13,9,1,811,107,5,3,2,826,12,2,812,0,7,0,0,367,433,1,3,
Other IPC,15774,1296,53,14425,0,5421,527,395,7076,297,554,98,57,14133,1317,79,12738,0,4402,160,323,5980,1197,584,59,33,18827,627,49,18151,0,5678,16,132,6093,6015,197,14,
Sub Total - PART-II,79930,5766,268,73898,6,21547,5183,1300,41122,539,2555,279,1373,87243,6440,303,80501,3,19177,2260,1071,50274,3438,2848,207,1224,85382,3473,226,81683,0,10695,152,314,34936,34128,960,54,
