Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
,Trust - Religious,0,0,0,0
,Others,3,0,0,0
,Sub Total,8,2,1,1
28,CRIMINAL TRESPASS (Sec.447 to 452 IPC),,,,
,Attempt to Commit,9,1,4,1
,Club,0,0,0,0
,Hostel,5,0,2,1
,Hotel,7,1,0,1
,House,337,75,55,60
,Land,779,158,148,165
,Office,30,6,9,6
,Prohibited Places,11,0,3,1
,Religious Place,7,2,1,0
,Restricted Area,9,2,3,1
,Others,120,17,15,17
,Sub Total,1314,262,240,253
29,CRUELTY BY HUSBAND (Sec. 498(A) IPC),,,,
,Husband,615,119,106,110
,Husband And Relative(S) in Law,739,159,139,132
,Relative(S) in Law,15,5,2,4
,Dowry Harassment,301,49,68,64
,Prevention of Gaming,2,0,0,0
,Sub Total,1672,332,315,310
30,DOWRY DEATHS (Sec.304(B) IPC),,,,
,By Husband,1,1,0,0
,By Husband And Relatives In Law,20,5,2,4
,By Relatives in Law,0,0,0,0
,By Burning,0,0,0,0
,By Hanging,30,3,6,6
,By Other Means,3,0,2,0
,Sub Total,54,9,10,10
31,"DEATHS DUE TO RASHNESS/NEGLIGENCE
(Sec.304(A) IPC)",,,,
,Electrocution,11,2,2,4
,Adulterated Food/Drug,0,0,0,0
,Accident by Air,0,0,0,0
,Boad Accident,0,0,0,0
,Bridge/Dam Collapse,0,0,0,0
,Building Collapse,6,2,1,2
,Caused By Animal,1,0,0,0
,Death Due to Other Cause,48,9,5,8
,Electrocution Accident,27,3,6,13
,Explosion Accident,1,0,0,0
,Fire accident,2,0,0,0
,Gas Leakage Accident,2,1,1,0
,Improper Infrastucture In Construction,37,4,7,6
,Improper Medical Treatment,3,1,0,0
,In Custody of Public Servant,0,0,0,0
,In Jail/Judicial Custody,1,0,0,0
,In Police Custody,0,0,0,0
,Industrial Accident (Factory),3,0,1,0
,Inflammable Substance,0,0,0,0
,Mine Accident,0,0,0,0
,Poisonous Substance,0,0,0,0
,Quarry Accident,0,1,0,0
,Spurious Liquor (Hooch) Accident,0,0,0,0
,Railway Accident,0,0,0,0
,Others,44,8,11,6
,Sub Total,186,31,34,39
32,"MOTOR VEHICLE ACCIDENTS FATAL
(Sec.304(A) IPC)",,,,
,National Highways,1968,311,356,290
,State Highways,1665,279,284,202
,Other Roads,2179,367,354,281
,Other Places,106,19,15,11
,Sub Total,5918,976,1009,784
