"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 30/09/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1368,87,34,1247,0,30,79,0,1023,18,44,2,51,1293,54,30,1209,1,7,24,0,1056,62,24,0,36,907,11,15,881,0,0,1,1,526,343,1,0,
Attempt to murder,2828,174,8,2646,0,19,245,15,2284,23,20,24,16,2795,153,12,2630,0,7,60,4,2260,258,16,11,14,2181,32,8,2141,0,1,1,1,809,1320,0,6,
C.H.Not Amounting to murder,95,12,2,81,0,1,3,0,69,3,1,2,2,82,8,1,73,0,1,1,0,57,8,0,1,5,93,1,0,92,0,1,0,0,37,52,0,0,
Dacoity,216,19,4,193,0,0,5,0,169,1,18,0,0,179,14,3,162,0,0,0,0,131,25,5,1,0,124,2,3,119,0,0,0,0,40,78,1,0,
Preparation And Assembly For Dacoity,294,0,0,294,0,1,8,0,285,0,0,0,0,135,0,0,135,0,0,1,0,131,3,0,0,0,100,0,0,100,0,0,0,0,67,33,0,0,
Robbery,1067,52,11,1004,0,2,42,7,756,6,184,6,1,1243,42,20,1181,0,2,10,2,816,155,195,0,1,843,17,7,819,0,0,0,1,265,542,10,1,
Chain Snatching,669,3,8,658,0,2,16,1,444,6,188,1,0,639,7,4,628,0,1,3,0,378,101,145,0,0,501,5,5,491,0,0,0,0,132,355,3,1,
H.B.T by day,990,33,0,957,0,7,19,1,434,8,483,2,3,1175,37,0,1138,0,7,13,1,429,170,517,1,0,842,12,0,830,0,1,1,0,133,595,99,0,
H.B.T by night,4436,49,3,4384,0,40,71,3,1615,48,2597,2,8,4865,41,2,4822,0,15,21,4,1485,670,2619,7,1,3256,8,1,3247,0,0,1,0,395,2354,495,2,
House theft,1297,68,1,1228,0,8,21,9,419,2,767,1,1,2152,116,1,2035,0,4,8,4,545,117,1353,3,1,1458,42,2,1414,0,2,0,2,179,880,350,1,
Ordinary Theft,19447,562,304,18581,0,598,295,2349,4357,49,10741,171,21,22603,879,272,21452,2,481,146,1526,4998,1100,13121,69,11,15692,385,212,15095,0,63,42,261,2291,8643,3773,21,
Cattle thefts,478,8,1,469,0,6,17,36,176,4,223,3,4,424,12,2,410,0,6,3,27,139,30,204,1,0,385,2,1,382,0,0,0,2,79,253,48,0,
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,
Cheating,6413,2105,156,4152,1,11,42,100,2314,892,680,87,26,6934,1768,127,5039,0,7,11,44,1736,2632,533,72,4,5094,443,67,4584,0,0,1,5,332,4123,109,14,
Cr.Br.Trust,460,133,9,318,0,0,1,4,180,104,18,8,3,507,111,5,391,0,0,1,0,107,259,22,2,0,425,40,5,380,0,0,0,0,22,355,3,0,
C.C.Notes,29,0,0,29,0,0,0,0,13,0,16,0,0,27,0,0,27,0,0,0,0,9,0,18,0,0,27,0,0,27,0,0,0,0,9,16,2,0,
Sub Total - PART-I,40089,3305,541,36243,1,726,864,2525,14538,1164,15980,310,136,45056,3242,480,41334,3,538,302,1612,14278,5590,18773,168,73,31929,1000,326,30603,0,68,47,273,5317,19942,4894,46,
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11328,90,19,11219,0,473,846,20,7456,14,1023,13,1374,12039,91,34,11914,0,290,203,4,8929,277,1009,15,1187,8746,41,10,8695,0,34,12,0,4023,4073,171,3,
"279,337,338 IPC",28895,234,20,28641,0,18489,418,442,7970,34,1078,111,99,31765,216,13,31536,0,16672,174,338,12601,345,1272,70,64,23606,95,8,23503,0,4263,44,65,10197,8552,372,3,
Rioting,3928,416,9,3503,0,25,493,82,2799,45,48,9,2,3905,341,7,3557,0,7,148,24,3062,280,29,6,1,2756,100,3,2653,0,2,7,3,994,1639,7,1,
Hurts,15378,878,21,14479,0,126,2576,573,10819,69,215,50,51,17458,1083,31,16344,0,93,1094,346,13872,586,302,29,22,13167,450,21,12696,0,21,65,45,6474,6016,68,6,
Acid Attack (326(a)),7,1,0,6,0,0,1,0,5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,7,1,0,6,0,0,0,0,5,1,0,0,
Kidnapping,3235,2861,44,330,0,1,44,1,196,51,29,4,2,3654,3193,29,432,0,0,15,2,181,213,14,7,0,3111,1834,20,1257,0,0,0,0,77,1175,2,3,
304(B) IPC,161,17,1,143,0,2,19,0,120,2,0,0,0,158,8,2,148,0,0,3,0,140,5,0,0,0,89,0,2,87,0,0,0,0,53,34,0,0,
498 (A) IPC,2785,253,58,2474,0,10,397,23,1949,48,0,33,14,2971,296,60,2615,0,4,158,6,2241,182,1,17,6,2341,90,37,2214,0,0,7,0,978,1224,1,2,
354 IPC Molestation,5858,553,24,5281,1,23,713,55,4363,56,40,13,18,6495,601,31,5863,0,13,224,30,5142,364,62,19,9,5030,245,19,4766,0,2,13,7,1998,2718,21,6,
Rape,536,48,30,458,0,6,61,1,367,12,1,10,0,600,40,37,523,0,0,12,1,459,42,0,8,1,488,16,35,437,0,0,1,0,211,224,0,0,
353 IPC,993,50,0,943,0,23,55,3,825,16,12,4,5,1005,38,4,963,0,12,10,1,836,82,14,6,2,722,8,2,712,0,1,0,0,300,410,0,0,
Other IPC,14125,1523,79,12524,0,4912,479,447,5490,388,657,99,52,21463,1720,79,19664,0,9740,200,299,7142,1483,713,65,22,12350,461,50,11839,0,2422,15,38,3919,5302,128,8,
Sub Total - PART-II,87229,6924,305,80001,1,24090,6102,1647,42359,735,3103,346,1617,101515,7627,327,93561,0,26831,2241,1051,54607,3859,3416,242,1314,72413,3341,207,68865,0,6745,164,158,29229,31368,770,32,
