Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO
460, 462 IPC/305,R/W 331(1) TO 331(8), 334(2)
BNS)",,,,
,At Residential Premises,725,93,77,88
,On Highways,0,0,0,0
,In Trains,0,0,0,0
,At Banks,1,0,0,0
,At Commercial Places / Establishments,28,1,5,3
,In Other Places,32,2,6,3
,Temple Theft,12,1,3,3
,Sub Total,798,97,91,97
,Total Burglary (Burglary Day + Burglary Night),3691,381,441,399
12,"THEFT (Sec.379 to 389 IPC/303(2) TO 308(7)
BNS)",,,,
,Attempt to commit,38,6,2,5
,Of Automobiles - Of Tractors,63,5,6,3
,In Running Bus,73,7,5,6
,Of Snatching,413,38,45,37
,At ATM,20,2,2,3
,Of Sand,948,64,84,78
,Government Office,27,3,2,6
,Of Mines,61,5,13,8
,Communication And Elec. Wire,199,27,26,22
,Of Cattle,413,37,46,58
,Of Cycle,22,4,1,1
,Of Automobiles - Of Lorries/Trucks,90,7,9,7
,Of Automobiles - Of Buses,1,1,0,0
,Of Automobiles - Of Cars / Jeeps,188,18,20,23
,Of Automobiles - Of Two Wheelers,6639,822,647,688
,Of Automobies - of Three Wheelers,172,28,17,10
,Of Accessories of Motor Vehicle,184,27,23,17
,Govt. Vehicle,2,0,0,0
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",755,91,76,100
,Of Fire Arms,8,1,1,1
,Of Explosives,1,0,1,0
,Of Cultural - Idols,10,1,0,2
,Of Cultural - Painting,0,0,0,0
,Of Cultrual - Others,183,17,27,27
,Cash,379,47,36,45
,Jewellery,1125,118,114,112
,Other Items Not Included Above,1260,125,148,120
,In Running Train,38,7,5,3
,Extortion,204,32,21,21
,House Theft,1387,158,140,160
,Servant Theft,379,49,43,50
,Sub Total,15282,1747,1560,1613
13,"RIOTS (Sec.141 to 153 IPC/189(1) TO
189(6),191(1)TO 191(3), 190,192,195 BNS))",,,,
,Land Dispute,798,44,85,80
,Employee - Govt.,2,0,1,0
,Labour - Private Sector,1,0,0,0
,Labour - Public Sector,1,0,0,0
,Linguistic,3,0,0,1
,Political,4,2,1,0
,Regional,3,0,1,0
,Sectarian,0,0,0,0
,Students,2,0,0,0
,Tribal,0,0,0,0
,Due to Village Disputes,10,2,1,0
,Communal,5,18,0,1
,Industrial,3,0,1,0
,Caste,5,0,1,2
,Agrarian,0,0,0,0
,Others,1755,218,194,177
,Sub Total,2592,284,285,261
