Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,0,0,0,0
,1.2 Gang Rape,9,2,1,1
,1.3 other Cases of Rape,620,59,68,81
,Sub Total,629,61,69,82
2,Outraging modesty (Molestation) (sec.354 IPC),3901,479,489,447
3,Kidnapping & Abduction of Women: (Sec.366 IPC),80,9,8,13
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",263,13,33,32
5,Murder for Dowry - by burning (Sec.302 IPC),1,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",4,2,0,0
7,Murder for other reasons,247,27,20,34
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",1,0,0,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",11,4,1,0
10,Attempt to Commit murder for other reasons,656,57,67,87
11,"Dowry Death-by burning
(Sec.304-B IPC)",1,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),78,9,12,10
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",1899,230,250,241
14,Abetment of Suicide (Sec.306 IPC),112,20,18,12
15,Immoral Traffic (prevention) Act.,226,15,37,23
16,"Indecent Representation of Women(Prohibition) Act-
1986",1,0,0,0
17,Pornography,1,0,0,0
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",92,7,12,13
19,Offences related to Marriage,21,0,2,2
20,Cyber Crimes,2991,544,405,352
,Total (Item 1 to 20),11215,1477,1423,1348
