Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
16,HIJACKING,,,,
,Foreign Aircraft - In India,0,0,0,0
,Foreign Aircraft - Outside India,0,0,0,0
,Indian Aircraft - In India,0,0,0,0
,Indian Aircraft - Outside India,0,0,0,0
,Sub Total,0,0,0,0
17,IMMORAL TRAFFIC,,,,
,Organised,206,10,18,12
,Un-Organised,110,9,8,6
,Sub Total,316,19,26,18
18,BONDED LABOUR SYSTEM,14,0,3,1
19,INDIAN MOTOR VEHICLE,65,1,2,3
20,"NARCOTIC DRUGS & PSYCHOTROPIC
SUBSTANCES ACT",,,,
,Cultivated/Processed,3151,213,390,472
,Synthetic,3674,438,383,434
,Sub Total,6825,651,773,906
21,PASSPORT ACT,,,,
,Foreigner,2,0,0,0
,Indian,4,1,1,0
,Sub Total,6,1,1,0
22,"REPRESENTATIVE OF PEOPLE ACT 1951 &
1988",,,,
,Assembly,0,0,0,0
,Parliament,1,0,1,0
,Other Elected Bodies,1,0,0,1
,Sub Total,2,0,1,1
23,KARNATAKA POLICE ACT 1963,,,,
,Gambling - Matka (78 Class C),6506,1039,595,676
,Street Gambling (87),7365,487,499,463
,House Gambling (79 & 80),262,20,17,23
,Betting,601,16,5,12
,Others,523,22,51,47
,Sub Total,15257,1584,1167,1221
24,"PREVENTION OF DAMAGE TO PUBLIC
PROPERTY ACT 1984",130,9,3,14
25,"POST & TELEGRAPH, TELEGRAPH WIRES
(UNLAWFUL POSSESSION) ACT 1980",1,0,1,0
26,OFFICIAL SECURITY RELATED ACTS,,,,
,Official Secrets Act 1923,2,0,1,0
,Essential Services Maintenance Act 1981,0,0,0,0
,Sub Total,2,0,1,0
27,PREVENTION OF TERRORISM ACT (POTA),0,0,0,0
28,RAILWAYS ACT,,,,
,Indian Railways Act 1989,6,0,2,2
,Railway Property (Unlawful Possession) Act 1966,0,0,0,0
,Sub Total,6,0,2,2
29,UNLAWFUL ACTIVITIES (Prevention) Act 1967,1,0,0,0
30,CRIMES RELATED TO WOMEN,,,,
,Dowry Prohibition,2028,159,173,162
,Commission of SATI (Prevention) Act 1987,0,0,0,0
,"Indecent Representation of Women (Prohibition) Act
1986",1,0,0,0
,Sub Total,2029,159,173,162
31,INDIAN LUNACY ACT,0,0,0,0
32,INDIAN ELECTRICITY ACT,12,1,1,0
33,"COTPA, CIGARETTES AND OTHER TOBACCO
PRODUCTS",3178,208,112,212
34,KARNATAKA STATE LOCAL ACTS,,,,
,Prevention of Insult to National Hounours Act 1971,11,0,1,1
,"Prevention of violence against Doctors, Medical
professionals and Medical institutions",13,2,1,1
,"The Karnataka Prevention of Dangerous Activities
of Bootleggers, Drug-offenders, Gamblers, Goonda
Act",1,0,0,0
,Karnataka Cow Slaughters Act,213,14,12,16
,Banning of Unregulated Deposit Schemes Act,23,2,4,2
,"Motor Spirit and High Speed Diesel (Regulation of
upply, Distribution and Prevention of Malpractice",0,0,0,0
,Karnataka Epidemic Deseases Act 2020,0,0,0,0
,"Karnataka Prevention of Slaughter and
Preservation of Cattle Act 2020",253,26,25,22
,Disaster Management Act 2005,0,0,0,0
,Karnataka Excise Act 1965,10089,1499,770,845
,Karnataka Forest Act 1963,74,8,12,9
