Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
D.CRIME AGAINST CHILDREN,,,,,
1,"Infanticide/ Foeticide
(Sec. 315 & 316 IPC)",0,0,0,0
2,Rape on Minor,0,0,0,0
3,Exposure & abandonment (Sec. 317 IPC),21,3,2,3
4,Kidnapping & Abduction of Children,1720,287,320,437
4.1,For Ransom - of Children,4,0,1,0
4.2,of Children - for begging,0,0,0,0
4.3,of Girls - Immoral Purpose,0,1,0,0
4.4,With intent to Steal from Child,0,0,0,0
4.5,Lawful Guardianship,0,0,0,0
4.6,Procuration of Minor Girls - For Prostitution,0,0,0,0
4.7,Procuration of Minor Girls - Importing of Girl,1,0,0,1
4.8,Procuration of Minor Girls - For Other Purposes,11,1,4,2
,Sub Total,1736,289,325,440
5,Selling of girls for Prostitution (Sec.372 IPC),0,0,0,0
6,The Prohibition of Child Marriage Act - 2006,67,10,19,20
7,POCSO Act,1592,326,317,294
8,Death of Children due to miscarriage,13,1,2,3
9,Juvenile Justice Act,73,12,25,18
10,Child Labour (Pro.& Reg.) Act,30,19,7,4
11,Probation of Offenders Act,0,0,0,0
,Total (Item 1 to 11),3532,660,697,782
