Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
11,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO 460,
462 IPC/305,R/W 331(1) TO 331(8), 334(2) BNS)",,,,
,At Residential Premises,351,81,69,51
,On Highways,0,0,0,0
,In Trains,0,0,0,0
,At Banks,0,0,0,0
,At Commercial Places / Establishments,16,5,0,4
,In Other Places,12,3,2,1
,Temple Theft,8,0,3,1
,Sub Total,387,89,74,57
,Total Burglary (Burglary Day + Burglary Night),1960,422,403,381
12,THEFT (Sec.379 to 389 IPC/303(2) TO 308(7) BNS),,,,
,Attempt to commit,36,9,7,8
,Of Automobiles - Of Tractors,25,8,4,6
,In Running Bus,60,7,22,9
,Of Snatching,196,43,26,48
,At ATM,10,4,1,0
,Of Sand,839,106,139,186
,Government Office,14,3,4,3
,Of Mines,35,4,7,10
,Communication And Elec. Wire,155,15,37,23
,Of Cattle,245,35,36,52
,Of Cycle,10,2,2,1
,Of Automobiles - Of Lorries/Trucks,32,13,8,8
,Of Automobiles - Of Buses,5,0,2,2
,Of Automobiles - Of Cars / Jeeps,80,32,17,18
,Of Automobiles - Of Two Wheelers,3549,706,751,716
,Of Automobies - of Three Wheelers,76,20,20,11
,Of Accessories of Motor Vehicle,49,22,8,6
,Govt. Vehicle,0,0,0,0
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",354,88,67,70
,Of Fire Arms,1,1,0,0
,Of Explosives,0,0,0,0
,Of Cultural - Idols,2,3,1,0
,Of Cultural - Painting,0,0,0,0
,Of Cultrual - Others,80,13,17,15
,Cash,172,44,30,37
,Jewellery,605,150,133,133
,Other Items Not Included Above,702,140,138,140
,In Running Train,12,3,3,4
,Extortion,95,21,11,27
,House Theft,823,167,139,170
,Servant Theft,249,48,55,37
,Sub Total,8511,1707,1685,1740
13,"RIOTS (Sec.141 to 153 IPC/189(1) TO
189(6),191(1)TO 191(3), 190,192,195 BNS))",,,,
,Land Dispute,439,87,85,114
,Employee - Govt.,0,0,0,0
,Labour - Private Sector,1,0,0,0
,Labour - Public Sector,0,0,0,0
,Linguistic,1,0,0,1
,Political,3,0,2,0
,Regional,3,0,0,0
,Sectarian,0,0,0,0
,Students,2,0,1,0
,Tribal,0,0,0,0
,Due to Village Disputes,9,3,3,2
,Communal,4,0,0,0
,Industrial,4,0,2,0
,Caste,1,0,1,0
,Agrarian,0,0,0,0
,Others,1174,206,249,266
,Sub Total,1641,296,343,383
