Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
10,"BURGLARY - DAY (Sec. 380 IPC R/W 453 TO
460, 462 IPC)",,,,
,At Residential Premises,551,120,91,70
,On Highways,0,0,0,0
,In Trains,1,0,0,0
,At Banks,2,0,0,0
,At Commercial Places / Establishments,26,4,3,1
,In Other Places,45,9,11,3
,Temple Theft,13,2,2,0
,Sub Total,638,135,107,74
,Total Burglary (Burglary Day + Burglary Night),3286,612,520,501
11,THEFT (Sec.379 to 389 IPC),,,,
,Of Sand,849,111,95,94
,Attempt to commit,29,6,6,3
,Of Automobiles - Of Tractors,47,9,7,4
,At ATM,7,1,0,4
,Communication And Elec. Wire,147,23,23,28
,Of Cattle,289,52,57,43
,Of Cycle,70,20,10,4
,Of Automobiles - Of Lorries/Trucks,54,16,6,9
,Of Automobiles - Of Buses,7,0,2,2
,Of Automobiles - Of Cars / Jeeps,144,38,17,24
,Of Automobiles - Of Two Wheelers,6808,1365,1022,987
,Of Automobies - of Three Wheelers,175,35,27,36
,Of Accessories of Motor Vehicle,204,27,33,37
,Govt. Vehicle,3,0,0,1
,"Electronic Goods (Radio, TV, VCR, Acs, Office
Automation Equipments)",843,256,102,123
,Of Fire Arms,2,0,0,0
,Of Explosives,0,0,0,0
,Of Cultural - Idols,4,0,0,0
,Of Cultural - Painting,1,0,0,0
,Of Cultrual - Others,151,25,19,17
,Cash,351,79,37,57
,Jewellery,986,147,133,105
,Other Items Not Included Above,1119,251,171,134
,In Running Train,22,2,0,5
,Extortion,160,30,26,24
,House Theft,1143,223,184,164
,Servant Theft,304,49,43,48
,Sub Total,13919,2765,2020,1953
12,RIOTS (Sec.141 to 153 IPC),,,,
,Land Dispute,654,109,124,80
,Employee - Govt.,0,0,0,0
,Labour - Private Sector,2,0,1,0
,Labour - Public Sector,1,1,0,0
,Linguistic,2,0,0,0
,Political,11,3,1,0
,Regional,4,1,0,0
,Sectarian,0,0,0,0
,Students,5,0,1,0
,Tribal,0,0,0,0
,Due to Village Disputes,16,6,1,0
,Communal,2,1,0,0
,Industrial,3,0,0,0
,Caste,5,0,0,0
,Agrarian,1,0,0,0
,Others,1550,196,236,150
,Sub Total,2256,317,364,230
13,"OFFENCES AGAINST STATE (Sec. 121 to 130,
except 124(A) IPC)",0,0,0,0
14,"OFFENCES PROMOTING ENEMITY (Sec. 153(A),
154(B) & 505 IPC",63,3,8,5
15,CRIMINAL BREACH OF TRUST,327,56,48,51
