Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
35,CYBER CRIME,,,,
,"Information Technology Act 2000, 2009",7421,1710,1939,1574
,Sub Total,7421,1710,1939,1574
36,NATIONAL SECURITY ACT,0,0,0,0
37,POCSO,,,,
,Custodial Rape,0,0,0,0
,Gang Rape,2,1,1,0
,Rape with Murder,0,0,0,0
,Rape,909,231,225,192
,Others,327,72,83,85
,Sub Total,1238,304,309,277
,Total (Item 1 to 36),20424,5822,6014,4914
C. CRIMES AGAINST WOMEN,,,,,
1,Rape (Sec. 376 IPC),,,,
,1.1 Custodial Rape,1,0,0,0
,1.2 Gang Rape,6,0,2,1
,1.3 other Cases of Rape,189,45,51,48
,Sub Total,196,45,53,49
2,Outraging modesty (Molestation) (sec.354 IPC),2333,465,637,618
3,Kidnapping & Abduction of Women: (Sec.366 IPC),41,9,11,12
4,"Insulting modesty (Eve-Teasing) (Sec.294 & 509
IPC if victim is a woman)",36,7,9,12
5,Murder for Dowry - by burning (Sec.302 IPC),0,0,0,0
6,"Murder for Dowry - by other means
(Sec.302 IPC)",4,0,0,4
7,Murder for other reasons,137,31,39,37
8,"Attempt to Commit Murder for dowry by burning
(Sec.307 IPC)",1,0,1,0
9,"Attempt to Commit Murder for dowry by other
means (Sec.307 IPC)",12,1,1,1
10,Attempt to Commit murder for other reasons,265,47,78,72
11,"Dowry Death-by burning
(Sec.304-B IPC)",0,0,0,0
12,Dowry Death-by other Means (Sec.304(B) IPC),35,14,7,8
13,"Cruelty by Husband or Relatives of Husband
(Sec.498-A IPC)",1065,223,315,225
14,Abetment of Suicide (Sec.306 IPC),55,16,19,13
15,Immoral Traffic (prevention) Act.,112,19,40,12
16,"Indecent Representation of Women(Prohibition) Act-
1986",0,0,0,0
17,Pornography,0,0,0,0
18,"Offences against Public Servants (Sec.182-188-333-
353 IPC)",45,14,13,15
19,Offences related to Marriage,10,1,2,1
20,Cyber Crimes,2204,639,575,444
,Total (Item 1 to 20),6551,1531,1800,1523
