Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
5,CONSUMER,,,,
,"Liquified Petroleum Gas Supply & Control Order
2000",74,4,11,4
,Consumer (Protection) Act 1986,6,0,0,0
,Essential Commodities Act 1955,628,26,79,81
,Prevention of Food Adulternation Act 1954,2,0,0,0
,Packaged Commodities (Regulation) order 1975,0,0,0,0
,Sub Total,710,30,90,85
6,COPY RIGHT ACT 1957,,,,
,By Company,118,8,7,12
,By Individual,59,5,3,2
,Sub Total,177,13,10,14
7,CIVIL RIGHTS,,,,
,Protection of Civil Rights Act 1955,5,2,0,1
,Sub Total,5,2,0,1
8,"SCHEDULED CASTE AND THE SCHEDULED
TRIBES",,,,
,Scheduled Caste,1099,91,114,110
,Scheduled Tribes,264,22,31,35
,Scheduled Caste Women,460,33,45,59
,Scheduled Tribes Women,113,9,19,12
,Sub Total,1936,155,209,216
9,CHILDREN ACT,,,,
,Child Labour (Prohibition & Regulation) Act1986,69,2,4,4
,Child Marriage (Restraint) Act - 1929,173,8,17,17
,Juvenile Justice Act 1986,119,9,8,8
,Probation of offenders Act 1958,0,0,0,0
,"Protection of Children from Sexual Offences Act
2012 (POCSO)",0,0,0,0
,Sub Total,361,19,29,29
10,PREVENTION OF CORRUPTION ACT 1988,,,,
,Public Servant - Elected,0,0,0,0
,Public Servant - Gazetted - Central,1,0,0,0
,Public Servant - Gazetted - Defence,0,0,0,0
,"Public Servant - Gazetted - Public Sector
Undertaking",0,0,0,0
,Public Servant - Gazetted - State,1,0,0,0
,Public Servant - Non-Gazetted - Central,0,0,0,0
,Public Servant - Non-Gazetted - Defence,0,0,0,0
,Public Servant - Non-Gazetted - State,0,0,0,0
,Sub Total,2,0,0,0
11,CUSTOMS,,,,
,Customs Act 1962,0,0,0,0
,Import/Export (Control) Act 1947,0,0,0,0
,Sub Total,0,0,0,0
12,Explosives,,,,
,Explosives Substances Act 1908,37,4,3,3
,Explosives Act 1884,85,57,7,47
,Inflammable Substance Act 1952,0,0,0,0
,Sub Total,122,61,10,50
13,FOREIGN EXCHANGE,,,,
,"Smugglers and Foreign Exchange Manipulator Act
1976",0,0,0,0
,Foreign Exchange Regulation Act 1973,0,0,0,0
,Foreign Exchange Regulation Act 1952,0,0,0,0
,Sub Total,0,0,0,0
14,FOREIGNER,,,,
,Foreigners Act 1946,89,5,6,13
,Registration of Foreigners Act 1939,0,0,0,0
,Sub Total,89,5,6,13
15,FOREST,,,,
,Indian Forest Act 1927,1,0,0,0
,Forest (Conservation) Act 1980,9,0,2,0
,Sub Total,10,0,2,0
