DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF JULY - 2023 (AS ON 07/08/2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
9a,RAPE,1,0,1,0,18,3,1,0,0,0,0,1,1,0,0,3,1,0,0,1,1,0,0,0,0,0,1,0,3,3,1,0,3,2,2,0,1,0,48
9b,DOWRY DEATHS,1,0,0,0,3,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,15
10,POCSO,6,4,3,5,44,8,6,5,17,6,12,10,10,6,1,11,4,1,1,2,7,1,3,7,7,7,4,4,9,6,12,11,17,6,4,31,9,1,308
11,SC ST & POA Act,4,5,0,7,27,8,5,6,3,9,5,2,13,3,1,12,6,3,2,1,3,0,5,5,3,9,4,1,4,2,5,12,11,3,1,1,7,4,202
12a,107 Cr.P.C.,44,37,14,227,25,22,75,55,10,23,25,28,24,64,61,66,13,16,4,62,22,0,16,34,33,25,62,23,44,25,5,62,27,28,43,45,31,42,1462
12b,109 Cr.P.C.,10,1,1,15,27,15,12,2,3,2,1,0,7,7,13,9,9,12,2,17,12,13,0,6,9,10,2,8,5,12,3,1,27,6,1,4,3,6,293
12c,110 Cr.P.C.,26,5,1,10,148,2,12,1,6,0,0,22,4,4,9,0,2,23,0,14,15,2,0,8,6,2,11,54,9,21,1,0,26,91,1,2,7,3,548
13,CYBER CRIME,7,8,12,4,1625,75,6,4,20,10,3,6,19,1,4,6,8,54,15,1,8,0,9,7,3,3,23,31,4,4,14,4,28,6,19,1,15,0,2067
14a,Cr. Br. of Trust,0,1,1,1,17,6,1,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,2,2,1,1,0,4,2,2,0,3,3,1,1,0,0,0,55
14b,CHEATING,6,3,5,20,421,59,1,1,12,13,8,10,18,4,5,14,8,8,4,3,4,1,8,5,5,6,23,22,7,3,7,17,19,8,7,9,7,4,785
14c,COUNTERFEITING,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
15,KMMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
15a,MMDR,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17
16,"Motor vehicles
Theft Cases",17,22,26,32,717,121,22,11,15,8,17,2,42,3,10,28,18,11,2,10,30,4,3,20,3,31,4,39,21,21,36,16,48,5,9,6,26,8,1464
17,NDPS Cases,1,5,2,2,402,14,6,2,2,42,13,7,3,2,1,11,10,6,5,17,16,7,24,8,1,1,86,3,5,1,3,59,11,28,8,1,3,0,818
