"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - May - 2023,,,,,,
"Police Department has implemented 24 SAKALA Services through PoliceIT Application. The district wise details
of received, disposed and overdue status of services for May 2023 as on 31.05.2023 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 31.05.2023",,
1,Bengaluru City,27021,26291,5,,
2,Belagavi City,2598,2260,17,,
3,Hubli-Dharwad City,1022,969,81,,
4,Mysore City,3795,3821,6,,
5,Mangalore City,2646,2790,18,,
6,Bagalkot,1233,1218,1,,
7,Ballari,1193,1109,49,,
8,Belagavi,1328,1389,87,,
9,Bengaluru Rural,2112,1930,165,,
10,Bidar,1060,959,8,,
11,Chamarajanagar,1257,1180,7,,
12,Chikkaballapura,1531,1482,1,,
13,Chikkamagaluru,1896,1795,2,,
14,Chitradurga,1747,1620,14,,
15,Dakshina Kannada,802,740,20,EEExxxipptoo,rrtt ttoo EPxDcFel
16,Davanagere,1790,1847,6,,
17,Dharwad,808,851,7,,
18,Gadag,569,566,0,,
19,Hassan,2528,2304,23,,
20,Haveri,1160,1245,4,,
21,Kalaburagi,1045,978,47,,
22,Kodagu,938,873,7,,
23,Kolar,1595,1679,33,,
24,KGF,803,830,5,,
25,Koppal,570,626,0,,
26,Mandya,2636,2724,20,,
27,Mysuru,2445,2213,39,,
28,Raichur,669,693,19,,
29,Ramanagara,2153,2080,38,,
30,Shivamogga,2321,2135,34,,
31,Tumakuru,3047,2796,57,,
32,Udupi,2073,2156,0,,
33,Uttara Kannada,2485,2122,1,,
34,VijayaNagara,860,862,20,EEExxxipptoo,rrtt ttoo EPxDcFel
35,Vijayapura,1681,1588,18,,
36,Yadgir,471,472,68,,
,Total,83888,81193,927,,
