DISTRICT-WISE REPORTED CASES UNDER VARIOUS HEADS FOR THE MONTH OF JUNE - 2023 (AS ON 07/07/2023),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sl.
No.",Crime Head,"to
k
la
g
a
B","ira
lla
B","y
tiC
iv
a
g
a
le
B","tsiD
iv
a
g
a
le
B","y
tic
u
ru
la
g
n
e
B","tcirtsiD
u
ru
la
g
n
e
B","ra
d
iB","ra
g
a
n
a
ja
ra
m
a
h
C","a
ru
p
a
lla
b
k
cih
C","u
ru
la
g
a
m
a
k
k
ih
C","a
g
ru
d
a
rtih
C","a
d
a
n
n
a
k
a
n
ih
sk
a
D","e
re
g
a
n
a
v
a
D","d
a
w
ra
h
D","g
a
d
a
G","n
a
ssa
H","ire
v
a
H","y
tiC
d
a
w
ra
h
D
illa
b
b
u
H","F
.G
.K","ig
a
ru
b
a
la
K","y
tiC
ig
a
ru
b
a
la
K","sy
a
w
lia
R
a
k
a
ta
n
ra
K","u
g
a
d
o
K","ra
lo
K","la
p
p
o
K","a
y
d
n
a
M","y
tiC
u
ro
o
la
g
n
a
M","y
tiC
u
ru
sy
M","tcirtsiD
u
ru
sy
M","ru
h
cia
R","a
ra
g
a
n
a
m
a
R","a
g
g
o
m
a
v
ih
S","u
ru
k
a
m
u
T","ip
u
d
U","a
d
a
n
n
a
k
a
ra
ttU","a
ra
g
a
n
a
y
a
jiV","ru
p
a
y
a
jiV","rig
d
a
Y","la
to
T"
1,MURDER,1,1,3,10,19,3,2,0,0,8,5,0,2,4,1,2,2,1,1,6,2,1,0,3,1,2,1,9,2,2,3,3,6,0,1,1,2,1,111
2,DACOITY,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,15
3,ROBBERY,1,0,2,1,45,10,6,0,0,1,0,1,0,0,0,1,0,2,0,0,5,1,0,3,0,3,1,2,2,1,2,0,3,0,0,0,0,0,93
3a,CHAIN SNATCHING,0,1,0,0,13,4,0,1,2,1,3,2,2,0,0,2,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0,1,4,3,1,0,0,0,46
4a,BURGLARY - DAY,4,2,3,2,34,11,1,1,4,1,2,2,4,0,1,5,1,1,4,1,2,0,10,4,4,5,1,5,4,0,4,1,5,1,2,0,2,1,135
4b,BURGLARY - NIGHT,12,7,17,14,81,28,16,8,11,8,11,4,17,9,4,14,16,7,5,8,15,0,3,2,8,13,0,5,22,9,12,9,18,5,4,6,9,3,440
5,THEFT,32,32,28,54,979,148,55,9,30,16,45,7,71,19,23,50,32,21,9,43,60,58,5,24,34,37,21,43,34,111,38,41,75,11,16,31,46,34,2422
6,RIOTS,12,11,3,34,6,12,13,7,12,8,29,3,15,10,7,6,26,1,2,18,6,0,1,15,1,2,1,0,17,29,1,17,5,2,10,9,9,12,372
7,CASES OF HURT,12,15,8,48,304,46,52,33,45,40,49,27,38,7,17,71,28,14,24,46,28,4,29,46,11,75,12,21,61,20,63,75,101,14,32,16,38,26,1596
8,Spl & Local laws,48,93,31,172,3198,206,115,84,171,76,132,26,93,44,112,112,59,96,39,139,44,3,58,95,93,84,148,73,57,167,96,135,125,81,113,160,119,55,6752
9a,RAPE,1,1,3,1,15,2,0,0,1,2,0,1,1,1,0,2,4,1,1,0,2,0,1,1,4,1,1,2,2,4,2,1,1,2,2,0,4,0,67
9b,DOWRY DEATHS,1,0,0,1,0,1,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
10,POCSO,3,1,1,6,44,15,5,8,14,4,8,7,7,5,1,14,5,1,3,5,0,0,8,6,5,5,8,3,5,5,7,16,12,4,6,23,9,2,281
11,SC ST & POA Act,2,5,2,5,11,10,6,8,2,4,4,9,8,3,4,7,1,2,3,5,3,0,5,10,2,7,1,0,10,13,4,8,11,4,3,5,5,0,192
