"KARNATAKA SAKALA SERVICES ACT, 2011 AND (AMENDMENT) ACT, 2014",,,,,,
Unitwise - Month wise Report on Receipts & Disposals - January - 2024,,,,,,
"Police Department has implemented 24 SAKALA Services through PoliceIT Application. The district wise
details of received, disposed and overdue status of services for January 2024 as on 31.01.2024 are as under.",,,,,,
Sl No,District,"No. of SAKALA Receipts
during the Month","No. of SAKALA Disposals
during the Month","No. of Pendency After due
date as on 31.01.2024",,
1,Bengaluru City,36292,34795,46,,
2,Belagavi City,3204,4193,116,,
3,Hubli-Dharwad City,1639,1321,382,,
4,Mysore City,4714,4270,72,,
5,Mangalore City,3930,3523,92,,
6,Bagalkot,2079,1916,24,,
7,Ballari,1431,1441,19,,
8,Belagavi,1505,1436,8,,
9,Bengaluru Rural,3220,3029,456,,
10,Bidar,1379,1208,0,,
11,Chamarajanagar,1586,1449,5,,
12,Chikkaballapura,2000,1899,7,,
13,Chikkamagaluru,2354,2270,3,,
14,Chitradurga,1728,1455,3,,
15,Dakshina Kannada,962,967,,EEExxxppitoo,rrtt ttoo PExDcFel
16,Davanagere,2004,2152,3,,
17,Dharwad,1310,1064,167,,
18,Gadag,712,696,6,,
19,Hassan,2827,2675,5,,
20,Haveri,1401,1459,12,,
21,Kalaburagi,1104,1146,9,,
22,Kodagu,1107,1091,25,,
23,Kolar,1142,1130,1,,
24,KGF,1104,1099,7,,
25,Koppal,1082,1051,2,,
26,Mandya,2975,2947,53,,
27,Mysuru,2283,2358,72,,
28,Raichur,1237,1039,27,,
29,Ramanagara,2563,2433,9,,
30,Shivamogga,2966,3093,111,,
31,Tumakuru,3946,3339,31,,
32,Udupi,2342,2334,0,,
33,Uttara Kannada,2999,2826,8,,
34,VijayaNagara,1102,1093,68,EEExxxppitoo,rrtt ttoo PExDcFel
35,Vijayapura,2256,2171,5,,
36,Yadgir,600,596,1,,
,Total,107085,102964,1855,,
