"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 30/11/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
Rioting,3928,419,9,3500,0,25,543,86,2752,33,49,10,2,3906,361,7,3538,0,9,187,28,3097,179,31,6,1,3177,145,4,3028,0,2,10,3,1394,1605,12,2,0
Hurts,15379,883,21,14475,0,144,2822,604,10523,50,217,57,58,17465,1119,31,16315,0,109,1346,387,13709,380,317,38,29,15713,641,25,15047,0,29,110,70,8571,6144,112,10,1
Acid Attack (326(a)),7,1,0,6,0,0,1,0,5,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,9,1,0,8,0,0,0,0,5,3,0,0,0
Kidnapping,3232,2869,42,321,0,2,48,3,188,42,29,4,3,3649,3215,31,403,0,0,20,2,185,171,17,8,0,3789,2415,22,1352,0,0,2,0,113,1230,4,3,0
304(B) IPC,161,17,1,143,0,2,21,0,118,2,0,0,0,158,8,1,149,0,0,4,0,142,3,0,0,0,106,0,2,104,0,0,0,0,68,36,0,0,0
498 (A) IPC,2785,254,58,2473,0,11,452,26,1894,42,0,34,14,2969,309,61,2599,0,4,191,8,2242,128,1,19,6,2765,137,47,2581,0,1,23,1,1364,1185,1,3,3
354 IPC Molestation,5857,555,23,5279,1,26,820,56,4263,42,40,13,19,6492,620,31,5841,0,15,296,35,5137,262,65,20,11,5901,344,27,5530,0,4,24,8,2804,2653,28,8,1
Rape,537,48,30,459,0,6,72,2,354,12,1,12,0,600,43,37,520,0,0,18,1,456,35,0,9,1,581,21,41,519,0,0,3,0,297,216,0,2,1
353 IPC,993,50,0,943,0,25,66,3,813,14,12,5,5,1005,40,4,961,0,14,15,1,849,59,14,6,3,885,15,3,867,0,1,0,0,416,446,2,0,2
Other IPC,14124,1547,79,12499,0,4975,539,473,5342,344,658,110,58,21464,1806,79,19579,0,9930,256,323,7045,1174,749,78,24,14814,684,59,14071,0,2726,27,59,5290,5720,221,18,10
Sub Total - PART-II,87226,6969,302,79956,1,24472,6810,1735,41186,604,3110,375,1662,101515,7835,329,93351,0,27949,2807,1150,53513,2750,3523,281,1378,87292,4580,252,82460,0,8651,292,234,38692,32756,1227,63,545
