"Comparitive Crime Statement 17 for the Years 2022, 2023, and 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2022,,,,,,,,,,,,,2023,,,,,,,,,,,,,2024 As on 30/11/2024,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1368,89,34,1245,0,38,91,0,1002,13,47,2,52,1293,57,30,1206,1,8,32,0,1049,50,31,0,36,1110,19,19,1072,0,0,2,1,683,372,1,0,13
Attempt to murder,2828,174,8,2646,0,26,289,15,2235,19,20,26,16,2787,160,12,2615,0,9,84,5,2314,158,17,13,15,2630,55,9,2566,0,2,2,1,1155,1396,0,7,3
C.H.Not Amounting to murder,95,12,2,81,0,1,5,0,67,3,1,2,2,82,8,1,73,0,1,2,0,58,7,0,0,5,118,3,0,115,0,3,0,0,52,58,0,0,2
Dacoity,216,19,4,193,0,1,5,0,168,1,18,0,0,179,14,3,162,0,0,0,0,140,16,5,1,0,143,5,4,134,0,0,0,0,63,70,1,0,0
Preparation And Assembly For Dacoity,294,0,0,294,0,1,9,0,284,0,0,0,0,135,0,0,135,0,0,1,0,131,3,0,0,0,111,0,0,111,0,0,0,0,83,28,0,0,0
Robbery,1066,52,11,1003,0,2,50,7,749,4,184,6,1,1243,42,20,1181,0,2,12,3,840,102,221,0,1,943,20,9,914,0,0,1,1,363,515,32,2,0
Chain Snatching,669,3,8,658,0,2,19,1,442,3,190,1,0,639,7,4,628,0,2,3,0,392,69,162,0,0,575,6,7,562,0,0,0,0,201,337,23,1,0
H.B.T by day,990,33,0,957,0,7,24,1,428,7,484,2,4,1175,38,0,1137,0,8,15,1,450,119,543,1,0,1032,17,0,1015,0,1,3,0,196,663,151,0,1
H.B.T by night,4435,49,3,4383,0,40,78,5,1609,42,2597,2,10,4865,43,2,4820,0,15,26,4,1552,446,2767,8,2,3984,17,2,3965,0,0,4,0,583,2572,804,2,0
House theft,1298,68,1,1229,0,8,25,9,416,3,766,1,1,2154,121,1,2032,0,4,11,5,560,70,1377,3,2,1782,54,3,1725,0,2,0,2,278,928,514,1,0
Ordinary Theft,19447,562,305,18580,0,626,321,2487,4173,31,10728,193,21,22598,894,272,21432,2,509,180,1759,4853,687,13337,94,13,18705,496,268,17941,0,87,63,369,3153,8746,5488,33,2
Cattle thefts,478,8,1,469,0,6,18,42,171,2,223,3,4,424,12,2,410,0,6,4,32,141,19,207,1,0,472,3,1,468,0,0,0,4,121,270,73,0,0
Receiving stolen Property,2,0,0,2,0,1,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
Cheating,6414,2139,157,4118,1,12,46,115,2343,787,691,95,29,6931,1894,129,4908,0,9,13,55,1918,2240,592,76,5,6036,640,82,5314,0,0,1,7,491,4628,166,21,0
Cr.Br.Trust,460,135,8,317,0,1,1,4,187,94,19,8,3,507,126,5,376,0,0,1,1,129,220,23,2,0,505,51,7,447,0,0,0,0,37,405,4,0,1
C.C.Notes,29,0,0,29,0,0,0,0,13,0,16,0,0,27,0,0,27,0,0,0,0,9,0,18,0,0,29,0,0,29,0,0,0,0,11,14,4,0,0
Sub Total - PART-I,40089,3343,542,36204,1,772,981,2686,14287,1009,15984,342,143,45042,3416,482,41144,3,573,384,1865,14537,4206,19301,199,79,38176,1386,411,36379,0,95,76,385,7471,21002,7261,67,22
PART-II (IPC Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"304(A),IPC",11330,92,19,11219,0,511,972,20,7273,7,1023,13,1400,12042,92,34,11916,0,340,272,4,8840,167,1039,21,1233,10736,56,12,10668,0,66,24,2,5396,4373,288,4,515
"279,337,338 IPC",28893,234,20,28639,0,18745,454,462,7661,16,1081,117,103,31763,222,13,31528,0,17528,202,361,11809,192,1290,76,70,28816,121,10,28685,0,5822,69,91,12974,9145,559,13,12
