Month,Year,Crime_Category,Subcategory,Cases,Source_File,Page_Number,Table_Number
February,2023,Burglary,Burglary Day,78,crime_33.pdf,6,1
February,2023,Burglary,Total,449,crime_33.pdf,6,1
February,2023,Theft,Reported,1627,crime_33.pdf,7,1
February,2023,Riots,Riots,298,crime_33.pdf,8,1
February,2023,Hurt,Cases of Hurt,1202,crime_33.pdf,9,1
February,2023,Special & Local Laws,Special & Local Laws,4051,crime_33.pdf,10,1
February,2023,POCSO,POCSO,210,crime_33.pdf,12,1
February,2023,SC/ST POA Act,SC/ST POA Act,147,crime_33.pdf,13,1
February,2023,Economic Offences,Economic Offences,551,crime_33.pdf,16,1
March,2023,Murder,Murder for gain,0,crime_20.pdf,3,1
March,2023,Murder,Other Murders,112,crime_20.pdf,3,1
March,2023,Murder,Total Murder,112,crime_20.pdf,3,1
March,2023,Dacoity,Dacoity Cases,22,crime_20.pdf,4,1
March,2023,Robbery,Chain Snatching,58,crime_20.pdf,5,1
March,2023,Robbery,Robbery (Except Chain Snatching),77,crime_20.pdf,5,1
March,2023,Robbery,Total Robbery,135,crime_20.pdf,5,1
March,2023,Burglary,Burglary Night,309,crime_20.pdf,6,1
March,2023,Burglary,Burglary Day,80,crime_20.pdf,6,1
March,2023,Burglary,Total,389,crime_20.pdf,6,1
March,2023,Theft,Reported,1651,crime_20.pdf,7,1
March,2023,Riots,Riots,350,crime_20.pdf,8,1
March,2023,Hurt,Cases of Hurt,1497,crime_20.pdf,9,1
March,2023,Special & Local Laws,Special & Local Laws,7434,crime_20.pdf,10,1
March,2023,Crime against Women,Rape,47,crime_20.pdf,11,1
March,2023,Crime against Women,Dowry Death,17,crime_20.pdf,11,1
March,2023,POCSO,POCSO,300,crime_20.pdf,12,1
March,2023,SC/ST POA Act,SC/ST POA Act,163,crime_20.pdf,13,1
March,2023,Cyber Crimes,Cyber Crimes,1617,crime_20.pdf,15,1
March,2023,Economic Offences,Economic Offences,559,crime_20.pdf,16,1
March,2023,MMDR & KMMCR,MMDR Act,14,crime_20.pdf,17,1
March,2023,MMDR & KMMCR,KMMC Rules,5,crime_20.pdf,17,1
March,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,905,crime_20.pdf,18,1
March,2023,NDPS Cases,NDPS Cases,757,crime_20.pdf,19,1
March,2023,Murder,Other Murders,110,crime_33.pdf,3,1
March,2023,Murder,Total Murder,110,crime_33.pdf,3,1
March,2023,Dacoity,Dacoity Cases,20,crime_33.pdf,4,1
March,2023,Robbery,Chain Snatching,56,crime_33.pdf,5,1
March,2023,Robbery,Robbery (Except Chain Snatching),83,crime_33.pdf,5,1
March,2023,Robbery,Total Robbery,139,crime_33.pdf,5,1
March,2023,Burglary,Burglary Night,297,crime_33.pdf,6,1
March,2023,Burglary,Burglary Day,84,crime_33.pdf,6,1
March,2023,Burglary,Total,381,crime_33.pdf,6,1
March,2023,Theft,Reported,1661,crime_33.pdf,7,1
March,2023,Riots,Riots,336,crime_33.pdf,8,1
March,2023,Hurt,Cases of Hurt,1490,crime_33.pdf,9,1
March,2023,Special & Local Laws,Special & Local Laws,7331,crime_33.pdf,10,1
March,2023,Crime against Women,Rape,44,crime_33.pdf,11,1
March,2023,POCSO,POCSO,235,crime_33.pdf,12,1
March,2023,SC/ST POA Act,SC/ST POA Act,157,crime_33.pdf,13,1
March,2023,Cyber Crimes,Cyber Crimes,1615,crime_33.pdf,15,1
March,2023,Economic Offences,Economic Offences,560,crime_33.pdf,16,1
March,2023,MMDR & KMMCR,MMDR Act,10,crime_33.pdf,17,1
March,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,907,crime_33.pdf,18,1
March,2023,Burglary,Burglary Night,302,crime_34.pdf,6,1
March,2023,Burglary,Total,386,crime_34.pdf,6,1
March,2023,Theft,Reported,1656,crime_34.pdf,7,1
March,2023,Riots,Riots,335,crime_34.pdf,8,1
March,2023,Hurt,Cases of Hurt,1488,crime_34.pdf,9,1
March,2023,Special & Local Laws,Special & Local Laws,7369,crime_34.pdf,10,1
March,2023,Crime against Women,Rape,46,crime_34.pdf,11,1
March,2023,POCSO,POCSO,270,crime_34.pdf,12,1
March,2023,SC/ST POA Act,SC/ST POA Act,158,crime_34.pdf,13,1
March,2023,Economic Offences,Economic Offences,562,crime_34.pdf,16,1
March,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,906,crime_34.pdf,18,1
April,2023,Murder,Murder for gain,3,crime_21.pdf,3,1
April,2023,Murder,Other Murders,96,crime_21.pdf,3,1
April,2023,Murder,Total Murder,99,crime_21.pdf,3,1
April,2023,Dacoity,Dacoity Cases,9,crime_21.pdf,4,1
April,2023,Robbery,Chain Snatching,41,crime_21.pdf,5,1
April,2023,Robbery,Robbery (Except Chain Snatching),71,crime_21.pdf,5,1
April,2023,Robbery,Total Robbery,112,crime_21.pdf,5,1
April,2023,Burglary,Burglary Night,272,crime_21.pdf,6,1
April,2023,Burglary,Burglary Day,69,crime_21.pdf,6,1
April,2023,Burglary,Total,341,crime_21.pdf,6,1
April,2023,Theft,Reported,1547,crime_21.pdf,7,1
April,2023,Riots,Riots,295,crime_21.pdf,8,1
April,2023,Hurt,Cases of Hurt,1359,crime_21.pdf,9,1
April,2023,Special & Local Laws,Special & Local Laws,5822,crime_21.pdf,10,1
April,2023,Crime against Women,Rape,45,crime_21.pdf,11,1
April,2023,Crime against Women,Dowry Death,14,crime_21.pdf,11,1
April,2023,POCSO,POCSO,304,crime_21.pdf,12,1
April,2023,SC/ST POA Act,SC/ST POA Act,147,crime_21.pdf,13,1
April,2023,Cyber Crimes,Cyber Crimes,1710,crime_21.pdf,15,1
April,2023,Economic Offences,Economic Offences,465,crime_21.pdf,16,1
April,2023,MMDR & KMMCR,MMDR Act,12,crime_21.pdf,17,1
April,2023,MMDR & KMMCR,KMMC Rules,8,crime_21.pdf,17,1
April,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,880,crime_21.pdf,18,1
April,2023,NDPS Cases,NDPS Cases,470,crime_21.pdf,19,1
April,2023,Murder,Murder for gain,2,crime_34.pdf,3,1
April,2023,Murder,Other Murders,100,crime_34.pdf,3,1
April,2023,Murder,Total Murder,102,crime_34.pdf,3,1
April,2023,Dacoity,Dacoity Cases,10,crime_34.pdf,4,1
April,2023,Robbery,Chain Snatching,39,crime_34.pdf,5,1
April,2023,Robbery,Robbery (Except Chain Snatching),75,crime_34.pdf,5,1
April,2023,Robbery,Total Robbery,114,crime_34.pdf,5,1
April,2023,Burglary,Burglary Night,266,crime_34.pdf,6,1
April,2023,Burglary,Total,335,crime_34.pdf,6,1
April,2023,Theft,Reported,1560,crime_34.pdf,7,1
April,2023,Riots,Riots,293,crime_34.pdf,8,1
April,2023,Hurt,Cases of Hurt,1355,crime_34.pdf,9,1
April,2023,Special & Local Laws,Special & Local Laws,5745,crime_34.pdf,10,1
April,2023,Crime against Women,Rape,46,crime_34.pdf,11,1
April,2023,Crime against Women,Dowry Death,11,crime_34.pdf,11,1
April,2023,POCSO,POCSO,256,crime_34.pdf,12,1
April,2023,SC/ST POA Act,SC/ST POA Act,140,crime_34.pdf,13,1
April,2023,Economic Offences,Economic Offences,466,crime_34.pdf,16,1
April,2023,MMDR & KMMCR,MMDR Act,10,crime_34.pdf,17,1
April,2023,MMDR & KMMCR,KMMC Rules,6,crime_34.pdf,17,1
April,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,877,crime_34.pdf,18,1
April,2023,Dacoity,Dacoity Cases,11,crime_35.pdf,4,1
April,2023,Robbery,Robbery (Except Chain Snatching),74,crime_35.pdf,5,1
April,2023,Robbery,Total Robbery,115,crime_35.pdf,5,1
April,2023,Burglary,Burglary Night,269,crime_35.pdf,6,1
April,2023,Burglary,Burglary Day,70,crime_35.pdf,6,1
April,2023,Burglary,Total,339,crime_35.pdf,6,1
April,2023,Theft,Reported,1554,crime_35.pdf,7,1
April,2023,Riots,Riots,294,crime_35.pdf,8,1
April,2023,Hurt,Cases of Hurt,1352,crime_35.pdf,9,1
April,2023,Special & Local Laws,Special & Local Laws,5783,crime_35.pdf,10,1
April,2023,POCSO,POCSO,283,crime_35.pdf,12,1
April,2023,SC/ST POA Act,SC/ST POA Act,145,crime_35.pdf,13,1
April,2023,Cyber Crimes,Cyber Crimes,1709,crime_35.pdf,15,1
April,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,878,crime_35.pdf,18,1
May,2023,Murder,Murder for gain,3,crime_22.pdf,3,1
May,2023,Murder,Other Murders,107,crime_22.pdf,3,1
May,2023,Murder,Total Murder,110,crime_22.pdf,3,1
May,2023,Dacoity,Dacoity Cases,12,crime_22.pdf,4,1
May,2023,Robbery,Chain Snatching,58,crime_22.pdf,5,1
May,2023,Robbery,Robbery (Except Chain Snatching),89,crime_22.pdf,5,1
May,2023,Robbery,Total Robbery,147,crime_22.pdf,5,1
May,2023,Burglary,Burglary Night,396,crime_22.pdf,6,1
May,2023,Burglary,Burglary Day,82,crime_22.pdf,6,1
May,2023,Burglary,Total,478,crime_22.pdf,6,1
May,2023,Theft,Reported,1717,crime_22.pdf,7,1
May,2023,Riots,Riots,381,crime_22.pdf,8,1
May,2023,Hurt,Cases of Hurt,1514,crime_22.pdf,9,1
May,2023,Special & Local Laws,Special & Local Laws,4510,crime_22.pdf,10,1
May,2023,Crime against Women,Rape,49,crime_22.pdf,11,1
May,2023,Crime against Women,Dowry Death,14,crime_22.pdf,11,1
May,2023,POCSO,POCSO,326,crime_22.pdf,12,1
May,2023,SC/ST POA Act,SC/ST POA Act,151,crime_22.pdf,13,1
May,2023,Cyber Crimes,Cyber Crimes,1572,crime_22.pdf,15,1
May,2023,Economic Offences,Economic Offences,369,crime_22.pdf,16,1
May,2023,MMDR & KMMCR,MMDR Act,9,crime_22.pdf,17,1
May,2023,MMDR & KMMCR,KMMC Rules,0,crime_22.pdf,17,1
May,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,932,crime_22.pdf,18,1
May,2023,NDPS Cases,NDPS Cases,442,crime_22.pdf,19,1
May,2023,Cyber Crimes,Cyber Crimes,1762,crime_23.pdf,15,1
May,2023,Murder,Murder for gain,2,crime_35.pdf,3,1
May,2023,Murder,Other Murders,102,crime_35.pdf,3,1
May,2023,Murder,Total Murder,104,crime_35.pdf,3,1
May,2023,Dacoity,Dacoity Cases,11,crime_35.pdf,4,1
May,2023,Robbery,Chain Snatching,55,crime_35.pdf,5,1
May,2023,Robbery,Robbery (Except Chain Snatching),98,crime_35.pdf,5,1
May,2023,Robbery,Total Robbery,153,crime_35.pdf,5,1
May,2023,Burglary,Burglary Night,391,crime_35.pdf,6,1
May,2023,Burglary,Burglary Day,81,crime_35.pdf,6,1
May,2023,Burglary,Total,472,crime_35.pdf,6,1
May,2023,Theft,Reported,1723,crime_35.pdf,7,1
May,2023,Riots,Riots,379,crime_35.pdf,8,1
May,2023,Hurt,Cases of Hurt,1506,crime_35.pdf,9,1
May,2023,Special & Local Laws,Special & Local Laws,4409,crime_35.pdf,10,1
May,2023,Crime against Women,Rape,47,crime_35.pdf,11,1
May,2023,Crime against Women,Dowry Death,13,crime_35.pdf,11,1
May,2023,POCSO,POCSO,249,crime_35.pdf,12,1
May,2023,SC/ST POA Act,SC/ST POA Act,145,crime_35.pdf,13,1
May,2023,Cyber Crimes,Cyber Crimes,1570,crime_35.pdf,15,1
May,2023,Economic Offences,Economic Offences,371,crime_35.pdf,16,1
May,2023,MMDR & KMMCR,MMDR Act,7,crime_35.pdf,17,1
May,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,935,crime_35.pdf,18,1
May,2023,Murder,Other Murders,105,crime_36.pdf,3,1
May,2023,Murder,Total Murder,108,crime_36.pdf,3,1
May,2023,Robbery,Chain Snatching,56,crime_36.pdf,5,1
May,2023,Robbery,Robbery (Except Chain Snatching),97,crime_36.pdf,5,1
May,2023,Burglary,Burglary Night,394,crime_36.pdf,6,1
May,2023,Burglary,Burglary Day,80,crime_36.pdf,6,1
May,2023,Burglary,Total,474,crime_36.pdf,6,1
May,2023,Theft,Reported,1721,crime_36.pdf,7,1
May,2023,Riots,Riots,378,crime_36.pdf,8,1
May,2023,Hurt,Cases of Hurt,1497,crime_36.pdf,9,1
May,2023,Special & Local Laws,Special & Local Laws,4461,crime_36.pdf,10,1
May,2023,POCSO,POCSO,294,crime_36.pdf,12,1
May,2023,SC/ST POA Act,SC/ST POA Act,150,crime_36.pdf,13,1
June,2023,Murder,Murder for gain,3,crime_23.pdf,3,1
June,2023,Murder,Other Murders,113,crime_23.pdf,3,1
June,2023,Murder,Total Murder,116,crime_23.pdf,3,1
June,2023,Dacoity,Dacoity Cases,12,crime_23.pdf,4,1
June,2023,Robbery,Chain Snatching,46,crime_23.pdf,5,1
June,2023,Robbery,Robbery (Except Chain Snatching),87,crime_23.pdf,5,1
June,2023,Robbery,Total Robbery,133,crime_23.pdf,5,1
June,2023,Burglary,Burglary Night,447,crime_23.pdf,6,1
June,2023,Burglary,Burglary Day,137,crime_23.pdf,6,1
June,2023,Burglary,Total,584,crime_23.pdf,6,1
June,2023,Theft,Reported,2404,crime_23.pdf,7,1
June,2023,Riots,Riots,382,crime_23.pdf,8,1
June,2023,Hurt,Cases of Hurt,1593,crime_23.pdf,9,1
June,2023,Special & Local Laws,Special & Local Laws,6857,crime_23.pdf,10,1
June,2023,Crime against Women,Rape,67,crime_23.pdf,11,1
June,2023,Crime against Women,Dowry Death,9,crime_23.pdf,11,1
June,2023,POCSO,POCSO,336,crime_23.pdf,12,1
June,2023,SC/ST POA Act,SC/ST POA Act,202,crime_23.pdf,13,1
June,2023,Economic Offences,Economic Offences,666,crime_23.pdf,16,1
June,2023,MMDR & KMMCR,MMDR Act,17,crime_23.pdf,17,1
June,2023,MMDR & KMMCR,KMMC Rules,17,crime_23.pdf,17,1
June,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1288,crime_23.pdf,18,1
June,2023,NDPS Cases,NDPS Cases,1290,crime_23.pdf,19,1
June,2023,Murder,Murder for gain,2,crime_36.pdf,3,1
June,2023,Murder,Other Murders,109,crime_36.pdf,3,1
June,2023,Murder,Total Murder,111,crime_36.pdf,3,1
June,2023,Dacoity,Dacoity Cases,15,crime_36.pdf,4,1
June,2023,Robbery,Robbery (Except Chain Snatching),83,crime_36.pdf,5,1
June,2023,Robbery,Total Robbery,139,crime_36.pdf,5,1
June,2023,Burglary,Burglary Night,440,crime_36.pdf,6,1
June,2023,Burglary,Burglary Day,135,crime_36.pdf,6,1
June,2023,Burglary,Total,575,crime_36.pdf,6,1
June,2023,Theft,Reported,2422,crime_36.pdf,7,1
June,2023,Riots,Riots,372,crime_36.pdf,8,1
June,2023,Hurt,Cases of Hurt,1596,crime_36.pdf,9,1
June,2023,Special & Local Laws,Special & Local Laws,6752,crime_36.pdf,10,1
June,2023,POCSO,POCSO,281,crime_36.pdf,12,1
June,2023,SC/ST POA Act,SC/ST POA Act,192,crime_36.pdf,13,1
June,2023,Cyber Crimes,Cyber Crimes,1759,crime_36.pdf,15,1
June,2023,Economic Offences,Economic Offences,665,crime_36.pdf,16,1
June,2023,MMDR & KMMCR,MMDR Act,11,crime_36.pdf,17,1
June,2023,MMDR & KMMCR,KMMC Rules,12,crime_36.pdf,17,1
June,2023,Murder,Other Murders,114,crime_37.pdf,3,1
June,2023,Murder,Total Murder,117,crime_37.pdf,3,1
June,2023,Dacoity,Dacoity Cases,14,crime_37.pdf,4,1
June,2023,Robbery,Robbery (Except Chain Snatching),92,crime_37.pdf,5,1
June,2023,Robbery,Total Robbery,138,crime_37.pdf,5,1
June,2023,Burglary,Burglary Night,441,crime_37.pdf,6,1
June,2023,Burglary,Total,576,crime_37.pdf,6,1
June,2023,Theft,Reported,2420,crime_37.pdf,7,1
June,2023,Hurt,Cases of Hurt,1595,crime_37.pdf,9,1
June,2023,Special & Local Laws,Special & Local Laws,6793,crime_37.pdf,10,1
June,2023,Crime against Women,Rape,66,crime_37.pdf,11,1
June,2023,POCSO,POCSO,314,crime_37.pdf,12,1
June,2023,SC/ST POA Act,SC/ST POA Act,195,crime_37.pdf,13,1
June,2023,Cyber Crimes,Cyber Crimes,1760,crime_37.pdf,15,1
June,2023,Economic Offences,Economic Offences,663,crime_37.pdf,16,1
June,2023,MMDR & KMMCR,MMDR Act,12,crime_37.pdf,17,1
June,2023,NDPS Cases,NDPS Cases,1291,crime_37.pdf,19,1
July,2023,Murder,Murder for gain,0,crime_24.pdf,3,1
July,2023,Murder,Other Murders,113,crime_24.pdf,3,1
July,2023,Murder,Total Murder,113,crime_24.pdf,3,1
July,2023,Dacoity,Dacoity Cases,13,crime_24.pdf,4,1
July,2023,Robbery,Chain Snatching,48,crime_24.pdf,5,1
July,2023,Robbery,Robbery (Except Chain Snatching),161,crime_24.pdf,5,1
July,2023,Robbery,Total Robbery,209,crime_24.pdf,5,1
July,2023,Burglary,Burglary Night,477,crime_24.pdf,6,1
July,2023,Burglary,Burglary Day,135,crime_24.pdf,6,1
July,2023,Burglary,Total,612,crime_24.pdf,6,1
July,2023,Theft,Reported,2765,crime_24.pdf,7,1
July,2023,Riots,Riots,317,crime_24.pdf,8,1
July,2023,Hurt,Cases of Hurt,1467,crime_24.pdf,9,1
July,2023,Special & Local Laws,Special & Local Laws,6105,crime_24.pdf,10,1
July,2023,Crime against Women,Rape,47,crime_24.pdf,11,1
July,2023,Crime against Women,Dowry Death,16,crime_24.pdf,11,1
July,2023,POCSO,POCSO,339,crime_24.pdf,12,1
July,2023,SC/ST POA Act,SC/ST POA Act,202,crime_24.pdf,13,1
July,2023,Cyber Crimes,Cyber Crimes,2079,crime_24.pdf,15,1
July,2023,Economic Offences,Economic Offences,833,crime_24.pdf,16,1
July,2023,MMDR & KMMCR,MMDR Act,17,crime_24.pdf,17,1
July,2023,MMDR & KMMCR,KMMC Rules,2,crime_24.pdf,17,1
July,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1463,crime_24.pdf,18,1
July,2023,NDPS Cases,NDPS Cases,819,crime_24.pdf,19,1
July,2023,Murder,Other Murders,114,crime_37.pdf,3,1
July,2023,Murder,Total Murder,114,crime_37.pdf,3,1
July,2023,Dacoity,Dacoity Cases,9,crime_37.pdf,4,1
July,2023,Robbery,Chain Snatching,49,crime_37.pdf,5,1
July,2023,Robbery,Robbery (Except Chain Snatching),163,crime_37.pdf,5,1
July,2023,Robbery,Total Robbery,212,crime_37.pdf,5,1
July,2023,Burglary,Burglary Night,470,crime_37.pdf,6,1
July,2023,Burglary,Burglary Day,136,crime_37.pdf,6,1
July,2023,Burglary,Total,606,crime_37.pdf,6,1
July,2023,Theft,Reported,2774,crime_37.pdf,7,1
July,2023,Riots,Riots,312,crime_37.pdf,8,1
July,2023,Hurt,Cases of Hurt,1443,crime_37.pdf,9,1
July,2023,Special & Local Laws,Special & Local Laws,6042,crime_37.pdf,10,1
July,2023,Crime against Women,Rape,48,crime_37.pdf,11,1
July,2023,Crime against Women,Dowry Death,15,crime_37.pdf,11,1
July,2023,POCSO,POCSO,308,crime_37.pdf,12,1
July,2023,Cyber Crimes,Cyber Crimes,2067,crime_37.pdf,15,1
July,2023,Economic Offences,Economic Offences,843,crime_37.pdf,16,1
July,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1464,crime_37.pdf,18,1
July,2023,NDPS Cases,NDPS Cases,818,crime_37.pdf,19,1
July,2023,Robbery,Robbery (Except Chain Snatching),164,crime_38.pdf,5,1
July,2023,Burglary,Burglary Night,469,crime_38.pdf,6,1
July,2023,Burglary,Burglary Day,137,crime_38.pdf,6,1
July,2023,Theft,Reported,2776,crime_38.pdf,7,1
July,2023,Riots,Riots,315,crime_38.pdf,8,1
July,2023,Special & Local Laws,Special & Local Laws,6074,crime_38.pdf,10,1
July,2023,POCSO,POCSO,326,crime_38.pdf,12,1
July,2023,SC/ST POA Act,SC/ST POA Act,207,crime_38.pdf,13,1
July,2023,Cyber Crimes,Cyber Crimes,2072,crime_38.pdf,15,1
July,2023,Economic Offences,Economic Offences,835,crime_38.pdf,16,1
August,2023,Murder,Murder for gain,2,crime_25.pdf,3,1
August,2023,Murder,Other Murders,98,crime_25.pdf,3,1
August,2023,Murder,Total Murder,100,crime_25.pdf,3,1
August,2023,Dacoity,Dacoity Cases,20,crime_25.pdf,4,1
August,2023,Robbery,Chain Snatching,44,crime_25.pdf,5,1
August,2023,Robbery,Robbery (Except Chain Snatching),147,crime_25.pdf,5,1
August,2023,Robbery,Total Robbery,191,crime_25.pdf,5,1
August,2023,Burglary,Burglary Night,512,crime_25.pdf,6,1
August,2023,Burglary,Burglary Day,135,crime_25.pdf,6,1
August,2023,Burglary,Total,647,crime_25.pdf,6,1
August,2023,Theft,Reported,2862,crime_25.pdf,7,1
August,2023,Riots,Riots,333,crime_25.pdf,8,1
August,2023,Hurt,Cases of Hurt,1630,crime_25.pdf,9,1
August,2023,Special & Local Laws,Special & Local Laws,6748,crime_25.pdf,10,1
August,2023,Crime against Women,Rape,54,crime_25.pdf,11,1
August,2023,Crime against Women,Dowry Death,13,crime_25.pdf,11,1
August,2023,POCSO,POCSO,399,crime_25.pdf,12,1
August,2023,SC/ST POA Act,SC/ST POA Act,208,crime_25.pdf,13,1
August,2023,Cyber Crimes,Cyber Crimes,2202,crime_25.pdf,15,1
August,2023,Economic Offences,Economic Offences,778,crime_25.pdf,16,1
August,2023,MMDR & KMMCR,MMDR Act,15,crime_25.pdf,17,1
August,2023,MMDR & KMMCR,KMMC Rules,5,crime_25.pdf,17,1
August,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1506,crime_25.pdf,18,1
August,2023,NDPS Cases,NDPS Cases,725,crime_25.pdf,19,1
August,2023,Murder,Murder for gain,1,crime_38.pdf,3,1
August,2023,Murder,Other Murders,101,crime_38.pdf,3,1
August,2023,Murder,Total Murder,102,crime_38.pdf,3,1
August,2023,Dacoity,Dacoity Cases,16,crime_38.pdf,4,1
August,2023,Robbery,Chain Snatching,42,crime_38.pdf,5,1
August,2023,Robbery,Robbery (Except Chain Snatching),155,crime_38.pdf,5,1
August,2023,Robbery,Total Robbery,197,crime_38.pdf,5,1
August,2023,Burglary,Burglary Night,501,crime_38.pdf,6,1
August,2023,Burglary,Burglary Day,136,crime_38.pdf,6,1
August,2023,Burglary,Total,637,crime_38.pdf,6,1
August,2023,Theft,Reported,2870,crime_38.pdf,7,1
August,2023,Hurt,Cases of Hurt,1614,crime_38.pdf,9,1
August,2023,Special & Local Laws,Special & Local Laws,6661,crime_38.pdf,10,1
August,2023,Crime against Women,Rape,51,crime_38.pdf,11,1
August,2023,POCSO,POCSO,353,crime_38.pdf,12,1
August,2023,SC/ST POA Act,SC/ST POA Act,213,crime_38.pdf,13,1
August,2023,Cyber Crimes,Cyber Crimes,2196,crime_38.pdf,15,1
August,2023,Economic Offences,Economic Offences,783,crime_38.pdf,16,1
August,2023,MMDR & KMMCR,MMDR Act,13,crime_38.pdf,17,1
August,2023,MMDR & KMMCR,KMMC Rules,4,crime_38.pdf,17,1
August,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1505,crime_38.pdf,18,1
August,2023,NDPS Cases,NDPS Cases,721,crime_38.pdf,19,1
August,2023,Murder,Other Murders,100,crime_39.pdf,3,1
August,2023,Dacoity,Dacoity Cases,17,crime_39.pdf,4,1
August,2023,Robbery,Chain Snatching,43,crime_39.pdf,5,1
August,2023,Robbery,Total Robbery,198,crime_39.pdf,5,1
August,2023,Burglary,Burglary Night,504,crime_39.pdf,6,1
August,2023,Burglary,Total,640,crime_39.pdf,6,1
August,2023,Theft,Reported,2868,crime_39.pdf,7,1
August,2023,Hurt,Cases of Hurt,1611,crime_39.pdf,9,1
August,2023,Special & Local Laws,Special & Local Laws,6692,crime_39.pdf,10,1
August,2023,POCSO,POCSO,377,crime_39.pdf,12,1
August,2023,SC/ST POA Act,SC/ST POA Act,211,crime_39.pdf,13,1
August,2023,Economic Offences,Economic Offences,782,crime_39.pdf,16,1
August,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1504,crime_39.pdf,18,1
August,2023,NDPS Cases,NDPS Cases,723,crime_39.pdf,19,1
September,2023,Murder,Murder for gain,0,crime_26.pdf,3,1
September,2023,Murder,Other Murders,91,crime_26.pdf,3,1
September,2023,Murder,Total Murder,91,crime_26.pdf,3,1
September,2023,Dacoity,Dacoity Cases,22,crime_26.pdf,4,1
September,2023,Robbery,Chain Snatching,52,crime_26.pdf,5,1
September,2023,Robbery,Robbery (Except Chain Snatching),117,crime_26.pdf,5,1
September,2023,Robbery,Total Robbery,169,crime_26.pdf,5,1
September,2023,Burglary,Burglary Night,415,crime_26.pdf,6,1
September,2023,Burglary,Burglary Day,97,crime_26.pdf,6,1
September,2023,Burglary,Total,512,crime_26.pdf,6,1
September,2023,Theft,Reported,2248,crime_26.pdf,7,1
September,2023,Riots,Riots,332,crime_26.pdf,8,1
September,2023,Hurt,Cases of Hurt,1593,crime_26.pdf,9,1
September,2023,Special & Local Laws,Special & Local Laws,6024,crime_26.pdf,10,1
September,2023,Crime against Women,Rape,49,crime_26.pdf,11,1
September,2023,Crime against Women,Dowry Death,23,crime_26.pdf,11,1
September,2023,POCSO,POCSO,322,crime_26.pdf,12,1
September,2023,SC/ST POA Act,SC/ST POA Act,204,crime_26.pdf,13,1
September,2023,Cyber Crimes,Cyber Crimes,2021,crime_26.pdf,15,1
September,2023,Economic Offences,Economic Offences,675,crime_26.pdf,16,1
September,2023,MMDR & KMMCR,MMDR Act,15,crime_26.pdf,17,1
September,2023,MMDR & KMMCR,KMMC Rules,2,crime_26.pdf,17,1
September,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1158,crime_26.pdf,18,1
September,2023,NDPS Cases,NDPS Cases,506,crime_26.pdf,19,1
September,2023,Murder,Other Murders,90,crime_39.pdf,3,1
September,2023,Murder,Total Murder,90,crime_39.pdf,3,1
September,2023,Dacoity,Dacoity Cases,20,crime_39.pdf,4,1
September,2023,Robbery,Chain Snatching,54,crime_39.pdf,5,1
September,2023,Robbery,Robbery (Except Chain Snatching),116,crime_39.pdf,5,1
September,2023,Robbery,Total Robbery,170,crime_39.pdf,5,1
September,2023,Burglary,Burglary Night,409,crime_39.pdf,6,1
September,2023,Burglary,Burglary Day,101,crime_39.pdf,6,1
September,2023,Burglary,Total,510,crime_39.pdf,6,1
September,2023,Hurt,Cases of Hurt,1573,crime_39.pdf,9,1
September,2023,Special & Local Laws,Special & Local Laws,5950,crime_39.pdf,10,1
September,2023,Crime against Women,Rape,51,crime_39.pdf,11,1
September,2023,Crime against Women,Dowry Death,22,crime_39.pdf,11,1
September,2023,POCSO,POCSO,269,crime_39.pdf,12,1
September,2023,SC/ST POA Act,SC/ST POA Act,202,crime_39.pdf,13,1
September,2023,Economic Offences,Economic Offences,677,crime_39.pdf,16,1
September,2023,MMDR & KMMCR,MMDR Act,16,crime_39.pdf,17,1
September,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1154,crime_39.pdf,18,1
September,2023,NDPS Cases,NDPS Cases,507,crime_39.pdf,19,1
September,2023,Murder,Other Murders,93,crime_40.pdf,3,1
September,2023,Murder,Total Murder,93,crime_40.pdf,3,1
September,2023,Dacoity,Dacoity Cases,23,crime_40.pdf,4,1
September,2023,Robbery,Chain Snatching,51,crime_40.pdf,5,1
September,2023,Robbery,Robbery (Except Chain Snatching),119,crime_40.pdf,5,1
September,2023,Riots,Riots,328,crime_40.pdf,8,1
September,2023,Hurt,Cases of Hurt,1577,crime_40.pdf,9,1
September,2023,Special & Local Laws,Special & Local Laws,5978,crime_40.pdf,10,1
September,2023,Crime against Women,Rape,52,crime_40.pdf,11,1
September,2023,POCSO,POCSO,291,crime_40.pdf,12,1
