Month,Year,Crime_Category,Subcategory,Cases,Source_File,Page_Number,Table_Number
September,2023,Cyber Crimes,Cyber Crimes,2023,crime_40.pdf,15,1
September,2023,Economic Offences,Economic Offences,672,crime_40.pdf,16,1
September,2023,MMDR & KMMCR,MMDR Act,17,crime_40.pdf,17,1
September,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1155,crime_40.pdf,18,1
October,2023,Murder,Murder for gain,0,crime_27.pdf,3,1
October,2023,Murder,Other Murders,115,crime_27.pdf,3,1
October,2023,Murder,Total Murder,115,crime_27.pdf,3,1
October,2023,Dacoity,Dacoity Cases,14,crime_27.pdf,4,1
October,2023,Robbery,Chain Snatching,64,crime_27.pdf,5,1
October,2023,Robbery,Robbery (Except Chain Snatching),111,crime_27.pdf,5,1
October,2023,Robbery,Total Robbery,175,crime_27.pdf,5,1
October,2023,Burglary,Burglary Night,460,crime_27.pdf,6,1
October,2023,Burglary,Burglary Day,85,crime_27.pdf,6,1
October,2023,Burglary,Total,545,crime_27.pdf,6,1
October,2023,Theft,Reported,2387,crime_27.pdf,7,1
October,2023,Riots,Riots,339,crime_27.pdf,8,1
October,2023,Hurt,Cases of Hurt,1514,crime_27.pdf,9,1
October,2023,Special & Local Laws,Special & Local Laws,5286,crime_27.pdf,10,1
October,2023,Crime against Women,Rape,54,crime_27.pdf,11,1
October,2023,Crime against Women,Dowry Death,14,crime_27.pdf,11,1
October,2023,POCSO,POCSO,307,crime_27.pdf,12,1
October,2023,SC/ST POA Act,SC/ST POA Act,207,crime_27.pdf,13,1
October,2023,Cyber Crimes,Cyber Crimes,2129,crime_27.pdf,15,1
October,2023,Economic Offences,Economic Offences,701,crime_27.pdf,16,1
October,2023,MMDR & KMMCR,MMDR Act,17,crime_27.pdf,17,1
October,2023,MMDR & KMMCR,KMMC Rules,3,crime_27.pdf,17,1
October,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1225,crime_27.pdf,18,1
October,2023,NDPS Cases,NDPS Cases,225,crime_27.pdf,19,1
October,2023,Murder,Other Murders,112,crime_40.pdf,3,1
October,2023,Murder,Total Murder,112,crime_40.pdf,3,1
October,2023,Dacoity,Dacoity Cases,13,crime_40.pdf,4,1
October,2023,Robbery,Chain Snatching,63,crime_40.pdf,5,1
October,2023,Robbery,Robbery (Except Chain Snatching),114,crime_40.pdf,5,1
October,2023,Robbery,Total Robbery,177,crime_40.pdf,5,1
October,2023,Theft,Reported,2392,crime_40.pdf,7,1
October,2023,Riots,Riots,332,crime_40.pdf,8,1
October,2023,Hurt,Cases of Hurt,1499,crime_40.pdf,9,1
October,2023,Special & Local Laws,Special & Local Laws,5224,crime_40.pdf,10,1
October,2023,Crime against Women,Rape,57,crime_40.pdf,11,1
October,2023,Crime against Women,Dowry Death,13,crime_40.pdf,11,1
October,2023,POCSO,POCSO,263,crime_40.pdf,12,1
October,2023,SC/ST POA Act,SC/ST POA Act,203,crime_40.pdf,13,1
October,2023,Cyber Crimes,Cyber Crimes,2123,crime_40.pdf,15,1
October,2023,Economic Offences,Economic Offences,703,crime_40.pdf,16,1
October,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1220,crime_40.pdf,18,1
October,2023,NDPS Cases,NDPS Cases,224,crime_40.pdf,19,1
October,2023,Murder,Other Murders,116,crime_41.pdf,3,1
October,2023,Murder,Total Murder,116,crime_41.pdf,3,1
October,2023,Dacoity,Dacoity Cases,12,crime_41.pdf,4,1
October,2023,Robbery,Chain Snatching,62,crime_41.pdf,5,1
October,2023,Robbery,Robbery (Except Chain Snatching),115,crime_41.pdf,5,1
October,2023,Theft,Reported,2393,crime_41.pdf,7,1
October,2023,Hurt,Cases of Hurt,1498,crime_41.pdf,9,1
October,2023,Special & Local Laws,Special & Local Laws,5248,crime_41.pdf,10,1
October,2023,Crime against Women,Rape,56,crime_41.pdf,11,1
October,2023,POCSO,POCSO,285,crime_41.pdf,12,1
October,2023,SC/ST POA Act,SC/ST POA Act,204,crime_41.pdf,13,1
October,2023,Cyber Crimes,Cyber Crimes,2126,crime_41.pdf,15,1
October,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1222,crime_41.pdf,18,1
November,2023,Murder,Murder for gain,4,crime_28.pdf,3,1
November,2023,Murder,Other Murders,92,crime_28.pdf,3,1
November,2023,Murder,Total Murder,96,crime_28.pdf,3,1
November,2023,Dacoity,Dacoity Cases,14,crime_28.pdf,4,1
November,2023,Robbery,Chain Snatching,54,crime_28.pdf,5,1
November,2023,Robbery,Robbery (Except Chain Snatching),102,crime_28.pdf,5,1
November,2023,Robbery,Total Robbery,156,crime_28.pdf,5,1
November,2023,Burglary,Burglary Night,387,crime_28.pdf,6,1
November,2023,Burglary,Burglary Day,92,crime_28.pdf,6,1
November,2023,Burglary,Total,479,crime_28.pdf,6,1
November,2023,Theft,Reported,2108,crime_28.pdf,7,1
November,2023,Riots,Riots,293,crime_28.pdf,8,1
November,2023,Hurt,Cases of Hurt,1360,crime_28.pdf,9,1
November,2023,Special & Local Laws,Special & Local Laws,5689,crime_28.pdf,10,1
November,2023,Crime against Women,Rape,52,crime_28.pdf,11,1
November,2023,Crime against Women,Dowry Death,15,crime_28.pdf,11,1
November,2023,POCSO,POCSO,321,crime_28.pdf,12,1
November,2023,SC/ST POA Act,SC/ST POA Act,164,crime_28.pdf,13,1
November,2023,Cyber Crimes,Cyber Crimes,2067,crime_28.pdf,15,1
November,2023,Economic Offences,Economic Offences,608,crime_28.pdf,16,1
November,2023,MMDR & KMMCR,MMDR Act,8,crime_28.pdf,17,1
November,2023,MMDR & KMMCR,KMMC Rules,3,crime_28.pdf,17,1
November,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1104,crime_28.pdf,18,1
November,2023,NDPS Cases,NDPS Cases,311,crime_28.pdf,19,1
November,2023,Murder,Murder for gain,5,crime_41.pdf,3,1
November,2023,Murder,Other Murders,89,crime_41.pdf,3,1
November,2023,Murder,Total Murder,94,crime_41.pdf,3,1
November,2023,Robbery,Chain Snatching,53,crime_41.pdf,5,1
November,2023,Robbery,Robbery (Except Chain Snatching),105,crime_41.pdf,5,1
November,2023,Robbery,Total Robbery,158,crime_41.pdf,5,1
November,2023,Theft,Reported,2119,crime_41.pdf,7,1
November,2023,Riots,Riots,284,crime_41.pdf,8,1
November,2023,Hurt,Cases of Hurt,1352,crime_41.pdf,9,1
November,2023,Special & Local Laws,Special & Local Laws,5635,crime_41.pdf,10,1
November,2023,Crime against Women,Rape,51,crime_41.pdf,11,1
November,2023,Crime against Women,Dowry Death,14,crime_41.pdf,11,1
November,2023,POCSO,POCSO,262,crime_41.pdf,12,1
November,2023,SC/ST POA Act,SC/ST POA Act,163,crime_41.pdf,13,1
November,2023,Cyber Crimes,Cyber Crimes,2065,crime_41.pdf,15,1
November,2023,MMDR & KMMCR,KMMC Rules,2,crime_41.pdf,17,1
November,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1103,crime_41.pdf,18,1
December,2023,Murder,Murder for gain,4,crime_18.pdf,3,1
December,2023,Murder,Other Murders,118,crime_18.pdf,3,1
December,2023,Murder,Total Murder,122,crime_18.pdf,3,1
December,2023,Dacoity,Dacoity Cases,17,crime_18.pdf,4,1
December,2023,Robbery,Chain Snatching,70,crime_18.pdf,5,1
December,2023,Robbery,Robbery (Except Chain Snatching),122,crime_18.pdf,5,1
December,2023,Robbery,Total Robbery,192,crime_18.pdf,5,1
December,2023,Burglary,Burglary Night,443,crime_18.pdf,6,1
December,2023,Burglary,Burglary Day,110,crime_18.pdf,6,1
December,2023,Burglary,Total,553,crime_18.pdf,6,1
December,2023,Theft,Reported,2234,crime_18.pdf,7,1
December,2023,Riots,Riots,301,crime_18.pdf,8,1
December,2023,Hurt,Cases of Hurt,1391,crime_18.pdf,9,1
December,2023,Special & Local Laws,Special & Local Laws,5311,crime_18.pdf,10,1
December,2023,Crime against Women,Rape,57,crime_18.pdf,11,1
December,2023,Crime against Women,Dowry Death,6,crime_18.pdf,11,1
December,2023,POCSO,POCSO,400,crime_18.pdf,12,1
December,2023,SC/ST POA Act,SC/ST POA Act,196,crime_18.pdf,13,1
December,2023,Cyber Crimes,Cyber Crimes,2034,crime_18.pdf,15,1
December,2023,Economic Offences,Economic Offences,716,crime_18.pdf,16,1
December,2023,MMDR & KMMCR,MMDR Act,4,crime_18.pdf,17,1
December,2023,MMDR & KMMCR,KMMC Rules,7,crime_18.pdf,17,1
December,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1131,crime_18.pdf,18,1
December,2023,NDPS Cases,NDPS Cases,512,crime_18.pdf,19,1
December,2023,Murder,Murder for gain,6,crime_30.pdf,3,1
December,2023,Murder,Other Murders,116,crime_30.pdf,3,1
December,2023,Dacoity,Dacoity Cases,19,crime_30.pdf,4,1
December,2023,Robbery,Chain Snatching,71,crime_30.pdf,5,1
December,2023,Robbery,Robbery (Except Chain Snatching),119,crime_30.pdf,5,1
December,2023,Robbery,Total Robbery,190,crime_30.pdf,5,1
December,2023,Theft,Reported,2231,crime_30.pdf,7,1
December,2023,Riots,Riots,299,crime_30.pdf,8,1
December,2023,Hurt,Cases of Hurt,1405,crime_30.pdf,9,1
December,2023,Special & Local Laws,Special & Local Laws,5342,crime_30.pdf,10,1
December,2023,Crime against Women,Rape,56,crime_30.pdf,11,1
December,2023,Crime against Women,Dowry Death,7,crime_30.pdf,11,1
December,2023,POCSO,POCSO,427,crime_30.pdf,12,1
December,2023,SC/ST POA Act,SC/ST POA Act,193,crime_30.pdf,13,1
December,2023,Cyber Crimes,Cyber Crimes,2036,crime_30.pdf,15,1
December,2023,Economic Offences,Economic Offences,720,crime_30.pdf,16,1
December,2023,Motor Vehicles Theft,Motor Vehicles Theft Cases,1134,crime_30.pdf,18,1
December,2023,NDPS Cases,NDPS Cases,513,crime_30.pdf,19,1
Feburary,2023,Murder,Murder for gain,5,crime_32.pdf,3,1
Feburary,2023,Murder,Other Murders,114,crime_32.pdf,3,1
Feburary,2023,Murder,Total Murder,119,crime_32.pdf,3,1
January,2023.0,Security Cases,Security Cases,2541,crime_18.pdf,14,1
January,2023.0,Security Cases,Total,3851,crime_18.pdf,14,1
January,2023.0,Security Cases,Security Cases,2491,crime_31.pdf,14,1
January,2023.0,Security Cases,Total,3795,crime_31.pdf,14,1
January,2023.0,Security Cases,Security Cases,2533,crime_32.pdf,14,1
January,2023.0,Security Cases,Total,3843,crime_32.pdf,14,1
February,2023.0,Security Cases,Security Cases,5588,crime_19.pdf,14,1
February,2023.0,Security Cases,Total,9864,crime_19.pdf,14,1
February,2023.0,Security Cases,Security Cases,5508,crime_32.pdf,14,1
February,2023.0,Security Cases,Total,9690,crime_32.pdf,14,1
February,2023.0,Security Cases,Security Cases,5565,crime_33.pdf,14,1
February,2023.0,Security Cases,Total,9800,crime_33.pdf,14,1
March,2023.0,Security Cases,Security Cases,5710,crime_20.pdf,14,1
March,2023.0,Security Cases,Total,9715,crime_20.pdf,14,1
March,2023.0,Security Cases,Security Cases,5646,crime_33.pdf,14,1
March,2023.0,Security Cases,Total,9622,crime_33.pdf,14,1
March,2023.0,Security Cases,Security Cases,5688,crime_34.pdf,14,1
March,2023.0,Security Cases,Total,9685,crime_34.pdf,14,1
April,2023.0,Security Cases,Security Cases,2456,crime_21.pdf,14,1
April,2023.0,Security Cases,Total,4654,crime_21.pdf,14,1
April,2023.0,Security Cases,Security Cases,2346,crime_34.pdf,14,1
April,2023.0,Security Cases,Total,4503,crime_34.pdf,14,1
April,2023.0,Security Cases,Security Cases,2375,crime_35.pdf,14,1
April,2023.0,Security Cases,Total,4559,crime_35.pdf,14,1
May,2023.0,Security Cases,Security Cases,1357,crime_22.pdf,14,1
May,2023.0,Security Cases,Total,1661,crime_22.pdf,14,1
May,2023.0,Security Cases,Security Cases,1274,crime_35.pdf,14,1
May,2023.0,Security Cases,Total,1565,crime_35.pdf,14,1
May,2023.0,Security Cases,Security Cases,1299,crime_36.pdf,14,1
May,2023.0,Security Cases,Total,1595,crime_36.pdf,14,1
June,2023.0,Security Cases,Security Cases,1670,crime_23.pdf,14,1
June,2023.0,Security Cases,Total,2469,crime_23.pdf,14,1
June,2023.0,Security Cases,Security Cases,1601,crime_36.pdf,14,1
June,2023.0,Security Cases,Total,2382,crime_36.pdf,14,1
June,2023.0,Security Cases,Security Cases,1632,crime_37.pdf,14,1
June,2023.0,Security Cases,Total,2415,crime_37.pdf,14,1
July,2023.0,Security Cases,Security Cases,1521,crime_24.pdf,14,1
July,2023.0,Security Cases,Total,2397,crime_24.pdf,14,1
July,2023.0,Security Cases,Security Cases,1462,crime_37.pdf,14,1
July,2023.0,Security Cases,Total,2303,crime_37.pdf,14,1
July,2023.0,Security Cases,Security Cases,1477,crime_38.pdf,14,1
July,2023.0,Security Cases,Total,2336,crime_38.pdf,14,1
August,2023.0,Security Cases,Security Cases,1706,crime_25.pdf,14,1
August,2023.0,Security Cases,Total,2818,crime_25.pdf,14,1
August,2023.0,Security Cases,Security Cases,1676,crime_38.pdf,14,1
August,2023.0,Security Cases,Total,2778,crime_38.pdf,14,1
August,2023.0,Security Cases,Security Cases,1686,crime_39.pdf,14,1
August,2023.0,Security Cases,Total,2791,crime_39.pdf,14,1
September,2023.0,Security Cases,Security Cases,3183,crime_26.pdf,14,1
September,2023.0,Security Cases,Total,4968,crime_26.pdf,14,1
September,2023.0,Security Cases,Security Cases,3129,crime_39.pdf,14,1
September,2023.0,Security Cases,Total,4890,crime_39.pdf,14,1
September,2023.0,Security Cases,Security Cases,3157,crime_40.pdf,14,1
September,2023.0,Security Cases,Total,4933,crime_40.pdf,14,1
October,2023.0,Security Cases,Security Cases,1266,crime_27.pdf,14,1
October,2023.0,Security Cases,Total,3004,crime_27.pdf,14,1
October,2023.0,Security Cases,Security Cases,1231,crime_40.pdf,14,1
October,2023.0,Security Cases,Total,2948,crime_40.pdf,14,1
October,2023.0,Security Cases,Security Cases,1250,crime_41.pdf,14,1
October,2023.0,Security Cases,Total,2983,crime_41.pdf,14,1
November,2023.0,Security Cases,Security Cases,2320,crime_28.pdf,14,1
November,2023.0,Security Cases,Total,5951,crime_28.pdf,14,1
November,2023.0,Security Cases,Security Cases,2285,crime_41.pdf,14,1
November,2023.0,Security Cases,Total,3605,crime_41.pdf,14,1
December,2023.0,Security Cases,Security Cases,1293,crime_18.pdf,14,1
December,2023.0,Security Cases,Total,2376,crime_18.pdf,14,1
January,2024,Murder,Murder for gain,3,crime_18.pdf,3,1
January,2024,Murder,Other Murders,78,crime_18.pdf,3,1
January,2024,Murder,Total Murder,81,crime_18.pdf,3,1
January,2024,Dacoity,Dacoity Cases,18,crime_18.pdf,4,1
January,2024,Robbery,Chain Snatching,50,crime_18.pdf,5,1
January,2024,Robbery,Robbery (Except Chain Snatching),126,crime_18.pdf,5,1
January,2024,Robbery,Total Robbery,176,crime_18.pdf,5,1
January,2024,Burglary,Burglary Night,408,crime_18.pdf,6,1
January,2024,Burglary,Burglary Day,106,crime_18.pdf,6,1
January,2024,Burglary,Total,514,crime_18.pdf,6,1
January,2024,Theft,Reported,1943,crime_18.pdf,7,1
January,2024,Riots,Riots,299,crime_18.pdf,8,1
January,2024,Hurt,Cases of Hurt,1369,crime_18.pdf,9,1
January,2024,Special & Local Laws,Special & Local Laws,4670,crime_18.pdf,10,1
January,2024,Crime against Women,Rape,50,crime_18.pdf,11,1
January,2024,Crime against Women,Dowry Death,6,crime_18.pdf,11,1
January,2024,POCSO,POCSO,295,crime_18.pdf,12,1
January,2024,SC/ST POA Act,SC/ST POA Act,206,crime_18.pdf,13,1
January,2024,Cyber Crimes,Cyber Crimes,1903,crime_18.pdf,15,1
January,2024,Economic Offences,Economic Offences,679,crime_18.pdf,16,1
January,2024,MMDR & KMMCR,MMDR Act,15,crime_18.pdf,17,1
January,2024,MMDR & KMMCR,KMMC Rules,6,crime_18.pdf,17,1
January,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1018,crime_18.pdf,18,1
January,2024,NDPS Cases,NDPS Cases,281,crime_18.pdf,19,1
January,2024,Murder,Other Murders,80,crime_19.pdf,3,1
January,2024,Murder,Total Murder,83,crime_19.pdf,3,1
January,2024,Dacoity,Dacoity Cases,19,crime_19.pdf,4,1
January,2024,Robbery,Chain Snatching,51,crime_19.pdf,5,1
January,2024,Robbery,Robbery (Except Chain Snatching),124,crime_19.pdf,5,1
January,2024,Robbery,Total Robbery,175,crime_19.pdf,5,1
January,2024,Burglary,Burglary Day,104,crime_19.pdf,6,1
January,2024,Burglary,Total,512,crime_19.pdf,6,1
January,2024,Theft,Reported,1946,crime_19.pdf,7,1
January,2024,Riots,Riots,298,crime_19.pdf,8,1
January,2024,Hurt,Cases of Hurt,1367,crime_19.pdf,9,1
January,2024,Special & Local Laws,Special & Local Laws,4702,crime_19.pdf,10,1
January,2024,Crime against Women,Rape,51,crime_19.pdf,11,1
January,2024,POCSO,POCSO,323,crime_19.pdf,12,1
January,2024,SC/ST POA Act,SC/ST POA Act,208,crime_19.pdf,13,1
January,2024,Cyber Crimes,Cyber Crimes,1904,crime_19.pdf,15,1
January,2024,Economic Offences,Economic Offences,677,crime_19.pdf,16,1
January,2024,Murder,Other Murders,76,crime_6.pdf,3,1
January,2024,Murder,Total Murder,79,crime_6.pdf,3,1
January,2024,Dacoity,Dacoity Cases,17,crime_6.pdf,4,1
January,2024,Robbery,Chain Snatching,54,crime_6.pdf,5,1
January,2024,Robbery,Robbery (Except Chain Snatching),120,crime_6.pdf,5,1
January,2024,Robbery,Total Robbery,174,crime_6.pdf,5,1
January,2024,Burglary,Burglary Night,415,crime_6.pdf,6,1
January,2024,Burglary,Burglary Day,101,crime_6.pdf,6,1
January,2024,Burglary,Total,516,crime_6.pdf,6,1
January,2024,Theft,Reported,1942,crime_6.pdf,7,1
January,2024,Riots,Riots,301,crime_6.pdf,8,1
January,2024,Hurt,Cases of Hurt,1387,crime_6.pdf,9,1
January,2024,Special & Local Laws,Special & Local Laws,4734,crime_6.pdf,10,1
January,2024,Crime against Women,Rape,53,crime_6.pdf,11,1
January,2024,Crime against Women,Dowry Death,5,crime_6.pdf,11,1
January,2024,POCSO,POCSO,348,crime_6.pdf,12,1
January,2024,SC/ST POA Act,SC/ST POA Act,200,crime_6.pdf,13,1
January,2024,Cyber Crimes,Cyber Crimes,1948,crime_6.pdf,15,1
January,2024,Economic Offences,Economic Offences,678,crime_6.pdf,16,1
January,2024,NDPS Cases,NDPS Cases,282,crime_6.pdf,19,1
February,2024,Murder,Murder for gain,2,crime_19.pdf,3,1
February,2024,Murder,Other Murders,110,crime_19.pdf,3,1
February,2024,Murder,Total Murder,112,crime_19.pdf,3,1
February,2024,Dacoity,Dacoity Cases,17,crime_19.pdf,4,1
February,2024,Robbery,Chain Snatching,67,crime_19.pdf,5,1
February,2024,Robbery,Robbery (Except Chain Snatching),110,crime_19.pdf,5,1
February,2024,Robbery,Total Robbery,177,crime_19.pdf,5,1
February,2024,Burglary,Burglary Night,348,crime_19.pdf,6,1
February,2024,Burglary,Burglary Day,100,crime_19.pdf,6,1
February,2024,Burglary,Total,448,crime_19.pdf,6,1
February,2024,Theft,Reported,2010,crime_19.pdf,7,1
February,2024,Riots,Riots,288,crime_19.pdf,8,1
February,2024,Hurt,Cases of Hurt,1465,crime_19.pdf,9,1
February,2024,Special & Local Laws,Special & Local Laws,4742,crime_19.pdf,10,1
February,2024,Crime against Women,Rape,40,crime_19.pdf,11,1
February,2024,Crime against Women,Dowry Death,13,crime_19.pdf,11,1
February,2024,POCSO,POCSO,278,crime_19.pdf,12,1
February,2024,SC/ST POA Act,SC/ST POA Act,204,crime_19.pdf,13,1
February,2024,Cyber Crimes,Cyber Crimes,2004,crime_19.pdf,15,1
February,2024,Economic Offences,Economic Offences,672,crime_19.pdf,16,1
February,2024,MMDR & KMMCR,MMDR Act,8,crime_19.pdf,17,1
February,2024,MMDR & KMMCR,KMMC Rules,8,crime_19.pdf,17,1
February,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1025,crime_19.pdf,18,1
February,2024,NDPS Cases,NDPS Cases,275,crime_19.pdf,19,1
February,2024,Murder,Other Murders,115,crime_20.pdf,3,1
February,2024,Murder,Total Murder,117,crime_20.pdf,3,1
February,2024,Robbery,Robbery (Except Chain Snatching),108,crime_20.pdf,5,1
February,2024,Robbery,Total Robbery,175,crime_20.pdf,5,1
February,2024,Burglary,Burglary Night,350,crime_20.pdf,6,1
February,2024,Burglary,Burglary Day,99,crime_20.pdf,6,1
February,2024,Burglary,Total,449,crime_20.pdf,6,1
February,2024,Theft,Reported,2008,crime_20.pdf,7,1
February,2024,Riots,Riots,291,crime_20.pdf,8,1
February,2024,Hurt,Cases of Hurt,1456,crime_20.pdf,9,1
February,2024,Special & Local Laws,Special & Local Laws,4776,crime_20.pdf,10,1
February,2024,Crime against Women,Rape,43,crime_20.pdf,11,1
February,2024,Crime against Women,Dowry Death,14,crime_20.pdf,11,1
February,2024,POCSO,POCSO,309,crime_20.pdf,12,1
February,2024,SC/ST POA Act,SC/ST POA Act,208,crime_20.pdf,13,1
February,2024,Economic Offences,Economic Offences,671,crime_20.pdf,16,1
February,2024,MMDR & KMMCR,MMDR Act,7,crime_20.pdf,17,1
February,2024,Murder,Other Murders,117,crime_7.pdf,3,1
February,2024,Murder,Total Murder,119,crime_7.pdf,3,1
February,2024,Robbery,Chain Snatching,68,crime_7.pdf,5,1
February,2024,Robbery,Robbery (Except Chain Snatching),103,crime_7.pdf,5,1
February,2024,Robbery,Total Robbery,171,crime_7.pdf,5,1
February,2024,Burglary,Burglary Night,354,crime_7.pdf,6,1
February,2024,Burglary,Total,453,crime_7.pdf,6,1
February,2024,Theft,Reported,2006,crime_7.pdf,7,1
February,2024,Riots,Riots,289,crime_7.pdf,8,1
February,2024,Hurt,Cases of Hurt,1478,crime_7.pdf,9,1
February,2024,Special & Local Laws,Special & Local Laws,4809,crime_7.pdf,10,1
February,2024,Crime against Women,Rape,58,crime_7.pdf,11,1
February,2024,POCSO,POCSO,324,crime_7.pdf,12,1
February,2024,Cyber Crimes,Cyber Crimes,2040,crime_7.pdf,15,1
February,2024,Economic Offences,Economic Offences,665,crime_7.pdf,16,1
February,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1028,crime_7.pdf,18,1
March,2024,Murder,Murder for gain,2,crime_20.pdf,3,1
March,2024,Murder,Other Murders,104,crime_20.pdf,3,1
March,2024,Murder,Total Murder,106,crime_20.pdf,3,1
March,2024,Dacoity,Dacoity Cases,18,crime_20.pdf,4,1
March,2024,Robbery,Chain Snatching,63,crime_20.pdf,5,1
March,2024,Robbery,Robbery (Except Chain Snatching),117,crime_20.pdf,5,1
March,2024,Robbery,Total Robbery,180,crime_20.pdf,5,1
March,2024,Burglary,Burglary Night,316,crime_20.pdf,6,1
March,2024,Burglary,Burglary Day,80,crime_20.pdf,6,1
March,2024,Burglary,Total,396,crime_20.pdf,6,1
March,2024,Theft,Reported,2126,crime_20.pdf,7,1
March,2024,Riots,Riots,331,crime_20.pdf,8,1
March,2024,Hurt,Cases of Hurt,1642,crime_20.pdf,9,1
March,2024,Special & Local Laws,Special & Local Laws,5968,crime_20.pdf,10,1
March,2024,Crime against Women,Rape,52,crime_20.pdf,11,1
March,2024,Crime against Women,Dowry Death,7,crime_20.pdf,11,1
March,2024,POCSO,POCSO,278,crime_20.pdf,12,1
March,2024,SC/ST POA Act,SC/ST POA Act,205,crime_20.pdf,13,1
March,2024,Cyber Crimes,Cyber Crimes,1939,crime_20.pdf,15,1
March,2024,Economic Offences,Economic Offences,643,crime_20.pdf,16,1
March,2024,MMDR & KMMCR,MMDR Act,10,crime_20.pdf,17,1
March,2024,MMDR & KMMCR,KMMC Rules,3,crime_20.pdf,17,1
March,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,1060,crime_20.pdf,18,1
March,2024,NDPS Cases,NDPS Cases,370,crime_20.pdf,19,1
March,2024,Murder,Other Murders,105,crime_21.pdf,3,1
March,2024,Murder,Total Murder,107,crime_21.pdf,3,1
March,2024,Robbery,Robbery (Except Chain Snatching),119,crime_21.pdf,5,1
March,2024,Robbery,Total Robbery,182,crime_21.pdf,5,1
March,2024,Burglary,Burglary Night,317,crime_21.pdf,6,1
March,2024,Burglary,Total,397,crime_21.pdf,6,1
March,2024,Theft,Reported,2124,crime_21.pdf,7,1
March,2024,Riots,Riots,335,crime_21.pdf,8,1
March,2024,Hurt,Cases of Hurt,1636,crime_21.pdf,9,1
March,2024,Special & Local Laws,Special & Local Laws,6014,crime_21.pdf,10,1
March,2024,Crime against Women,Rape,53,crime_21.pdf,11,1
March,2024,POCSO,POCSO,309,crime_21.pdf,12,1
March,2024,SC/ST POA Act,SC/ST POA Act,211,crime_21.pdf,13,1
March,2024,Economic Offences,Economic Offences,641,crime_21.pdf,16,1
March,2024,MMDR & KMMCR,MMDR Act,11,crime_21.pdf,17,1
March,2024,Murder,Other Murders,103,crime_8.pdf,3,1
March,2024,Murder,Total Murder,105,crime_8.pdf,3,1
March,2024,Dacoity,Dacoity Cases,16,crime_8.pdf,4,1
March,2024,Robbery,Chain Snatching,64,crime_8.pdf,5,1
March,2024,Robbery,Robbery (Except Chain Snatching),115,crime_8.pdf,5,1
March,2024,Robbery,Total Robbery,179,crime_8.pdf,5,1
March,2024,Burglary,Burglary Night,320,crime_8.pdf,6,1
March,2024,Burglary,Total,400,crime_8.pdf,6,1
March,2024,Theft,Reported,2121,crime_8.pdf,7,1
March,2024,Riots,Riots,337,crime_8.pdf,8,1
March,2024,Hurt,Cases of Hurt,1652,crime_8.pdf,9,1
March,2024,Special & Local Laws,Special & Local Laws,6066,crime_8.pdf,10,1
March,2024,Crime against Women,Rape,63,crime_8.pdf,11,1
March,2024,POCSO,POCSO,345,crime_8.pdf,12,1
March,2024,SC/ST POA Act,SC/ST POA Act,209,crime_8.pdf,13,1
March,2024,Cyber Crimes,Cyber Crimes,1977,crime_8.pdf,15,1
March,2024,Economic Offences,Economic Offences,637,crime_8.pdf,16,1
March,2024,MMDR & KMMCR,MMDR Act,12,crime_8.pdf,17,1
April,2024,Murder,Murder for gain,3,crime_21.pdf,3,1
April,2024,Murder,Other Murders,119,crime_21.pdf,3,1
April,2024,Murder,Total Murder,122,crime_21.pdf,3,1
April,2024,Dacoity,Dacoity Cases,12,crime_21.pdf,4,1
April,2024,Robbery,Chain Snatching,51,crime_21.pdf,5,1
April,2024,Robbery,Robbery (Except Chain Snatching),101,crime_21.pdf,5,1
April,2024,Robbery,Total Robbery,152,crime_21.pdf,5,1
April,2024,Burglary,Burglary Night,315,crime_21.pdf,6,1
April,2024,Burglary,Burglary Day,78,crime_21.pdf,6,1
April,2024,Burglary,Total,393,crime_21.pdf,6,1
April,2024,Theft,Reported,1765,crime_21.pdf,7,1
April,2024,Riots,Riots,352,crime_21.pdf,8,1
April,2024,Hurt,Cases of Hurt,1606,crime_21.pdf,9,1
April,2024,Special & Local Laws,Special & Local Laws,4914,crime_21.pdf,10,1
April,2024,Crime against Women,Rape,49,crime_21.pdf,11,1
April,2024,Crime against Women,Dowry Death,8,crime_21.pdf,11,1
April,2024,POCSO,POCSO,277,crime_21.pdf,12,1
April,2024,SC/ST POA Act,SC/ST POA Act,186,crime_21.pdf,13,1
April,2024,Cyber Crimes,Cyber Crimes,1574,crime_21.pdf,15,1
April,2024,Economic Offences,Economic Offences,460,crime_21.pdf,16,1
April,2024,MMDR & KMMCR,MMDR Act,5,crime_21.pdf,17,1
April,2024,MMDR & KMMCR,KMMC Rules,5,crime_21.pdf,17,1
April,2024,Motor Vehicles Theft,Motor Vehicles Theft Cases,868,crime_21.pdf,18,1
April,2024,NDPS Cases,NDPS Cases,217,crime_21.pdf,19,1
