Sl. No.,Heads of Crime,"During the
current year
upto the end of
month under
review","During the
corresponding
month of
previous year","During the
previous month","During the
current month"
D.CRIME AGAINST CHILDREN,,,,,
1,"Infanticide/ Foeticide
(Sec. 315 & 316 IPC)",1,0,0,1
2,Rape on Minor,0,0,0,0
3,Exposure & abandonment (Sec. 317 IPC),39,5,7,4
4,Kidnapping & Abduction of Children,2238,322,275,375
4.1,For Ransom - of Children,7,0,0,0
4.2,of Children - for begging,0,0,0,0
4.3,of Girls - Immoral Purpose,0,0,0,0
4.4,With intent to Steal from Child,0,0,0,0
4.5,Lawful Guardianship,3,0,1,1
4.6,Procuration of Minor Girls - For Prostitution,0,0,0,0
4.7,Procuration of Minor Girls - Importing of Girl,0,0,0,0
4.8,Procuration of Minor Girls - For Other Purposes,12,0,2,0
,Sub Total,2260,322,278,376
5,Selling of girls for Prostitution (Sec.372 IPC),0,0,0,0
6,The Prohibition of Child Marriage Act - 2006,114,7,16,15
7,POCSO Act,2684,399,316,296
8,Death of Children due to miscarriage,22,1,2,2
9,Juvenile Justice Act,101,6,7,11
10,Child Labour (Pro.& Reg.) Act,85,5,7,29
11,Probation of Offenders Act,0,0,0,0
,Total (Item 1 to 11),5306,745,633,734
