"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 31/01/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
PART-I (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Murder,1294,59,30,1205,1,8,42,0,1040,42,35,0,38,1208,32,21,1155,0,0,4,1,855,273,2,0,20,98,0,0,98,0,0,0,0,0,98,0,0,
Attempt to murder,2780,166,12,2602,0,12,107,6,2323,107,18,13,16,2830,84,13,2733,0,3,7,2,1554,1152,3,9,3,295,0,1,294,0,0,0,0,0,294,0,0,
C.H.Not Amounting to murder,82,8,1,73,0,1,3,0,58,5,1,0,5,133,4,0,129,0,3,0,0,64,52,0,1,9,7,0,0,7,0,0,0,0,0,7,0,0,
Dacoity,178,14,3,161,0,0,0,0,141,14,5,1,0,153,8,4,141,0,0,0,0,80,60,1,0,0,13,0,0,13,0,0,0,0,0,13,0,0,
Preparation And Assembly For Dacoity,135,0,0,135,0,0,3,0,129,3,0,0,0,119,0,0,119,0,0,0,0,98,21,0,0,0,7,0,0,7,0,0,0,0,1,6,0,0,
Robbery,1243,42,20,1181,0,3,15,4,850,69,239,0,1,995,24,10,961,0,0,1,1,467,430,59,3,0,56,0,0,56,0,0,0,0,0,56,0,0,
Chain Snatching,639,7,4,628,0,2,4,0,402,50,170,0,0,615,7,6,602,0,0,0,0,286,282,33,1,0,42,0,0,42,0,0,0,0,0,42,0,0,
H.B.T by day,1174,40,0,1134,0,11,19,1,464,63,575,1,0,1130,23,0,1107,0,2,4,0,282,590,228,0,1,94,0,0,94,0,0,0,0,1,93,0,0,
H.B.T by night,4865,45,2,4818,0,16,31,5,1615,277,2864,8,2,4325,23,2,4300,0,0,6,0,892,2263,1135,4,0,316,0,0,316,0,0,0,0,0,316,0,0,
House theft,2156,124,1,2031,0,5,17,7,563,46,1388,3,2,1926,65,5,1856,0,3,1,3,372,773,703,1,0,145,0,0,145,0,0,0,0,0,145,0,0,
Ordinary Theft,22598,903,272,21423,2,560,248,2014,4593,415,13468,107,18,20413,626,314,19473,0,149,119,686,3754,7485,7225,48,7,1640,3,5,1632,0,0,0,0,18,1614,0,0,
Cattle thefts,424,13,2,409,0,6,5,33,145,9,210,1,0,505,3,1,501,0,2,0,9,159,230,99,2,0,52,0,0,52,0,0,0,0,0,52,0,0,
Receiving stolen Property,3,0,1,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,
Cheating,6927,2049,130,4748,0,10,23,71,2098,1774,684,82,6,6580,882,97,5601,0,0,1,16,722,4592,244,26,0,515,2,2,511,0,0,0,0,0,511,0,0,
Cr.Br.Trust,508,140,5,363,0,0,1,3,153,178,26,2,0,569,73,9,487,0,0,0,0,67,412,7,0,1,52,0,0,52,0,0,0,0,0,52,0,0,
C.C.Notes,27,0,0,27,0,0,0,0,9,0,18,0,0,30,0,0,30,0,0,0,0,13,12,5,0,0,4,0,0,4,0,0,0,0,0,4,0,0,
Sub Total - PART-I,45033,3610,483,40940,3,634,518,2144,14584,3052,19702,218,88,41532,1854,482,39196,0,162,143,718,9666,18627,9744,95,41,3337,5,8,3324,0,0,0,0,20,3304,0,0,
PART-II (IPC/BNS Cases),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
