"Comparitive Crime Statement 17 for the Years 2023, 2024, and 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARNATAKA STATE,2023,,,,,,,,,,,,,2024,,,,,,,,,,,,,2025 As on 31/01/2025,,,,,,,,,,,,
Head Name,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB,Rep,Fal,Tr,Tru,NI,Con,"Dis/
ACQ",Com,PT,UI,Un,OD,AB
"304(A),IPC/ 106 BNS (Including Deaths
due to Rashness/Negligence (Sec
304(A)IPC/106 BNS)",12044,95,34,11915,0,388,391,6,8649,113,1050,25,1293,11957,74,13,11870,0,124,47,3,6950,3561,446,5,734,952,0,0,952,0,0,0,0,5,947,0,0,
"279,337,338IPC/281,125(a),125(b)BNS",31760,224,13,31523,0,18820,251,386,10484,112,1304,84,82,31479,153,12,31314,0,8716,147,126,14930,6582,775,20,18,2928,1,1,2926,0,4,0,0,65,2856,0,1,
Rioting,3906,376,7,3523,0,12,239,33,3090,108,32,8,1,3446,198,4,3244,0,4,23,6,1819,1368,21,2,1,260,0,0,260,0,0,0,0,0,260,0,0,
Hurts,17473,1142,31,16300,0,135,1671,448,13385,255,327,44,35,17041,842,31,16168,0,53,228,116,10621,4965,159,23,3,1314,2,0,1312,0,0,0,0,20,1292,0,0,
AcidAttack (326(a)IPC/124(1) BNS),2,0,0,2,0,0,0,0,2,0,0,0,0,8,1,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kidnapping,3645,3241,31,373,0,1,23,2,188,131,20,8,0,4031,2964,27,1040,0,0,3,0,151,875,6,5,0,376,25,2,349,0,0,0,0,0,348,0,1,
304(B) IPC/80 BNS,158,8,1,149,0,0,5,0,141,3,0,0,0,112,0,2,110,0,0,1,0,90,19,0,0,0,11,0,0,11,0,0,0,0,0,11,0,0,
498 (A) IPC/85 BNS,2960,316,61,2583,0,6,240,10,2213,83,1,24,6,2924,183,54,2687,0,4,42,1,1711,919,1,6,3,252,0,2,250,0,0,0,0,0,250,0,0,
Molestation (354 IPC/74 BNS),6492,632,31,5829,0,19,396,46,5078,192,66,21,11,6327,442,31,5854,1,8,54,17,3607,2107,42,15,4,457,0,0,457,0,0,0,0,2,455,0,0,
Rape,601,44,37,520,0,0,32,1,447,29,0,10,1,736,35,52,649,0,0,7,0,461,173,0,7,1,65,0,2,63,0,0,0,0,1,62,0,0,
353 IPC/132 BNS,1004,42,4,958,0,16,22,2,849,44,15,7,3,977,18,3,956,0,2,0,0,543,403,4,2,2,101,0,0,101,0,0,0,0,1,100,0,0,
Other IPC/BNS,21467,1886,84,19497,0,10158,331,362,6840,888,791,95,32,16368,907,79,15382,0,3616,52,113,6197,4998,362,27,17,1370,0,2,1368,0,10,0,0,119,1239,0,0,
Sub Total - PART-II,101512,8006,334,93172,0,29555,3601,1296,51366,1958,3606,326,1464,95298,5814,305,89179,1,12527,602,382,47006,25953,1816,110,783,8080,28,8,8044,0,14,0,0,213,7815,0,2,
